gRNA	HL60.initial
USP22_p20946127	105
USP25_m17102713	463
USP25_m17102719	435
USP25_m17135264	469
USP25_m17135282	359
USP25_p17102726	743
USP25_p17102735	351
USP25_p17135226	351
USP25_p17138303	801
USP25_p17138311	636
USP25_p17138323	286
USP28_m113724981	356
USP28_m113725011	1218
USP28_m113725019	229
USP28_m113746165	453
USP28_m113746191	497
USP28_m113746204	485
USP28_m113746216	1005
USP28_p113724972	728
USP28_p113724983	532
USP28_p113725029	273
USP2_m119230278	345
USP2_m119230304	324
USP2_m119230330	1801
USP2_m119230895	481
USP2_m119230902	308
USP2_m119230918	609
USP2_m119230927	475
USP2_p119230285	242
USP2_p119230321	122
USP2_p119230907	718
USP33_m78207062	842
USP33_m78207088	632
USP33_m78207351	871
USP33_p78204971	1041
USP33_p78204980	1288
USP33_p78205048	722
USP33_p78205053	1168
USP33_p78206552	118
USP33_p78207068	496
USP33_p78207335	433
USP36_m76832345	180
USP36_m76832374	260
USP36_m76832383	1636
USP36_m76832393	187
USP36_m76832399	205
USP36_m76832407	598
USP36_m76832420	481
USP36_m76832435	1053
USP36_p76832385	464
USP36_p76832424	1594
USP37_m219423222	112
USP37_m219423232	905
USP37_m219423242	305
USP37_m219423305	337
USP37_m219423313	271
USP37_m219423325	858
USP37_m219423356	213
USP37_p219423212	110
USP37_p219423329	253
USP37_p219423347	631
USP39_m85846373	829
USP39_m85846385	115
USP39_m85846391	274
USP39_m85846397	1029
USP39_m85846405	427
USP39_m85850792	2612
USP39_p85846337	1752
USP39_p85846346	235
USP39_p85846351	162
USP39_p85846376	773
USP3_m63796939	465
USP3_m63796950	484
USP3_m63796955	51
USP3_m63797009	255
USP3_m63797017	753
USP3_m63824867	857
USP3_m63824897	475
USP3_p63796958	173
USP3_p63824880	294
USP3_p63845931	263
USP44_m95927886	636
USP44_m95927917	1206
USP44_m95928002	1084
USP44_m95928022	384
USP44_p95927875	314
USP44_p95927900	573
USP44_p95927906	659
USP44_p95927940	982
USP44_p95927947	802
USP44_p95927956	519
USP48_m22109348	1101
USP48_m22109377	1035
USP48_m22109386	723
USP48_m22109396	1218
USP48_m22109401	434
USP48_m22109407	291
USP48_m22109417	724
USP48_m22109422	482
USP48_p22109339	668
USP48_p22109369	649
USP49_m41774681	330
USP49_m41774691	1351
USP49_m41774697	648
USP49_p41774598	487
USP49_p41774604	785
USP49_p41774610	383
USP49_p41774638	474
USP49_p41774645	569
USP49_p41774654	25
USP49_p41774660	650
USP4_m49373010	524
USP4_m49377367	544
USP4_m49377398	487
USP4_m49377426	471
USP4_m49377443	570
USP4_m49377449	233
USP4_p49377370	1051
USP4_p49377382	347
USP4_p49377404	135
USP4_p49377414	678
USP8_m50731329	260
USP8_m50733562	253
USP8_m50733619	266
USP8_m50741673	277
USP8_p50733587	718
USP8_p50733592	769
USP8_p50741596	546
USP8_p50741602	323
USP8_p50741660	382
USP8_p50751293	208
UTF1_m135043864	126
UTF1_m135043989	504
UTF1_m135044026	684
UTF1_m135044055	1073
UTF1_m135044061	1193
UTF1_p135043967	627
UTF1_p135043974	267
UTF1_p135044012	600
UTF1_p135044028	1063
UTF1_p135044040	125
UTP11L_m38478508	271
UTP11L_m38483366	143
UTP11L_m38484179	312
UTP11L_p38478487	776
UTP11L_p38478493	778
UTP11L_p38478515	326
UTP11L_p38483356	154
UTP11L_p38483420	251
UTP11L_p38484134	183
UTP11L_p38484143	426
UTP14A_m129040200	47
UTP14A_m129041360	326
UTP14A_m129041396	159
UTP14A_m129042090	441
UTP14A_p129040178	340
UTP14A_p129040190	333
UTP14A_p129041342	352
UTP14A_p129041399	42
UTP14A_p129042633	304
UTP14A_p129042641	793
UTP14C_m52602981	216
UTP14C_m52603094	240
UTP14C_p52602933	837
UTP14C_p52602948	475
UTP14C_p52602963	297
UTP14C_p52603098	1078
UTP14C_p52603106	178
UTP14C_p52603159	370
UTP14C_p52603257	279
UTP14C_p52603263	715
UTP15_m72863187	463
UTP15_m72864064	465
UTP15_m72864113	184
UTP15_m72864119	1469
UTP15_m72864147	249
UTP15_p72863154	532
UTP15_p72863193	961
UTP15_p72863224	434
UTP15_p72863237	236
UTP15_p72864235	363
UTP18_m49337951	709
UTP18_m49337983	365
UTP18_m49338002	145
UTP18_p49337937	714
UTP18_p49337956	639
UTP18_p49337961	643
UTP18_p49337969	960
UTP18_p49337985	491
UTP18_p49337993	396
UTP18_p49338004	222
UTP20_m101674061	542
UTP20_m101674075	788
UTP20_m101674082	266
UTP20_m101674091	389
UTP20_m101674100	273
UTP20_m101674892	1
UTP20_m101674946	557
UTP20_p101674895	938
UTP20_p101674949	1178
UTP20_p101679392	549
UTP23_m117778870	645
UTP23_m117778892	171
UTP23_m117778910	722
UTP23_m117778922	394
UTP23_m117778928	657
UTP23_p117778834	378
UTP23_p117778860	976
UTP23_p117778881	156
UTP23_p117778914	436
UTP23_p117778931	466
UTP3_m71554410	293
UTP3_m71554449	598
UTP3_m71554528	567
UTP3_p71554379	570
UTP3_p71554429	427
UTP3_p71554487	734
UTP3_p71554513	489
UTP3_p71554531	641
UTP3_p71554542	883
UTP3_p71554558	199
UTP6_m30221697	304
UTP6_m30221705	143
UTP6_m30226735	293
UTP6_m30228564	1651
UTP6_m30228581	527
UTP6_m30228600	74
UTP6_m30228606	1076
UTP6_m30228613	568
UTP6_p30221981	602
UTP6_p30228584	128
UTRN_m144612971	95
UTRN_m144612992	944
UTRN_m144612997	473
UTRN_m144613037	694
UTRN_m144724288	720
UTRN_m144724294	274
UTRN_m144743025	361
UTRN_p144612955	0
UTRN_p144612982	292
UTRN_p144613021	136
UTY_m15591400	0
UTY_m15591405	364
UTY_m15591415	783
UTY_m15591424	509
UTY_m15591448	521
UTY_m15591493	191
UTY_m15591501	53
UTY_p15591439	653
UTY_p15591482	542
UTY_p15591515	350
UXT_m47517182	1394
UXT_m47517224	592
UXT_m47517239	1262
UXT_m47517254	734
UXT_m47518230	568
UXT_m47518238	865
UXT_p47517191	562
UXT_p47517198	406
UXT_p47517227	495
UXT_p47518291	3
VASH1_m77229215	637
VASH1_m77229264	677
VASH1_m77229282	52
VASH1_p77229149	326
VASH1_p77229205	483
VASH1_p77229248	765
VASH1_p77229271	864
VASH1_p77229311	1064
VASH1_p77229355	534
VASH1_p77229363	1036
VAX1_m118897460	733
VAX1_m118897479	770
VAX1_m118897488	1164
VAX1_m118897509	684
VAX1_m118897518	571
VAX1_m118897527	904
VAX1_m118897561	364
VAX1_p118897427	570
VAX1_p118897498	298
VAX1_p118897547	36
VAX2_m71127880	377
VAX2_p71127739	1508
VAX2_p71127790	465
VAX2_p71127796	463
VAX2_p71127817	280
VAX2_p71127822	0
VAX2_p71127847	451
VAX2_p71127861	493
VAX2_p71127867	761
VAX2_p71127872	179
VBP1_m154444844	66
VBP1_p154444762	184
VBP1_p154444768	579
VBP1_p154444776	264
VBP1_p154444783	365
VBP1_p154444789	1031
VBP1_p154444796	661
VBP1_p154444806	305
VBP1_p154444830	279
VBP1_p154448468	294
VCPIP1_m67579056	459
VCPIP1_m67579095	516
VCPIP1_p67579034	397
VCPIP1_p67579039	376
VCPIP1_p67579048	172
VCPIP1_p67579101	886
VCPIP1_p67579110	444
VCPIP1_p67579119	152
VCPIP1_p67579143	684
VCPIP1_p67579149	632
VCP_m35068249	158
VCP_m35068264	1071
VCP_m35068276	910
VCP_m35068304	0
VCP_m35072342	778
VCP_p35068286	591
VCP_p35068291	300
VCP_p35068310	277
VCP_p35068321	121
VCP_p35072329	222
VDR_m48272771	1061
VDR_m48272801	247
VDR_m48272845	759
VDR_m48272858	313
VDR_m48272886	829
VDR_p48272755	474
VDR_p48272782	607
VDR_p48272787	485
VDR_p48272837	0
VDR_p48272847	313
VENTX_m135051439	380
VENTX_m135051523	391
VENTX_m135051555	164
VENTX_m135051561	533
VENTX_m135051599	202
VENTX_m135051617	226
VENTX_m135051643	210
VENTX_m135051653	164
VENTX_p135051448	578
VENTX_p135051633	161
VEZF1_m56060427	62
VEZF1_m56060478	1373
VEZF1_m56060486	513
VEZF1_m56065441	322
VEZF1_p56060310	1374
VEZF1_p56060492	383
VEZF1_p56060611	175
VEZF1_p56060632	208
VEZF1_p56060729	592
VEZF1_p56065433	1135
VEZT_m95656695	488
VEZT_m95656734	783
VEZT_m95656782	507
VEZT_p95611613	1214
VEZT_p95611628	1287
VEZT_p95645720	319
VEZT_p95645726	715
VEZT_p95656722	221
VEZT_p95656768	158
VEZT_p95656785	405
VGLL1_m135618208	805
VGLL1_m135618215	911
VGLL1_m135618233	321
VGLL1_m135618318	0
VGLL1_m135618359	775
VGLL1_m135630764	1128
VGLL1_p135618186	185
VGLL1_p135618197	703
VGLL1_p135618225	238
VGLL1_p135630750	640
VGLL2_m117586952	481
VGLL2_m117586965	826
VGLL2_m117586974	428
VGLL2_m117586998	1076
VGLL2_m117589472	0
VGLL2_m117589487	322
VGLL2_m117589513	756
VGLL2_p117586916	411
VGLL2_p117586938	1064
VGLL2_p117589517	77
VGLL3_m87027942	303
VGLL3_m87039880	413
VGLL3_p87027933	45
VGLL3_p87039756	422
VGLL3_p87039761	250
VGLL3_p87039785	688
VGLL3_p87039807	518
VGLL3_p87039837	414
VGLL3_p87039842	564
VGLL3_p87039872	475
VGLL4_m11606310	340
VGLL4_m11606318	654
VGLL4_m11606329	854
VGLL4_m11606478	1129
VGLL4_p11606288	353
VGLL4_p11606300	97
VGLL4_p11606352	737
VGLL4_p11606383	420
VGLL4_p11606390	442
VGLL4_p11606459	489
VHLL_m156268874	730
VHLL_m156268880	513
VHLL_m156268891	452
VHLL_m156268921	358
VHLL_m156268928	313
VHLL_m156268936	161
VHLL_m156268966	1033
VHLL_m156268974	221
VHLL_p156268894	390
VHLL_p156268907	188
VHL_m10183538	143
VHL_m10183637	308
VHL_p10183545	155
VHL_p10183554	454
VHL_p10183560	789
VHL_p10183579	890
VHL_p10183594	872
VHL_p10183624	220
VHL_p10183639	150
VHL_p10183644	134
VIPR1_m42572302	344
VIPR1_m42572347	807
VIPR1_m42572353	825
VIPR1_m42572361	1304
VIPR1_p42567445	569
VIPR1_p42567457	652
VIPR1_p42567463	1107
VIPR1_p42572269	438
VIPR1_p42572307	767
VIPR1_p42572367	103
VPRBP_m51504978	449
VPRBP_m51517736	205
VPRBP_m51517753	928
VPRBP_m51517783	288
VPRBP_m51517792	744
VPRBP_m51517822	754
VPRBP_m51517831	612
VPRBP_p51504949	339
VPRBP_p51517720	37
VPRBP_p51517725	370
VPS25_m40925517	393
VPS25_m40925534	880
VPS25_m40925539	529
VPS25_m40925760	424
VPS25_p40925491	398
VPS25_p40925497	292
VPS25_p40925744	90
VPS25_p40925752	674
VPS25_p40925765	427
VPS25_p40925773	1985
VPS36_m53016532	492
VPS36_m53024635	895
VPS36_m53024641	759
VPS36_m53024663	942
VPS36_m53024698	469
VPS36_p53016534	601
VPS36_p53024677	467
VPS36_p53024687	393
VPS36_p53024701	725
VPS36_p53024708	432
VPS37A_m17104772	658
VPS37A_m17104778	62
VPS37A_m17104811	688
VPS37A_m17104818	570
VPS37A_m17125765	511
VPS37A_m17125864	198
VPS37A_p17104739	433
VPS37A_p17104780	503
VPS37A_p17104856	177
VPS37A_p17125769	363
VPS37C_m60901663	392
VPS37C_m60906222	864
VPS37C_m60906228	525
VPS37C_m60906243	1244
VPS37C_m60906264	340
VPS37C_m60906273	873
VPS37C_m60906288	798
VPS37C_p60901648	242
VPS37C_p60901654	709
VPS37C_p60906256	359
VPS4A_m69345430	513
VPS4A_m69349917	911
VPS4A_m69349938	293
VPS4A_m69349956	699
VPS4A_m69349987	819
VPS4A_p69345413	771
VPS4A_p69349903	970
VPS4A_p69349921	85
VPS4A_p69349945	702
VPS4A_p69349972	339
VPS4B_m61077643	1255
VPS4B_m61077669	679
VPS4B_m61078766	1178
VPS4B_m61078771	628
VPS4B_m61078798	593
VPS4B_p61077635	260
VPS4B_p61078726	594
VPS4B_p61089453	1247
VPS4B_p61089462	525
VPS4B_p61089471	616
VPS72_m151158348	274
VPS72_m151158374	490
VPS72_m151158421	242
VPS72_m151162495	164
VPS72_m151162543	4
VPS72_m151162585	616
VPS72_m151162590	728
VPS72_p151158312	310
VPS72_p151158399	245
VPS72_p151162548	144
VPS9D1_m89785449	332
VPS9D1_m89785467	85
VPS9D1_m89785489	506
VPS9D1_m89785500	511
VPS9D1_m89787179	306
VPS9D1_m89787206	601
VPS9D1_m89787259	497
VPS9D1_p89785458	1521
VPS9D1_p89785470	462
VPS9D1_p89787213	387
VRK1_m97299934	740
VRK1_m97299942	436
VRK1_m97312494	154
VRK1_p97299862	807
VRK1_p97299882	929
VRK1_p97299916	636
VRK1_p97299922	888
VRK1_p97299946	553
VRK1_p97304103	464
VRK1_p97312425	196
VRK2_m58311231	665
VRK2_m58311243	494
VRK2_p58276030	931
VRK2_p58276037	1560
VRK2_p58276050	183
VRK2_p58276056	1190
VRK2_p58276065	921
VRK2_p58276080	359
VRK2_p58313490	263
VRK2_p58313531	1110
VRK3_m50511078	476
VRK3_m50519282	233
VRK3_m50519334	680
VRK3_p50519266	507
VRK3_p50519290	1099
VRK3_p50519295	985
VRK3_p50519318	263
VRK3_p50519338	1104
VRK3_p50519361	508
VRK3_p50519389	710
VSX1_m25062614	645
VSX1_m25062622	773
VSX1_m25062673	839
VSX1_m25062683	649
VSX1_m25062689	653
VSX1_m25062722	520
VSX1_m25062727	898
VSX1_p25062605	677
VSX1_p25062701	442
VSX1_p25062711	287
VSX2_m74706301	535
VSX2_m74706307	893
VSX2_m74706341	604
VSX2_m74706346	625
VSX2_m74706368	468
VSX2_m74706398	305
VSX2_p74706249	721
VSX2_p74706293	499
VSX2_p74706309	378
VSX2_p74706356	1104
VWA5A_m123988247	286
VWA5A_m123988253	673
VWA5A_m123988378	604
VWA5A_m123988384	165
VWA5A_p123988212	470
VWA5A_p123988231	284
VWA5A_p123988239	121
VWA5A_p123988404	266
VWA5A_p123988440	425
VWA5A_p123988455	644
WAC_m28822957	597
WAC_m28824521	288
WAC_m28824560	307
WAC_p28822503	468
WAC_p28822526	297
WAC_p28822920	872
WAC_p28824610	1054
WAC_p28824621	410
WAC_p28824656	392
WAC_p28824661	254
WAPAL_m88277620	434
WAPAL_m88277685	688
WAPAL_m88277694	270
WAPAL_m88277782	526
WAPAL_p88277557	400
WAPAL_p88277629	95
WAPAL_p88277639	122
WAPAL_p88277647	216
WAPAL_p88277658	509
WAPAL_p88277730	462
WASL_m123349238	617
WASL_m123349261	650
WASL_m123388687	328
WASL_p123388667	268
WASL_p123388679	575
WASL_p123388696	930
WASL_p123388735	196
WASL_p123388741	77
WASL_p123388758	493
WASL_p123388767	798
WBP11_m14948019	534
WBP11_m14948025	1011
WBP11_m14952570	533
WBP11_p14947894	85
WBP11_p14947920	1277
WBP11_p14947985	484
WBP11_p14949842	163
WBP11_p14953684	65
WBP11_p14954238	574
WBP11_p14954245	608
WBP2NL_m42394847	149
WBP2NL_m42394854	445
WBP2NL_m42394872	373
WBP2NL_m42415333	248
WBP2NL_m42415353	783
WBP2NL_p42394837	7
WBP2NL_p42394862	292
WBP2NL_p42415317	219
WBP2NL_p42415345	0
WBP2NL_p42415363	449
WBP4_m41636804	257
WBP4_m41639316	178
WBP4_m41642710	660
WBP4_m41642722	1167
WBP4_p41636811	992
WBP4_p41636826	441
WBP4_p41639151	485
WBP4_p41639165	108
WBP4_p41639343	226
WBP4_p41639373	577
WBSCR22_m73097965	433
WBSCR22_m73098118	436
WBSCR22_m73100964	308
WBSCR22_m73100986	192
WBSCR22_m73100991	642
WBSCR22_p73097946	619
WBSCR22_p73097967	408
WBSCR22_p73098097	977
WBSCR22_p73100970	813
WBSCR22_p73100978	659
WDFY1_m224809866	1111
WDFY1_m224809871	533
WDFY1_m224809880	972
WDFY1_m224809939	1248
WDFY1_m224809980	310
WDFY1_p224809902	257
WDFY1_p224809943	283
WDFY1_p224809954	309
WDFY1_p224809964	73
WDFY1_p224809971	341
WDFY3_m85781566	1005
WDFY3_m85781657	883
WDFY3_m85781721	1432
WDFY3_m85781729	108
WDFY3_m85781737	522
WDFY3_p85781605	205
WDFY3_p85781635	369
WDFY3_p85781641	258
WDFY3_p85781670	542
WDFY3_p85781691	222
WDHD1_m55468852	729
WDHD1_m55468887	687
WDHD1_m55474018	355
WDHD1_m55474078	597
WDHD1_m55475035	649
WDHD1_m55475051	914
WDHD1_m55475067	342
WDHD1_m55475339	238
WDHD1_p55475320	445
WDHD1_p55475328	523
WDR11_m122610996	776
WDR11_m122612094	650
WDR11_p122610937	832
WDR11_p122610943	1528
WDR11_p122610958	1439
WDR11_p122610982	603
WDR11_p122610988	901
WDR11_p122612039	460
WDR11_p122612056	616
WDR11_p122612125	292
WDR12_m203765782	661
WDR12_m203765827	0
WDR12_m203772599	100
WDR12_p203772609	904
WDR12_p203772621	1086
WDR12_p203772628	359
WDR12_p203772640	816
WDR12_p203772654	467
WDR12_p203776165	1133
WDR12_p203776178	704
WDR13_m48457338	1574
WDR13_m48457774	1353
WDR13_m48457807	918
WDR13_p48457727	340
WDR13_p48457738	629
WDR13_p48457745	576
WDR13_p48457779	124
WDR13_p48457796	510
WDR13_p48457823	405
WDR13_p48457828	703
WDR16_m9480033	290
WDR16_m9480040	126
WDR16_m9490139	683
WDR16_p9480023	0
WDR16_p9480051	416
WDR16_p9480060	521
WDR16_p9490056	342
WDR16_p9490100	385
WDR16_p9490110	1023
WDR16_p9490125	335
WDR17_m177032738	496
WDR17_m177032779	638
WDR17_p177032718	394
WDR17_p177032723	141
WDR17_p177032730	569
WDR17_p177032746	293
WDR17_p177032759	693
WDR17_p177032766	569
WDR17_p177032785	507
WDR17_p177032792	230
WDR18_m984365	1093
WDR18_m984378	299
WDR18_m984400	453
WDR18_m984445	89
WDR18_m984477	1163
WDR18_p984349	310
WDR18_p984370	508
WDR18_p984412	158
WDR18_p984437	410
WDR18_p984448	268
WDR19_m39187425	27
WDR19_m39191317	745
WDR19_m39191364	637
WDR19_p39187379	599
WDR19_p39187414	1336
WDR19_p39188201	146
WDR19_p39191274	321
WDR19_p39191285	619
WDR19_p39191334	80
WDR19_p39191372	614
WDR1_m10117748	471
WDR1_m10117791	649
WDR1_m10117803	240
WDR1_m10117825	501
WDR1_m10117831	19
WDR1_p10090334	823
WDR1_p10090340	1056
WDR1_p10117729	662
WDR1_p10117793	170
WDR1_p10118264	687
WDR20_m102606315	54
WDR20_m102606361	185
WDR20_p102606247	964
WDR20_p102606254	816
WDR20_p102606262	283
WDR20_p102606297	10
WDR20_p102606302	100
WDR20_p102606328	700
WDR20_p102606339	590
WDR20_p102606348	335
WDR24_m739522	625
WDR24_m739590	662
WDR24_m739605	441
WDR24_p739526	1153
WDR24_p739532	446
WDR24_p739546	644
WDR24_p739559	577
WDR24_p739564	384
WDR24_p739595	192
WDR24_p739619	490
WDR25_m100847361	426
WDR25_p100847266	529
WDR25_p100847275	504
WDR25_p100847293	622
WDR25_p100847299	827
WDR25_p100847321	977
WDR25_p100847365	832
WDR25_p100847378	496
WDR25_p100847383	456
WDR25_p100847420	323
WDR26_m224621573	41
WDR26_m224621795	358
WDR26_p224621585	180
WDR26_p224621591	606
WDR26_p224621618	574
WDR26_p224621623	194
WDR26_p224621629	631
WDR26_p224621655	392
WDR26_p224621687	310
WDR26_p224621697	722
WDR27_m170088914	332
WDR27_m170088929	515
WDR27_m170088939	226
WDR27_m170088958	792
WDR27_m170088980	847
WDR27_p170072473	297
WDR27_p170088901	439
WDR27_p170088943	564
WDR27_p170088999	661
WDR27_p170089010	25
WDR31_m116093310	600
WDR31_m116093328	578
WDR31_m116094188	156
WDR31_m116094248	390
WDR31_m116094259	863
WDR31_m116094290	692
WDR31_p116093299	1407
WDR31_p116093315	418
WDR31_p116093369	489
WDR31_p116094262	533
WDR33_m128526522	274
WDR33_m128526541	369
WDR33_m128526566	336
WDR33_p128526532	557
WDR33_p128528352	320
WDR33_p128528366	390
WDR33_p128528482	398
WDR33_p128528490	635
WDR33_p128528497	663
WDR33_p128528534	331
WDR34_m131418852	306
WDR34_m131418872	520
WDR34_m131418877	343
WDR34_m131418933	945
WDR34_m131418944	83
WDR34_m131418950	0
WDR34_m131418958	1845
WDR34_m131418985	195
WDR34_p131418857	1438
WDR34_p131418880	1083
WDR35_m20188927	283
WDR35_m20188963	640
WDR35_m20188972	940
WDR35_m20188997	387
WDR35_m20189004	219
WDR35_p20182242	376
WDR35_p20188983	316
WDR35_p20189010	1134
WDR35_p20189016	579
WDR35_p20189742	871
WDR36_m110428037	1286
WDR36_p110427979	842
WDR36_p110427990	1820
WDR36_p110428008	452
WDR36_p110428015	1104
WDR36_p110428021	207
WDR36_p110428041	248
WDR36_p110428047	39
WDR36_p110428072	233
WDR36_p110428078	1239
WDR37_m1118101	83
WDR37_m1118156	1089
WDR37_m1118163	455
WDR37_m1123861	428
WDR37_p1118166	906
WDR37_p1118172	373
WDR37_p1118177	1157
WDR37_p1118182	457
WDR37_p1118206	1375
WDR37_p1123845	437
WDR38_m127616515	467
WDR38_m127616566	560
WDR38_p127616519	845
WDR38_p127616531	1770
WDR38_p127616536	684
WDR38_p127616544	1249
WDR38_p127616549	264
WDR38_p127616569	612
WDR38_p127616582	751
WDR38_p127618127	249
WDR3_m118475955	1314
WDR3_p118475962	931
WDR3_p118475969	444
WDR3_p118475978	630
WDR3_p118476017	56
WDR3_p118476026	2103
WDR3_p118476037	1402
WDR3_p118476083	195
WDR3_p118476091	131
WDR3_p118477088	404
WDR41_m76785303	646
WDR41_m76785330	1242
WDR41_m76785377	324
WDR41_m76788027	1189
WDR41_m76788036	269
WDR41_p76785332	1089
WDR41_p76785339	450
WDR41_p76785368	530
WDR41_p76787989	254
WDR41_p76787996	187
WDR43_m29117632	488
WDR43_m29117646	834
WDR43_m29117661	785
WDR43_m29117667	900
WDR43_p29117551	537
WDR43_p29117558	539
WDR43_p29117635	733
WDR43_p29117648	331
WDR43_p29117671	617
WDR43_p29117682	535
WDR44_m117526694	278
WDR44_m117526699	258
WDR44_p117480453	688
WDR44_p117480468	946
WDR44_p117512367	85
WDR44_p117512393	478
WDR44_p117526593	115
WDR44_p117526632	478
WDR44_p117526642	413
WDR44_p117526683	950
WDR45B_m80588834	327
WDR45B_m80601881	1546
WDR45B_m80601886	335
WDR45B_m80606158	203
WDR45B_m80606169	1496
WDR45B_m80606183	537
WDR45B_p80606137	272
WDR45B_p80606147	344
WDR45B_p80606172	818
WDR45B_p80606185	285
WDR45_m48935376	1622
WDR45_m48935384	844
WDR45_m48935397	40
WDR45_m48935734	374
WDR45_p48935299	964
WDR45_p48935335	117
WDR45_p48935340	994
WDR45_p48935387	622
WDR45_p48935687	248
WDR45_p48935719	686
WDR46_m33256583	827
WDR46_m33256593	298
WDR46_m33256880	350
WDR46_p33256585	231
WDR46_p33256600	302
WDR46_p33256866	185
WDR46_p33256887	771
WDR46_p33256892	335
WDR46_p33256906	890
WDR46_p33256911	314
WDR47_m109560200	965
WDR47_m109560208	935
WDR47_m109566009	501
WDR47_m109566021	139
WDR47_m109566028	250
WDR47_m109566034	552
WDR47_m109566040	545
WDR47_p109554307	858
WDR47_p109566013	105
WDR47_p109566049	137
WDR48_m39093526	143
WDR48_m39104547	224
WDR48_m39104581	804
WDR48_m39104637	475
WDR48_p39093511	697
WDR48_p39093529	1013
WDR48_p39093542	1208
WDR48_p39104564	0
WDR48_p39104584	432
WDR48_p39104640	146
WDR4_m44279812	448
WDR4_m44282403	315
WDR4_m44282440	1052
WDR4_m44282464	203
WDR4_m44283551	639
WDR4_p44282405	651
WDR4_p44282428	150
WDR4_p44282443	136
WDR4_p44282455	163
WDR4_p44282472	1286
WDR52_m113146035	184
WDR52_m113146056	132
WDR52_m113146080	1089
WDR52_m113146093	76
WDR52_m113146127	190
WDR52_m113152436	464
WDR52_m113152451	1432
WDR52_m113152481	1227
WDR52_m113152492	458
WDR52_p113146161	372
WDR53_m196288240	970
WDR53_m196288246	673
WDR53_m196288257	296
WDR53_m196288269	1070
WDR53_m196288276	255
WDR53_m196288325	177
WDR53_m196288330	686
WDR53_p196288279	311
WDR53_p196288285	430
WDR53_p196288290	316
WDR54_m74649323	646
WDR54_m74649329	477
WDR54_m74649361	374
WDR54_m74649400	928
WDR54_m74649407	492
WDR54_m74649439	133
WDR54_p74649270	330
WDR54_p74649339	673
WDR54_p74649409	756
WDR54_p74649420	782
WDR55_m140044524	143
WDR55_m140044571	512
WDR55_m140044576	416
WDR55_m140044583	639
WDR55_p140044493	86
WDR55_p140044498	1156
WDR55_p140044508	1816
WDR55_p140044513	193
WDR55_p140044526	863
WDR55_p140044541	327
WDR59_m74990427	980
WDR59_m74990434	642
WDR59_m74999672	720
WDR59_m74999693	185
WDR59_m74999704	304
WDR59_m75018863	394
WDR59_p74990385	184
WDR59_p74990451	329
WDR59_p74990485	261
WDR59_p75018851	239
WDR5B_m122134308	656
WDR5B_m122134323	471
WDR5B_m122134338	1087
WDR5B_m122134365	1009
WDR5B_p122134269	302
WDR5B_p122134297	331
WDR5B_p122134311	827
WDR5B_p122134327	680
WDR5B_p122134345	334
WDR5B_p122134354	152
WDR5_m137005000	451
WDR5_m137005023	258
WDR5_m137005030	652
WDR5_m137005066	536
WDR5_m137005827	368
WDR5_m137005842	385
WDR5_p137004989	952
WDR5_p137005058	341
WDR5_p137006683	484
WDR5_p137007068	124
WDR60_m158649435	566
WDR60_m158662555	507
WDR60_m158662567	200
WDR60_m158663836	359
WDR60_p158649414	967
WDR60_p158649419	882
WDR60_p158662546	810
WDR60_p158663823	1020
WDR60_p158663870	867
WDR60_p158663882	845
WDR61_m78585516	925
WDR61_m78585521	1210
WDR61_m78585527	364
WDR61_m78585544	477
WDR61_m78585584	593
WDR61_m78587289	440
WDR61_m78588018	559
WDR61_p78585506	246
WDR61_p78585590	588
WDR61_p78588001	574
WDR62_m36545883	626
WDR62_m36545892	478
WDR62_m36545930	5
WDR62_m36545986	450
WDR62_m36545998	710
WDR62_p36545864	1200
WDR62_p36545870	530
WDR62_p36545894	313
WDR62_p36545917	368
WDR62_p36545934	171
WDR63_m85537678	391
WDR63_m85546924	381
WDR63_m85546936	596
WDR63_m85546949	106
WDR63_m85546958	64
WDR63_m85546977	292
WDR63_m85547008	545
WDR63_p85538728	467
WDR63_p85538743	399
WDR63_p85538752	327
WDR66_m122359289	336
WDR66_m122359295	32
WDR66_m122359512	98
WDR66_p122359303	856
WDR66_p122359348	434
WDR66_p122359353	339
WDR66_p122359423	515
WDR66_p122359450	538
WDR66_p122359460	254
WDR66_p122359468	497
WDR67_m124085071	0
WDR67_m124085076	86
WDR67_m124089458	285
WDR67_m124094988	247
WDR67_p124085006	580
WDR67_p124085021	629
WDR67_p124085031	1074
WDR67_p124089429	1170
WDR67_p124094962	567
WDR67_p124094979	218
WDR6_m49044826	520
WDR6_m49044836	440
WDR6_m49044845	740
WDR6_m49044853	679
WDR6_p49044764	76
WDR6_p49044772	455
WDR6_p49044816	645
WDR6_p49044857	953
WDR6_p49044868	808
WDR6_p49044874	468
WDR70_m37392172	293
WDR70_m37392179	168
WDR70_m37392209	548
WDR70_p37379588	577
WDR70_p37379594	1271
WDR70_p37381733	330
WDR70_p37381743	792
WDR70_p37392200	303
WDR70_p37396513	9
WDR70_p37396576	809
WDR72_m53809931	1702
WDR72_m53815416	884
