gRNA	HL60.final
PHAX_m125936726	1496
PHAX_m125936738	336
PHAX_p125936641	2868
PHAX_p125936648	1139
PHAX_p125936656	660
PHAX_p125936663	432
PHAX_p125936680	1306
PHAX_p125936712	1073
PHB2_m7079392	1341
PHB2_m7079403	562
PHB2_m7079411	336
PHB2_m7079581	202
PHB2_m7079626	430
PHB2_m7079676	398
PHB2_p7079586	321
PHB2_p7079592	599
PHB2_p7079598	875
PHB2_p7079678	895
PHB_m47489041	1207
PHB_m47489153	930
PHB_m47489193	736
PHB_m47490540	520
PHB_p47486764	794
PHB_p47486771	1404
PHB_p47486781	63
PHB_p47489093	91
PHB_p47489141	1570
PHB_p47490527	1316
PHC1_m9073647	1531
PHC1_m9073653	1501
PHC1_m9074332	1694
PHC1_m9075227	817
PHC1_p9070365	2084
PHC1_p9073639	1728
PHC1_p9074183	39
PHC1_p9074324	1749
PHC1_p9075215	2544
PHC1_p9083020	988
PHC2_m33799709	2335
PHC2_m33799767	2915
PHC2_m33799805	1435
PHC2_p33799676	2039
PHC2_p33799722	1729
PHC2_p33799728	2011
PHC2_p33799751	760
PHC2_p33799770	353
PHC2_p33799795	703
PHC2_p33799816	551
PHC3_m169896684	1015
PHC3_m169896703	2096
PHC3_m169896721	1037
PHC3_m169899493	1734
PHC3_p169896608	2743
PHC3_p169896614	2748
PHC3_p169896663	1147
PHC3_p169896669	767
PHC3_p169896694	2068
PHC3_p169896707	546
PHF10_m170114920	1101
PHF10_m170114931	904
PHF10_m170115850	946
PHF10_m170121102	1900
PHF10_m170121132	1030
PHF10_m170124017	1588
PHF10_p170114910	256
PHF10_p170115934	882
PHF10_p170116046	354
PHF10_p170123968	1364
PHF11_m50080823	768
PHF11_m50080846	791
PHF11_m50087236	269
PHF11_p50080870	841
PHF11_p50087185	571
PHF11_p50087193	1053
PHF11_p50087202	1419
PHF11_p50087208	1835
PHF11_p50087269	274
PHF11_p50087280	2879
PHF12_m27277107	959
PHF12_m27277136	1354
PHF12_m27277143	399
PHF12_m27277197	494
PHF12_m27277248	594
PHF12_m27277927	532
PHF12_m27277938	1878
PHF12_p27277092	897
PHF12_p27277147	1568
PHF12_p27277167	1329
PHF13_m6674148	1173
PHF13_m6674154	1428
PHF13_m6676828	573
PHF13_m6676850	686
PHF13_m6676889	961
PHF13_p6674140	869
PHF13_p6676830	1819
PHF13_p6676863	2183
PHF13_p6676873	1241
PHF13_p6676893	907
PHF15_m133871575	958
PHF15_m133871599	1666
PHF15_m133873699	1678
PHF15_m133873714	798
PHF15_m133873767	995
PHF15_m133887749	1111
PHF15_m133887769	715
PHF15_p133871539	2328
PHF15_p133873716	535
PHF15_p133887758	3742
PHF16_m46844306	622
PHF16_m46844313	1841
PHF16_m46845128	937
PHF16_m46845169	259
PHF16_m46845187	1909
PHF16_m46857520	1270
PHF16_p46844287	246
PHF16_p46845115	502
PHF16_p46845171	1118
PHF16_p46857507	612
PHF17_m129752934	2003
PHF17_m129764111	1503
PHF17_m129764128	906
PHF17_m129764137	456
PHF17_m129764143	569
PHF17_m129764161	2478
PHF17_m129764167	869
PHF17_p129752924	1115
PHF17_p129752940	1294
PHF17_p129764101	1548
PHF19_m123636864	1184
PHF19_m123636894	1584
PHF19_m123636988	1315
PHF19_m123636995	858
PHF19_m123637003	681
PHF19_p123636868	1737
PHF19_p123636884	577
PHF19_p123636922	1744
PHF19_p123636959	653
PHF19_p123636975	463
PHF1_m33380056	2029
PHF1_m33380066	2433
PHF1_m33380077	1316
PHF1_m33380093	1496
PHF1_m33380127	757
PHF1_m33380158	353
PHF1_p33380118	988
PHF1_p33380132	2445
PHF1_p33380140	1889
PHF1_p33380148	1712
PHF20_m34389459	655
PHF20_m34389496	315
PHF20_m34430501	1030
PHF20_m34430548	1185
PHF20_p34389450	711
PHF20_p34389467	715
PHF20_p34389479	1745
PHF20_p34389487	1087
PHF20_p34430506	2094
PHF20_p34430538	714
PHF21A_m46001465	1381
PHF21A_m46001496	1149
PHF21A_m46098306	833
PHF21A_m46100686	1543
PHF21A_m46100695	1253
PHF21A_m46105718	1181
PHF21A_m46105727	557
PHF21A_m46105736	569
PHF21A_m46105748	744
PHF21A_p46100698	599
PHF2_m96339094	3211
PHF2_m96339108	1282
PHF2_m96392282	1574
PHF2_m96392322	1889
PHF2_p96339042	1385
PHF2_p96339065	3046
PHF2_p96339114	1075
PHF2_p96339119	820
PHF2_p96339127	507
PHF2_p96392237	1132
PHF3_m64356492	1995
PHF3_m64356514	514
PHF3_m64356529	227
PHF3_m64356618	623
PHF3_m64356675	640
PHF3_m64356690	72
PHF3_p64356501	559
PHF3_p64356590	861
PHF3_p64356603	789
PHF3_p64356678	442
PHF6_m133511757	2104
PHF6_m133511775	1483
PHF6_m133527547	1950
PHF6_m133527554	926
PHF6_p133511677	4343
PHF6_p133511703	856
PHF6_p133511710	520
PHF6_p133511763	2639
PHF6_p133512061	1036
PHF6_p133527533	783
PHF7_m52446927	629
PHF7_m52448022	1042
PHF7_m52448051	104
PHF7_m52448510	1692
PHF7_p52446914	1405
PHF7_p52448036	1024
PHF7_p52448042	697
PHF7_p52448496	752
PHF7_p52448516	1484
PHF7_p52453852	1508
PHF8_m54069077	4311
PHF8_m54069082	940
PHF8_m54069148	1369
PHF8_m54069154	1518
PHF8_p54069088	2482
PHF8_p54069102	1413
PHF8_p54069109	1632
PHF8_p54069115	1689
PHF8_p54069126	1781
PHF8_p54069134	894
PHGDH_m120254695	705
PHGDH_m120254752	540
PHGDH_m120263806	1428
PHGDH_m120263823	506
PHGDH_p120254682	2309
PHGDH_p120254699	1138
PHGDH_p120254710	790
PHGDH_p120254740	487
PHGDH_p120254761	1067
PHGDH_p120263780	863
PHIP_m79787579	2845
PHIP_m79787596	991
PHIP_m79787603	1322
PHIP_m79787760	1587
PHIP_m79787768	2338
PHIP_m79787773	2868
PHIP_p79787568	320
PHIP_p79787582	1174
PHIP_p79787588	1270
PHIP_p79787742	1587
PHKG1_m56155371	1446
PHKG1_m56155385	5099
PHKG1_m56155391	4160
PHKG1_m56156557	1720
PHKG1_m56156594	466
PHKG1_m56156621	745
PHKG1_p56155401	936
PHKG1_p56155408	659
PHKG1_p56156547	1592
PHKG1_p56156606	570
PHKG2_m30760162	464
PHKG2_m30760177	1262
PHKG2_m30760218	2004
PHKG2_m30762447	373
PHKG2_p30760128	553
PHKG2_p30760134	832
PHKG2_p30760200	1138
PHKG2_p30760210	570
PHKG2_p30762420	776
PHKG2_p30762462	2493
PHLDA1_m76425329	1499
PHLDA1_m76425337	3786
PHLDA1_m76425342	1705
PHLDA1_m76425348	764
PHLDA1_m76425508	1502
PHLDA1_p76425350	433
PHLDA1_p76425357	450
PHLDA1_p76425362	1649
PHLDA1_p76425479	2993
PHLDA1_p76425486	1515
PHLPP1_m60382926	911
PHLPP1_m60382932	52
PHLPP1_m60382955	653
PHLPP1_m60382975	1171
PHLPP1_m60382995	984
PHLPP1_m60383062	168
PHLPP1_m60383095	707
PHLPP1_p60382912	904
PHLPP1_p60382960	2422
PHLPP1_p60382966	543
PHOX2A_m71954959	217
PHOX2A_m71954977	1380
PHOX2A_m71954999	1603
PHOX2A_m71955008	963
PHOX2A_p71954938	259
PHOX2A_p71954949	923
PHOX2A_p71954967	1098
PHOX2A_p71954982	0
PHOX2A_p71955011	2215
PHOX2A_p71955028	1855
PHOX2B_m41750515	1872
PHOX2B_m41750551	1598
PHOX2B_m41750566	1275
PHOX2B_m41750571	1291
PHOX2B_p41750519	805
PHOX2B_p41750530	1420
PHOX2B_p41750537	815
PHOX2B_p41750558	1756
PHOX2B_p41750573	1069
PHOX2B_p41750581	1509
PHTF1_m114280835	664
PHTF1_m114280840	1022
PHTF1_m114281353	374
PHTF1_m114300322	1482
PHTF1_m114301295	593
PHTF1_p114280844	1101
PHTF1_p114281359	1080
PHTF1_p114281369	1213
PHTF1_p114300347	1228
PHTF1_p114301298	2053
PHTF2_m77469582	176
PHTF2_m77530069	2546
PHTF2_m77530074	3513
PHTF2_m77531104	1175
PHTF2_m77531113	1305
PHTF2_m77531129	860
PHTF2_m77531172	1380
PHTF2_p77522959	1081
PHTF2_p77531073	737
PHTF2_p77531093	1649
PIAS1_m68378678	852
PIAS1_m68378853	1693
PIAS1_m68378871	1194
PIAS1_m68378877	2028
PIAS1_p68346657	1534
PIAS1_p68346666	1258
PIAS1_p68378666	511
PIAS1_p68378691	720
PIAS1_p68378739	1357
PIAS1_p68378785	107
PIAS2_m44470832	1007
PIAS2_m44470887	744
PIAS2_m44470901	676
PIAS2_m44470923	1570
PIAS2_m44470960	248
PIAS2_m44470973	1128
PIAS2_m44497286	1005
PIAS2_p44470823	793
PIAS2_p44470848	366
PIAS2_p44470908	1432
PIAS3_m145578096	1158
PIAS3_m145578120	1944
PIAS3_p145576068	1434
PIAS3_p145576080	119
PIAS3_p145578059	1246
PIAS3_p145578075	956
PIAS3_p145578085	212
PIAS3_p145578098	481
PIAS3_p145578109	891
PIAS3_p145578129	1744
PIAS4_m4012952	952
PIAS4_m4012979	630
PIAS4_p4007745	1151
PIAS4_p4007751	2616
PIAS4_p4007757	838
PIAS4_p4012943	1550
PIAS4_p4012957	2655
PIAS4_p4012968	840
PIAS4_p4012993	460
PIAS4_p4013006	2084
PICALM_m85723411	1111
PICALM_m85733486	432
PICALM_m85742512	2251
PICALM_m85742520	1255
PICALM_m85742527	997
PICALM_m85742563	1181
PICALM_m85742569	148
PICALM_m85742608	1555
PICALM_p85725931	472
PICALM_p85742592	1374
PID1_m230020543	1646
PID1_m230020554	4129
PID1_m230020595	1467
PID1_p230020546	663
PID1_p230020569	1229
PID1_p230020576	546
PID1_p230020583	1297
PID1_p230020597	991
PID1_p230020603	2590
PID1_p230020647	0
PIDD_m804287	1245
PIDD_m804306	145
PIDD_m804313	1296
PIDD_m804321	1163
PIDD_m804327	1110
PIDD_m804341	734
PIDD_m804371	1597
PIDD_m804378	1385
PIDD_p804275	1086
PIDD_p804344	1235
PIFO_m111889598	1009
PIFO_m111889642	697
PIFO_m111890362	1609
PIFO_m111890385	1662
PIFO_p111889271	596
PIFO_p111889609	775
PIFO_p111890280	824
PIFO_p111890285	3086
PIFO_p111890353	2921
PIFO_p111890372	908
PIGH_m68059392	949
PIGH_m68060461	2601
PIGH_m68066742	93
PIGH_m68066762	1033
PIGH_m68066877	332
PIGH_p68060447	474
PIGH_p68066727	174
PIGH_p68066798	1037
PIGH_p68066829	2189
PIGH_p68066856	188
PIK3C2A_m17190975	2792
PIK3C2A_m17191062	1662
PIK3C2A_m17191077	357
PIK3C2A_m17191130	814
PIK3C2A_m17191179	1880
PIK3C2A_m17191188	129
PIK3C2A_m17191236	2035
PIK3C2A_m17191265	280
PIK3C2A_p17190978	851
PIK3C2A_p17191226	236
PIK3C2B_m204438810	354
PIK3C2B_m204438816	1639
PIK3C2B_m204438836	1744
PIK3C2B_m204438880	924
PIK3C2B_m204438909	1983
PIK3C2B_m204438916	2181
PIK3C2B_p204438821	840
PIK3C2B_p204438828	1003
PIK3C2B_p204438848	809
PIK3C2B_p204438869	634
PIK3C3_m39535300	490
PIK3C3_m39535315	1665
PIK3C3_m39537582	227
PIK3C3_m39537673	1278
PIK3C3_m39537680	619
PIK3C3_p39535279	1882
PIK3C3_p39537522	611
PIK3C3_p39537527	856
PIK3C3_p39537561	379
PIK3C3_p39537586	771
PIK3CB_m138417762	1962
PIK3CB_m138417775	2233
PIK3CB_m138417888	29
PIK3CB_m138426002	180
PIK3CB_m138426103	1170
PIK3CB_p138417890	528
PIK3CB_p138425988	1032
PIK3CB_p138425993	1851
PIK3CB_p138426004	607
PIK3CB_p138426085	499
PIK3R4_m130463848	1716
PIK3R4_m130463905	1929
PIK3R4_m130463922	717
PIK3R4_m130464045	845
PIK3R4_p130463693	1553
PIK3R4_p130463853	992
PIK3R4_p130463861	1248
PIK3R4_p130463912	921
PIK3R4_p130464007	1492
PIK3R4_p130464012	226
PIK3R5_m8791858	870
PIK3R5_m8791868	1380
PIK3R5_m8791891	1457
PIK3R5_m8791900	544
PIK3R5_m8791917	1480
PIK3R5_m8791926	1852
PIK3R5_m8791937	708
PIK3R5_p8791848	448
PIK3R5_p8791874	691
PIK3R5_p8791882	1468
PIM1_m37138394	1493
PIM1_m37138399	1258
PIM1_m37138421	1400
PIM1_m37138566	695
PIM1_m37138591	2692
PIM1_p37138404	1700
PIM1_p37138411	1161
PIM1_p37138537	1423
PIM1_p37138576	1842
PIM1_p37138583	2682
PIM2_m48775840	1259
PIM2_m48775882	1649
PIM2_m48775898	1778
PIM2_m48775910	1521
PIM2_m48775916	198
PIM2_m48776091	1032
PIM2_p48775808	1437
PIM2_p48775827	1450
PIM2_p48776037	659
PIM2_p48776042	2242
PIM3_m50354608	684
PIM3_m50354640	1287
PIM3_m50354654	733
PIM3_m50354660	355
PIM3_m50354775	2757
PIM3_p50354592	1553
PIM3_p50354600	513
PIM3_p50354613	1133
PIM3_p50354758	793
PIM3_p50354764	419
PIN1_m9946044	635
PIN1_m9949110	957
PIN1_m9949115	1549
PIN1_m9949164	806
PIN1_m9949232	1769
PIN1_m9949250	2079
PIN1_p9946030	876
PIN1_p9946056	1557
PIN1_p9949214	930
PIN1_p9949234	2750
PIN4_m71416722	774
PIN4_m71482562	1741
PIN4_m71482567	2046
PIN4_m71482588	341
PIN4_m71482597	1886
PIN4_m71482608	1172
PIN4_p71401547	2188
PIN4_p71401585	3001
PIN4_p71417303	898
PIN4_p71417343	641
PINK1_m20960042	1561
PINK1_m20960067	1626
PINK1_m20960073	2142
PINK1_p20960034	2365
PINK1_p20960047	1387
PINK1_p20960085	972
PINK1_p20960095	534
PINK1_p20960100	2113
PINK1_p20960107	1658
PINK1_p20960170	1573
PINX1_m10692194	2642
PINX1_m10692211	1354
PINX1_m10692218	740
PINX1_m10692241	1318
PINX1_m10692261	1096
PINX1_m10692267	1069
PINX1_m10697256	2078
PINX1_p10692202	944
PINX1_p10692220	1032
PINX1_p10692233	705
PIP4K2A_m23003128	2213
PIP4K2A_m23003161	293
PIP4K2A_p22898609	2704
PIP4K2A_p22898627	1351
PIP4K2A_p23003135	1911
PIP4K2A_p23003180	1625
PIP4K2A_p23003200	361
PIP4K2A_p23003207	590
PIP4K2A_p23003215	1494
PIP4K2A_p23003222	211
PIP4K2B_m36955535	975
PIP4K2B_m36955568	314
PIP4K2B_m36955640	265
PIP4K2B_m36955646	326
PIP4K2B_m36955652	2525
PIP4K2B_p36943129	1807
PIP4K2B_p36955542	2412
PIP4K2B_p36955547	1496
PIP4K2B_p36955587	1691
PIP4K2B_p36955612	465
PIP4K2C_m57985082	1105
PIP4K2C_m57985096	874
PIP4K2C_m57985126	438
PIP4K2C_m57985131	541
PIP4K2C_m57985148	711
PIP4K2C_m57985157	1939
PIP4K2C_p57985065	1085
PIP4K2C_p57985086	900
PIP4K2C_p57985099	433
PIP4K2C_p57985161	1890
PIP5K1A_m151171491	1552
PIP5K1A_m151171538	303
PIP5K1A_m151171548	725
PIP5K1A_m151196744	735
PIP5K1A_m151204807	552
PIP5K1A_p151171483	353
PIP5K1A_p151196724	322
PIP5K1A_p151199789	1612
PIP5K1A_p151204255	1227
PIP5K1A_p151204819	360
PIP5K1C_m3664889	748
PIP5K1C_m3667333	1296
PIP5K1C_m3700307	996
PIP5K1C_m3700321	1318
PIP5K1C_m3700347	1228
PIP5K1C_m3700363	1309
PIP5K1C_m3700378	691
PIP5K1C_p3664893	1120
PIP5K1C_p3667305	582
PIP5K1C_p3700367	2136
PIR_m15497888	956
PIR_m15497900	377
PIR_m15509286	1094
PIR_m15509297	620
PIR_m15509326	2043
PIR_m15509331	2410
PIR_m15509340	1484
PIR_p15497858	1991
PIR_p15497870	461
PIR_p15509347	668
PISD_m32019799	649
PISD_m32021750	165
PISD_m32021758	993
PISD_m32021775	1979
PISD_m32021780	2274
PISD_m32021785	925
PISD_p32019750	2145
PISD_p32019756	794
PISD_p32019801	1486
PISD_p32021740	1379
PITRM1_m3209158	1322
PITRM1_m3209178	667
PITRM1_m3214910	422
PITRM1_m3214925	983
PITRM1_m3214946	639
PITRM1_m3214953	1426
PITRM1_p3209167	794
PITRM1_p3209188	857
PITRM1_p3209198	842
PITRM1_p3214915	1558
PITX1_m134367143	3504
PITX1_m134367184	1364
PITX1_m134369404	2738
PITX1_m134369527	1072
PITX1_m134369557	932
PITX1_p134367145	1778
PITX1_p134369409	252
PITX1_p134369425	1491
PITX1_p134369432	283
PITX1_p134369463	501
PITX2_m111542381	572
PITX2_m111542394	1161
PITX2_m111542411	2012
PITX2_m111542417	491
PITX2_m111542445	1385
PITX2_m111542451	1351
PITX2_m111542480	2619
PITX2_p111542396	295
PITX2_p111542453	394
PITX2_p111542460	1044
PITX3_m103991731	1901
PITX3_m103991736	1922
PITX3_m103991804	2489
PITX3_m103991809	1147
PITX3_m103991815	1904
PITX3_m103991829	1807
PITX3_p103991738	512
PITX3_p103991770	2284
PITX3_p103991775	1434
PITX3_p103991782	2424
PIWIL1_m130827158	585
PIWIL1_m130827164	514
PIWIL1_m130827176	991
PIWIL1_m130827209	1005
PIWIL1_p130827149	2344
PIWIL1_p130827180	1216
PIWIL1_p130827525	4854
PIWIL1_p130827541	1510
PIWIL1_p130827563	2417
PIWIL1_p130827586	1021
PIWIL2_m22136900	1078
PIWIL2_m22136931	1605
PIWIL2_m22136938	1497
PIWIL2_m22136943	1453
PIWIL2_m22136974	668
PIWIL2_p22136903	1239
PIWIL2_p22136945	1323
PIWIL2_p22136953	875
PIWIL2_p22136960	3075
PIWIL2_p22136982	948
PIWIL3_m25158394	1764
PIWIL3_m25158402	1890
PIWIL3_m25158420	1004
PIWIL3_m25158437	1787
PIWIL3_m25158451	2247
PIWIL3_m25158456	1424
PIWIL3_m25158461	533
PIWIL3_p25158364	453
PIWIL3_p25158405	209
PIWIL3_p25158440	133
PIWIL4_m94300701	574
PIWIL4_m94300758	1763
PIWIL4_m94300763	1159
PIWIL4_m94301898	820
PIWIL4_p94300669	1755
PIWIL4_p94300686	323
PIWIL4_p94300693	1053
PIWIL4_p94300749	2107
PIWIL4_p94301927	247
PIWIL4_p94301938	392
PKD1_m2166835	1695
PKD1_m2167559	1273
PKD1_m2167627	1687
PKD1_m2167633	741
PKD1_m2168052	1197
PKD1_m2185562	1245
PKD1_p2167612	1539
PKD1_p2168116	2569
PKD1_p2168130	47
PKD1_p2168248	1356
PKD2_m88928898	2387
PKD2_m88928962	846
PKD2_m88928968	1588
PKD2_m88929013	2052
PKD2_m88929040	1000
PKD2_m88929109	2036
PKD2_p88928900	297
PKD2_p88928971	2019
PKD2_p88929042	276
PKD2_p88929049	1530
PKDCC_m42275367	1156
PKDCC_m42275382	2074
PKDCC_m42275389	2143
PKDCC_m42275400	1473
PKDCC_p42275371	818
PKDCC_p42275402	342
PKDCC_p42275407	702
PKDCC_p42275418	1007
PKDCC_p42275423	1095
PKDCC_p42275499	806
PKMYT1_m3026689	1295
PKMYT1_m3026695	2033
PKMYT1_m3026757	728
PKMYT1_p3026675	1547
PKMYT1_p3026702	694
PKMYT1_p3026709	560
PKMYT1_p3026716	365
PKMYT1_p3026725	1657
PKMYT1_p3026737	1602
PKMYT1_p3026806	1409
PKM_m72501177	603
PKM_m72501220	483
PKM_m72502133	2633
PKM_m72511312	2377
PKM_m72511341	2273
PKM_p72501206	1606
PKM_p72502007	1240
PKM_p72511290	322
PKM_p72511300	173
PKM_p72511320	572
PKN1_m14551963	1279
PKN1_m14551976	1132
PKN1_p14551949	1058
PKN1_p14551968	898
PKN1_p14551978	1776
PKN1_p14552022	1175
PKN1_p14552033	1417
PKN1_p14552042	2962
PKN1_p14552055	2454
PKN1_p14552070	2150
PKN2_m89206958	503
PKN2_m89225911	1179
PKN2_m89225921	2025
PKN2_m89225930	1457
PKN2_m89225941	1260
PKN2_p89150289	633
PKN2_p89206735	813
PKN2_p89206747	2368
PKN2_p89206770	545
PKN2_p89206949	2051
PKN3_m131465212	968
PKN3_m131467604	377
PKN3_m131467628	1258
PKN3_m131467636	1337
PKN3_m131467676	744
PKN3_p131465181	1062
PKN3_p131467576	1888
PKN3_p131467609	1675
PKN3_p131467640	1200
PKN3_p131467664	1459
PKNOX1_m44424492	294
PKNOX1_m44427639	1898
PKNOX1_m44427654	671
PKNOX1_m44427698	877
PKNOX1_m44430169	999
PKNOX1_m44430178	212
PKNOX1_p44424512	968
PKNOX1_p44424520	1808
PKNOX1_p44427642	775
PKNOX1_p44427706	2380
PKNOX2_m125221228	1210
PKNOX2_m125221266	1486
PKNOX2_m125221271	1062
PKNOX2_m125237757	843
PKNOX2_m125237762	1254
PKNOX2_m125237769	2321
PKNOX2_m125237775	2320
PKNOX2_m125237798	1182
PKNOX2_m125237811	1211
PKNOX2_p125237749	1811
PKP1_m201252831	1411
PKP1_m201252838	222
PKP1_m201252845	863
PKP1_m201252855	2137
PKP1_m201252877	619
PKP1_m201252883	509
PKP1_p201252862	1989
PKP1_p201252889	1986
PKP1_p201252934	4093
PKP1_p201252940	1392
PKP2_m33049470	461
PKP2_m33049544	1121
PKP2_m33049562	222
PKP2_m33049615	674
PKP2_p33049455	393
PKP2_p33049499	1456
PKP2_p33049508	1199
PKP2_p33049546	1184
PKP2_p33049595	2266
PKP2_p33049604	640
PKP3_m394293	2706
PKP3_m394312	3035
PKP3_m394324	2173
PKP3_m394331	774
PKP3_m394338	5009
PKP3_m394350	2582
PKP3_p394280	643
PKP3_p394297	1358
PKP3_p394316	1007
PKP3_p394354	1015
PLAG1_m57079847	840
PLAG1_m57079886	996
PLAG1_m57079903	749
PLAG1_m57079927	1342
PLAG1_p57079851	470
PLAG1_p57079860	1793
PLAG1_p57079936	1624
PLAG1_p57079949	1297
PLAG1_p57079976	2435
PLAG1_p57080009	2404
PLAGL1_m144263565	715
PLAGL1_m144263601	1476
PLAGL1_m144263612	905
PLAGL1_m144263624	357
PLAGL1_m144263631	2640
PLAGL1_m144263641	2250
PLAGL1_m144263736	467
PLAGL1_p144263603	875
PLAGL1_p144263744	1756
PLAGL1_p144263756	1065
PLAGL2_m30789828	949
PLAGL2_m30789847	1111
PLAGL2_m30789919	3060
PLAGL2_m30789926	2024
PLAGL2_m30789932	1050
PLAGL2_p30785399	182
PLAGL2_p30785466	608
PLAGL2_p30789717	1986
PLAGL2_p30789748	736
PLAGL2_p30789779	1052
PLCB1_m8113316	1747
PLCB1_m8113329	3017
PLCB1_m8113344	2150
PLCB1_m8113356	661
PLCB1_m8113363	386
PLCB1_m8113377	1491
PLCB1_p8113283	1103
PLCB1_p8113348	871
PLCB1_p8113368	3126
PLCB1_p8352021	1550
PLCB4_m9288473	1095
PLCB4_m9317779	1364
PLCB4_m9317801	491
PLCB4_p9288465	407
PLCB4_p9317789	630
PLCB4_p9317815	1126
PLCB4_p9317826	1000
PLCB4_p9317831	3011
PLCB4_p9318641	817
PLCB4_p9318673	771
PLCD4_m219480472	1246
PLCD4_m219480635	945
PLCD4_m219480673	2272
PLCD4_p219480621	607
PLCD4_p219480639	1365
PLCD4_p219480660	2546
PLCD4_p219480665	1090
PLCD4_p219480712	620
PLCD4_p219480725	1281
PLCD4_p219480734	582
PLCG1_m39766301	456
PLCG1_m39766332	196
PLCG1_m39766342	1149
PLCG1_m39766361	1412
PLCG1_m39766367	1588
PLCG1_m39766381	282
PLCG1_m39766402	781
PLCG1_p39766266	1955
PLCG1_p39766349	706
PLCG1_p39766415	1005
PLCH1_m155311943	987
PLCH1_m155314102	371
PLCH1_m155314112	1451
PLCH1_m155314138	1453
PLCH1_p155314024	830
PLCH1_p155314035	1087
PLCH1_p155314047	1161
PLCH1_p155314059	825
PLCH1_p155314084	970
PLCH1_p155314117	514
PLCZ1_m18865908	1530
PLCZ1_m18872377	1536
PLCZ1_m18872394	1038
PLCZ1_m18872413	2315
PLCZ1_m18872538	460
PLCZ1_m18876246	455
PLCZ1_m18876456	316
PLCZ1_m18889242	1132
PLCZ1_p18876234	1823
PLCZ1_p18876422	249
PLD6_m17109510	586
PLD6_m17109516	539
PLD6_m17109527	635
PLD6_m17109542	1345
PLD6_m17109566	1704
PLD6_m17109575	268
PLD6_m17109581	2497
PLD6_m17109594	699
PLD6_p17109533	1661
PLD6_p17109549	574
PLEKHA1_m124152722	2202
PLEKHA1_m124157438	1750
PLEKHA1_m124157467	1254
PLEKHA1_p124152706	778
PLEKHA1_p124152728	2246
PLEKHA1_p124152777	667
PLEKHA1_p124152790	233
PLEKHA1_p124152816	2220
PLEKHA1_p124152823	727
PLEKHA1_p124152835	442
PLEKHA2_m38775453	1393
PLEKHA2_p38775437	935
PLEKHA2_p38775442	1616
PLEKHA2_p38775459	3499
PLEKHA2_p38775467	821
PLEKHA2_p38775476	401
PLEKHA2_p38775492	838
PLEKHA2_p38775505	961
PLEKHA2_p38775521	1208
PLEKHA2_p38775530	1110
PLEKHA7_m17035897	2567
PLEKHA7_m17035906	1525
PLEKHA7_m17035931	1709
PLEKHA7_m17035941	2504
PLEKHA7_p17035678	1733
PLEKHA7_p17035705	2394
PLEKHA7_p17035716	1876
PLEKHA7_p17035722	1703
PLEKHA7_p17035857	486
PLEKHA7_p17035866	2188
PLEKHF1_m30164757	867
PLEKHF1_m30164765	1145
PLEKHF1_m30164830	292
PLEKHF1_p30164739	3620
PLEKHF1_p30164748	1732
PLEKHF1_p30164772	1936
PLEKHF1_p30164778	1955
PLEKHF1_p30164791	1773
PLEKHF1_p30164835	1243
PLEKHF1_p30164842	925
PLEKHO1_m150122469	1446
PLEKHO1_m150123107	235
PLEKHO1_m150123121	597
PLEKHO1_m150123138	557
PLEKHO1_p150122454	808
PLEKHO1_p150123125	1067
PLEKHO1_p150123130	108
PLEKHO1_p150123146	747
PLEKHO1_p150123152	1235
PLEKHO1_p150123197	1848
PLIN2_m19126228	1120
PLIN2_m19126276	1467
PLIN2_m19126291	1112
PLIN2_m19126396	699
PLIN2_p19126194	1332
PLIN2_p19126201	2423
PLIN2_p19126220	810
PLIN2_p19126234	2575
PLIN2_p19126256	1063
PLIN2_p19126261	1386
PLK1S1_m21142548	1989
PLK1S1_m21142594	1970
PLK1S1_m21142605	695
PLK1S1_m21142673	1633
PLK1S1_m21142678	633
PLK1S1_m21142690	774
PLK1S1_m21142701	374
PLK1S1_p21142504	1523
PLK1S1_p21142535	2046
PLK1S1_p21142564	1668
PLK1_m23690295	482
PLK1_m23690322	1520
PLK1_m23690393	362
PLK1_p23690253	300
PLK1_p23690261	1629
PLK1_p23690266	811
PLK1_p23690273	671
PLK1_p23690327	347
PLK1_p23690380	296
PLK1_p23690396	228
PLK2_m57755536	2367
PLK2_m57755644	1373
PLK2_m57755687	1610
PLK2_m57755704	1876
PLK2_m57755709	1809
PLK2_m57755715	2175
PLK2_p57755538	974
PLK2_p57755631	1734
PLK2_p57755648	490
PLK2_p57755741	530
PLK3_m45266144	1370
PLK3_m45266171	1867
PLK3_m45266213	1591
PLK3_m45266225	1571
PLK3_m45266282	447
PLK3_p45266129	576
PLK3_p45266216	1994
PLK3_p45266227	958
PLK3_p45266236	748
PLK3_p45266241	226
PLK4_m128806881	1502
PLK4_m128806929	771
PLK4_m128806935	593
PLK4_m128806950	1114
PLK4_p128804610	1564
PLK4_p128804632	2200
PLK4_p128804645	1886
PLK4_p128806870	1211
PLK4_p128806894	3370
PLK4_p128806907	341
PLK5_m1528019	3135
PLK5_m1528025	2963
PLK5_m1528033	1456
PLK5_m1528041	1350
PLK5_m1528051	811
PLK5_m1528069	423
PLK5_m1528076	595
PLK5_m1528086	609
PLK5_p1527929	1757
PLK5_p1528060	1012
PLRG1_m155468901	631
PLRG1_m155468966	766
PLRG1_m155469982	1113
PLRG1_m155470010	367
PLRG1_m155470039	756
PLRG1_m155470051	679
