gRNA	KBM7.final
TMEM37_p120189478	2368
TMEM37_p120194457	474
TMEM37_p120194465	362
TMEM37_p120194501	577
TMEM38A_m16772029	1379
TMEM38A_m16772054	1243
TMEM38A_m16772097	2014
TMEM38A_m16772108	3071
TMEM38A_m16772128	1462
TMEM38A_p16772021	201
TMEM38A_p16772033	512
TMEM38A_p16772042	1974
TMEM38A_p16772059	523
TMEM38A_p16772130	995
TMEM38B_m108456975	1151
TMEM38B_m108456981	1716
TMEM38B_m108467961	1899
TMEM38B_p108456933	1330
TMEM38B_p108456943	1383
TMEM38B_p108456949	534
TMEM38B_p108457012	490
TMEM38B_p108457030	1618
TMEM38B_p108467869	989
TMEM38B_p108467874	1306
TMEM39A_m119180810	2566
TMEM39A_m119180823	4317
TMEM39A_m119180829	830
TMEM39A_m119180835	1006
TMEM39A_m119180841	1953
TMEM39A_m119180847	149
TMEM39A_m119180905	1230
TMEM39A_m119180913	1143
TMEM39A_p119180857	2842
TMEM39A_p119180877	1488
TMEM39B_m32540568	1449
TMEM39B_m32540595	716
TMEM39B_m32540644	1387
TMEM39B_m32540659	662
TMEM39B_m32540671	1392
TMEM39B_p32540551	3618
TMEM39B_p32540585	444
TMEM39B_p32540630	2683
TMEM39B_p32541192	3204
TMEM39B_p32541198	1061
TMEM40_m12790254	3225
TMEM40_m12790262	847
TMEM40_m12791300	801
TMEM40_p12790145	3373
TMEM40_p12790219	780
TMEM40_p12791261	806
TMEM40_p12791281	849
TMEM40_p12791286	1283
TMEM40_p12791292	363
TMEM40_p12791310	480
TMEM41A_m185216636	681
TMEM41A_m185216643	924
TMEM41A_m185216714	388
TMEM41A_m185216735	987
TMEM41A_p185216649	865
TMEM41A_p185216677	2922
TMEM41A_p185216683	3336
TMEM41A_p185216692	1945
TMEM41A_p185216706	1260
TMEM41A_p185216720	2247
TMEM41B_m9316914	1743
TMEM41B_m9321200	2521
TMEM41B_m9335869	747
TMEM41B_m9335954	1264
TMEM41B_m9335980	328
TMEM41B_p9321121	0
TMEM41B_p9321219	338
TMEM41B_p9335852	271
TMEM41B_p9335946	779
TMEM41B_p9335967	1371
TMEM42_m44903450	3015
TMEM42_m44903456	387
TMEM42_m44903479	449
TMEM42_m44903490	560
TMEM42_p44903405	2617
TMEM42_p44903410	1035
TMEM42_p44903481	1392
TMEM42_p44903495	691
TMEM42_p44903533	646
TMEM42_p44903542	896
TMEM43_m14166694	1636
TMEM43_m14170918	965
TMEM43_m14170924	462
TMEM43_m14170930	218
TMEM43_m14170968	1742
TMEM43_m14170976	2221
TMEM43_m14171026	957
TMEM43_p14170909	1183
TMEM43_p14170960	1127
TMEM43_p14170980	1287
TMEM44_m194353848	663
TMEM44_m194353895	2911
TMEM44_m194353905	1588
TMEM44_p194353829	1816
TMEM44_p194353836	1220
TMEM44_p194353850	2997
TMEM44_p194353856	1678
TMEM44_p194353868	491
TMEM44_p194353874	1281
TMEM44_p194353897	221
TMEM45A_m100275639	228
TMEM45A_p100274064	949
TMEM45A_p100274208	1940
TMEM45A_p100274213	1549
TMEM45A_p100274223	1383
TMEM45A_p100275590	4567
TMEM45A_p100275612	146
TMEM45A_p100275644	1223
TMEM45A_p100275651	2859
TMEM45A_p100275664	1438
TMEM45B_m129722397	1727
TMEM45B_m129722407	1344
TMEM45B_m129722454	1124
TMEM45B_m129722472	1492
TMEM45B_m129722490	799
TMEM45B_p129722370	5099
TMEM45B_p129722386	2920
TMEM45B_p129722417	967
TMEM45B_p129722456	703
TMEM45B_p129722513	3022
TMEM47_m34657470	526
TMEM47_m34657486	1828
TMEM47_m34675019	976
TMEM47_m34675042	373
TMEM47_m34675049	1294
TMEM47_m34675061	1267
TMEM47_m34675135	1610
TMEM47_p34657439	805
TMEM47_p34657453	2887
TMEM47_p34675003	593
TMEM48_m54298207	770
TMEM48_m54301182	481
TMEM48_m54301260	365
TMEM48_m54303883	608
TMEM48_m54303927	915
TMEM48_p54298198	1134
TMEM48_p54298228	1232
TMEM48_p54301168	483
TMEM48_p54301218	797
TMEM48_p54303913	829
TMEM50A_m25667053	894
TMEM50A_m25669499	1143
TMEM50A_m25669528	1575
TMEM50A_m25669533	414
TMEM50A_m25669551	2225
TMEM50A_m25669557	1127
TMEM50A_p25667002	1954
TMEM50A_p25667040	1009
TMEM50A_p25669514	1107
TMEM50A_p25678114	1515
TMEM50B_m34828075	235
TMEM50B_m34832750	991
TMEM50B_m34832801	677
TMEM50B_m34839392	639
TMEM50B_m34841095	1597
TMEM50B_m34841103	463
TMEM50B_m34841119	1469
TMEM50B_m34841141	1473
TMEM50B_p34839312	1611
TMEM50B_p34839361	845
TMEM51_m15541593	1580
TMEM51_m15541599	1134
TMEM51_m15541605	961
TMEM51_m15541681	940
TMEM51_m15541688	735
TMEM51_p15541579	2594
TMEM51_p15541613	3541
TMEM51_p15541618	1026
TMEM51_p15541660	1629
TMEM51_p15541667	1100
TMEM52B_m10332204	960
TMEM52B_m10332210	2409
TMEM52B_m10337934	480
TMEM52B_m10337939	1027
TMEM52B_m10339051	4827
TMEM52B_p10332175	1037
TMEM52B_p10337924	1891
TMEM52B_p10337945	1388
TMEM52B_p10339013	2783
TMEM52B_p10339034	228
TMEM52_m1849856	204
TMEM52_m1850334	2858
TMEM52_m1850507	1363
TMEM52_m1850619	593
TMEM52_m1850697	1845
TMEM52_p1850336	1337
TMEM52_p1850341	595
TMEM52_p1850609	2105
TMEM52_p1850631	259
TMEM52_p1850658	217
TMEM53_m45140012	903
TMEM53_m45140026	1339
TMEM53_m45140056	762
TMEM53_p45125931	666
TMEM53_p45125936	394
TMEM53_p45139994	1799
TMEM53_p45140004	3219
TMEM53_p45140015	347
TMEM53_p45140036	791
TMEM53_p45140042	1025
TMEM54_m33363820	1415
TMEM54_m33363863	658
TMEM54_m33363872	1227
TMEM54_m33363877	888
TMEM54_m33363893	709
TMEM54_m33363907	616
TMEM54_m33366825	343
TMEM54_p33363806	1291
TMEM54_p33363830	1261
TMEM54_p33363851	2416
TMEM55A_m92052924	2724
TMEM55A_m92052965	1531
TMEM55A_p92033574	1467
TMEM55A_p92033579	1360
TMEM55A_p92033585	632
TMEM55A_p92033595	769
TMEM55A_p92033601	908
TMEM55A_p92052876	1356
TMEM55A_p92052902	1557
TMEM55A_p92052907	410
TMEM55B_m20928963	303
TMEM55B_m20929410	1301
TMEM55B_m20929419	481
TMEM55B_m20929429	2994
TMEM55B_m20929434	27
TMEM55B_m20929473	1280
TMEM55B_p20929332	1160
TMEM55B_p20929340	591
TMEM55B_p20929437	386
TMEM55B_p20929463	667
TMEM56_m95609565	470
TMEM56_m95614268	2536
TMEM56_m95614275	1124
TMEM56_m95614342	2557
TMEM56_m95615814	1937
TMEM56_m95616952	1183
TMEM56_m95616968	2088
TMEM56_p95614260	1684
TMEM56_p95615785	1365
TMEM56_p95615800	642
TMEM57_m25757608	683
TMEM57_m25757632	580
TMEM57_m25757645	1161
TMEM57_m25773276	1891
TMEM57_m25773315	1150
TMEM57_p25757578	699
TMEM57_p25757634	993
TMEM57_p25757647	1908
TMEM57_p25773258	395
TMEM57_p25773264	1678
TMEM59L_m18723769	3109
TMEM59L_m18723846	751
TMEM59L_m18723914	605
TMEM59L_m18723926	681
TMEM59L_m18723933	1641
TMEM59L_m18724700	1069
TMEM59L_m18724711	996
TMEM59L_p18723755	909
TMEM59L_p18723880	501
TMEM59L_p18723900	278
TMEM59_m54518713	1522
TMEM59_m54518728	1307
TMEM59_m54518736	1065
TMEM59_m54518743	1382
TMEM59_m54518772	1093
TMEM59_m54518778	458
TMEM59_m54518785	2255
TMEM59_m54518820	1215
TMEM59_m54518847	794
TMEM59_p54518787	959
TMEM5_m64173783	2009
TMEM5_m64173793	2695
TMEM5_m64173801	1922
TMEM5_m64173817	1392
TMEM5_p64173732	1299
TMEM5_p64173738	1794
TMEM5_p64173806	884
TMEM5_p64173820	691
TMEM5_p64174804	721
TMEM5_p64174813	1408
TMEM60_m77423588	1644
TMEM60_m77423594	388
TMEM60_m77423611	1071
TMEM60_m77423623	389
TMEM60_m77423654	3387
TMEM60_m77423677	2810
TMEM60_p77423547	514
TMEM60_p77423560	3840
TMEM60_p77423574	832
TMEM60_p77423657	805
TMEM61_m55451768	711
TMEM61_m55451786	246
TMEM61_m55451794	1896
TMEM61_m55451800	1815
TMEM61_p55451757	1421
TMEM61_p55451802	2919
TMEM61_p55451810	3863
TMEM61_p55451816	3928
TMEM61_p55451823	1639
TMEM61_p55451842	671
TMEM62_m43426046	1116
TMEM62_m43426123	587
TMEM62_m43426137	737
TMEM62_m43426144	517
TMEM62_p43425993	1191
TMEM62_p43426001	1725
TMEM62_p43426011	551
TMEM62_p43426035	939
TMEM62_p43426057	1952
TMEM62_p43426062	1506
TMEM63A_m226065177	285
TMEM63A_m226065211	3266
TMEM63A_m226065218	1248
TMEM63A_m226065243	2432
TMEM63A_p226065099	1900
TMEM63A_p226065106	1975
TMEM63A_p226065169	2508
TMEM63A_p226065179	1475
TMEM63A_p226065223	2519
TMEM63A_p226065245	697
TMEM63B_m44102322	1418
TMEM63B_m44102343	2467
TMEM63B_m44102355	1404
TMEM63B_m44102378	3804
TMEM63B_m44102400	1644
TMEM63B_m44102447	1674
TMEM63B_p44102326	1682
TMEM63B_p44102402	1740
TMEM63B_p44102414	859
TMEM63B_p44102760	0
TMEM63C_m77685166	2785
TMEM63C_m77685227	511
TMEM63C_m77685273	321
TMEM63C_m77685298	1369
TMEM63C_m77685848	1410
TMEM63C_m77685862	585
TMEM63C_p77685191	1040
TMEM63C_p77685211	814
TMEM63C_p77685280	762
TMEM63C_p77685830	480
TMEM64_m91657898	447
TMEM64_m91658068	991
TMEM64_m91658118	1085
TMEM64_m91658123	1864
TMEM64_p91657884	664
TMEM64_p91657908	2245
TMEM64_p91657919	944
TMEM64_p91658052	915
TMEM64_p91658072	2226
TMEM64_p91658101	828
TMEM65_m125384292	1472
TMEM65_m125384345	1297
TMEM65_m125384368	1745
TMEM65_m125384392	1622
TMEM65_p125384225	78
TMEM65_p125384294	1087
TMEM65_p125384299	3066
TMEM65_p125384360	1009
TMEM65_p125384370	1883
TMEM65_p125384377	1373
TMEM66_m29931502	568
TMEM66_m29931556	1141
TMEM66_m29940391	1517
TMEM66_m29940445	2383
TMEM66_m29940450	729
TMEM66_p29931511	1299
TMEM66_p29940359	332
TMEM66_p29940364	855
TMEM66_p29940414	2562
TMEM66_p29940424	671
TMEM67_m94777642	1223
TMEM67_m94777652	764
TMEM67_m94777668	198
TMEM67_m94777677	408
TMEM67_m94777838	420
TMEM67_p94776065	2029
TMEM67_p94776104	1043
TMEM67_p94776140	1275
TMEM67_p94776147	594
TMEM67_p94777805	1287
TMEM68_m56668957	3334
TMEM68_m56675195	945
TMEM68_m56675200	2377
TMEM68_m56675216	444
TMEM68_m56675415	1639
TMEM68_m56675427	1451
TMEM68_m56675432	2125
TMEM68_m56675437	704
TMEM68_m56675484	515
TMEM68_p56675476	1444
TMEM69_m46158964	1606
TMEM69_m46158987	1071
TMEM69_m46158998	936
TMEM69_m46159077	2272
TMEM69_m46159082	1078
TMEM69_m46159121	3046
TMEM69_m46159155	2268
TMEM69_p46159231	858
TMEM69_p46159236	309
TMEM69_p46159245	1355
TMEM70_m74888542	813
TMEM70_m74888561	239
TMEM70_m74888614	719
TMEM70_p74888506	665
TMEM70_p74888512	641
TMEM70_p74888523	1424
TMEM70_p74888546	1088
TMEM70_p74888553	1906
TMEM70_p74888569	1144
TMEM70_p74888624	1863
TMEM71_m133764226	1122
TMEM71_m133769512	570
TMEM71_m133769528	1304
TMEM71_p133764128	1630
TMEM71_p133764136	3765
TMEM71_p133764143	1294
TMEM71_p133764151	1723
TMEM71_p133764163	613
TMEM71_p133764215	2051
TMEM71_p133771072	804
TMEM72_m45406971	602
TMEM72_m45407000	849
TMEM72_m45407010	1965
TMEM72_m45407021	1398
TMEM72_p45406950	1576
TMEM72_p45406958	1406
TMEM72_p45406963	2889
TMEM72_p45406982	2048
TMEM72_p45406989	694
TMEM72_p45423361	313
TMEM74B_m1162035	315
TMEM74B_m1162063	1306
TMEM74B_m1164431	1757
TMEM74B_p1162027	611
TMEM74B_p1162046	1867
TMEM74B_p1162055	1372
TMEM74B_p1162076	1315
TMEM74B_p1162081	430
TMEM74B_p1162155	1908
TMEM74B_p1162178	790
TMEM74_m109797239	2360
TMEM74_m109797247	2680
TMEM74_m109797255	378
TMEM74_m109797272	688
TMEM74_m109797293	1406
TMEM74_p109797201	1662
TMEM74_p109797218	1223
TMEM74_p109797226	1997
TMEM74_p109797263	601
TMEM74_p109797296	2217
TMEM79_m156255036	840
TMEM79_m156255042	369
TMEM79_m156255087	1582
TMEM79_m156255093	681
TMEM79_m156255142	1001
TMEM79_p156255016	1511
TMEM79_p156255025	2889
TMEM79_p156255098	2300
TMEM79_p156255175	522
TMEM79_p156255228	2068
TMEM80_m695616	1337
TMEM80_m695632	608
TMEM80_m695646	583
TMEM80_m695656	1763
TMEM80_m695666	1437
TMEM80_p695602	1008
TMEM80_p695638	1058
TMEM80_p695648	1248
TMEM80_p695658	898
TMEM80_p695670	1461
TMEM81_m205053254	1943
TMEM81_m205053273	717
TMEM81_m205053284	1818
TMEM81_m205053290	1940
TMEM81_m205053332	2636
TMEM81_m205053387	2195
TMEM81_p205053264	682
TMEM81_p205053337	700
TMEM81_p205053368	1185
TMEM81_p205053379	927
TMEM82_m16069122	2721
TMEM82_m16069133	703
TMEM82_m16069344	1095
TMEM82_m16069360	2297
TMEM82_m16069369	104
TMEM82_m16069555	2016
TMEM82_m16069564	1478
TMEM82_m16069583	3381
TMEM82_p16069537	779
TMEM82_p16069567	2120
TMEM86A_m18720444	944
TMEM86A_m18722478	1108
TMEM86A_m18722497	1885
TMEM86A_m18722509	657
TMEM86A_m18722562	2033
TMEM86A_m18722579	2381
TMEM86A_p18722470	1043
TMEM86A_p18722481	1774
TMEM86A_p18722546	1276
TMEM86A_p18722588	267
TMEM86B_m55739732	651
TMEM86B_m55739742	786
TMEM86B_m55739787	623
TMEM86B_m55740060	1088
TMEM86B_m55740092	1481
TMEM86B_m55740101	1041
TMEM86B_p55739723	558
TMEM86B_p55739747	3346
TMEM86B_p55739754	2421
TMEM86B_p55739779	3910
TMEM87A_m42565454	4400
TMEM87A_m42565473	927
TMEM87A_m42565482	1433
TMEM87A_m42565574	1640
TMEM87A_m42565581	2561
TMEM87A_m42565589	437
TMEM87A_p42564269	477
TMEM87A_p42565441	1582
TMEM87A_p42565460	1455
TMEM87A_p42565543	1218
TMEM87B_m112813185	219
TMEM87B_m112813212	573
TMEM87B_m112813218	1
TMEM87B_m112813239	2912
TMEM87B_m112813300	502
TMEM87B_p112813167	1135
TMEM87B_p112813174	1114
TMEM87B_p112813250	1067
TMEM87B_p112813285	1094
TMEM87B_p112813292	696
TMEM88B_m1361562	763
TMEM88B_m1361591	558
TMEM88B_m1361599	1462
TMEM88B_m1361613	1274
TMEM88B_m1361656	619
TMEM88B_m1361674	1009
TMEM88B_m1361683	1355
TMEM88B_p1361497	2283
TMEM88B_p1361603	2467
TMEM88B_p1361689	827
TMEM88_m7758456	2286
TMEM88_m7758471	2208
TMEM88_m7758492	2432
TMEM88_m7758549	1584
TMEM88_p7758413	1316
TMEM88_p7758481	1840
TMEM88_p7758508	281
TMEM88_p7758514	515
TMEM88_p7758521	503
TMEM88_p7758553	1072
TMEM8A_m427774	1702
TMEM8A_m427789	666
TMEM8A_m427818	1606
TMEM8A_m431740	400
TMEM8A_m431815	569
TMEM8A_p427777	1918
TMEM8A_p427791	2226
TMEM8A_p431698	1646
TMEM8A_p431704	2031
TMEM8A_p431711	407
TMEM8B_m35842448	715
TMEM8B_m35842454	2763
TMEM8B_m35842476	1417
TMEM8B_m35842527	703
TMEM8B_m35842532	149
TMEM8B_m35842546	2164
TMEM8B_m35842580	1936
TMEM8B_m35842590	2188
TMEM8B_p35842551	2471
TMEM8B_p35842596	1027
TMEM8C_m136389833	877
TMEM8C_m136389863	792
TMEM8C_m136389869	301
TMEM8C_m136389882	3962
TMEM8C_p136389824	516
TMEM8C_p136389843	850
TMEM8C_p136389854	1224
TMEM8C_p136389885	2981
TMEM8C_p136389912	548
TMEM8C_p136389917	835
TMEM91_m41884215	2669
TMEM91_m41884225	1338
TMEM91_m41884250	400
TMEM91_m41884279	944
TMEM91_m41884284	778
TMEM91_m41884316	938
TMEM91_m41884363	1096
TMEM91_p41884234	581
TMEM91_p41884286	1912
TMEM91_p41884326	863
TMEM92_m48351883	1367
TMEM92_m48351888	1351
TMEM92_m48351895	4503
TMEM92_m48355085	2499
TMEM92_m48355986	2496
TMEM92_m48356160	2129
TMEM92_m48356215	2533
TMEM92_p48351854	1684
TMEM92_p48355069	1656
TMEM92_p48355959	268
TMEM95_m7258522	624
TMEM95_m7258555	4760
TMEM95_m7258563	2248
TMEM95_m7258588	1981
TMEM95_m7258596	540
TMEM95_p7258513	1482
TMEM95_p7258524	367
TMEM95_p7258599	361
TMEM95_p7258615	1006
TMEM95_p7258623	1202
TMEM97_m26646334	2348
TMEM97_m26646370	296
TMEM97_m26652539	1685
TMEM97_m26652590	1495
TMEM97_p26646273	1044
TMEM97_p26646278	892
TMEM97_p26646285	2424
TMEM97_p26646336	656
TMEM97_p26652526	570
TMEM97_p26652560	836
TMEM98_m31258644	580
TMEM98_m31260190	3313
TMEM98_m31260195	2069
TMEM98_m31260206	2168
TMEM98_m31260217	623
TMEM98_m31260226	1270
TMEM98_p31258536	2434
TMEM98_p31258552	805
TMEM98_p31258622	2889
TMEM98_p31260197	939
TMEM99_m38990785	1635
TMEM99_m38990810	4629
TMEM99_m38990826	5919
TMEM99_m38990838	4278
TMEM99_m38990849	1732
TMEM99_p38990753	428
TMEM99_p38990777	712
TMEM99_p38990864	2535
TMEM99_p38990873	1420
TMEM99_p38990880	1411
TMEM9B_m8977828	441
TMEM9B_m8983640	1151
TMEM9B_m8985757	816
TMEM9B_m8985781	1319
TMEM9B_m8985802	785
TMEM9B_m8985847	2369
TMEM9B_p8977816	2181
TMEM9B_p8985740	693
TMEM9B_p8985790	1798
TMEM9B_p8985817	2438
TMEM9_m201120895	1034
TMEM9_m201123011	917
TMEM9_m201123021	365
TMEM9_m201123026	1639
TMEM9_m201123032	124
TMEM9_p201120921	865
TMEM9_p201120943	2536
TMEM9_p201120961	1169
TMEM9_p201122970	1121
TMEM9_p201122980	1430
TMF1_m69101125	1683
TMF1_m69101140	727
TMF1_m69101146	953
TMF1_m69101155	619
TMF1_m69101161	810
TMF1_m69101182	831
TMF1_m69101194	1407
TMF1_p69101112	2553
TMF1_p69101167	1579
TMF1_p69101186	1120
TMOD1_m100286502	2643
TMOD1_m100286508	841
TMOD1_m100286534	1982
TMOD1_m100308489	273
TMOD1_p100286487	1416
TMOD1_p100286520	1458
TMOD1_p100308463	291
TMOD1_p100308477	1241
TMOD1_p100308492	208
TMOD1_p100308501	1466
TMPO_m98909761	1579
TMPO_m98909770	1067
TMPO_m98909833	711
TMPO_m98909844	2240
TMPO_p98909707	1022
TMPO_p98909712	1636
TMPO_p98909772	936
TMPO_p98909804	1420
TMPO_p98909897	1044
TMPO_p98909902	2292
TMPRSS11A_m68812188	1243
TMPRSS11A_m68812196	2602
TMPRSS11A_m68812209	1849
TMPRSS11A_m68812249	1254
TMPRSS11A_m68812277	1567
TMPRSS11A_m68829102	1976
TMPRSS11A_p68812177	3644
TMPRSS11A_p68812198	2029
TMPRSS11A_p68812216	1351
TMPRSS11A_p68812229	1012
TMUB1_m150779542	4699
TMUB1_m150779547	2121
TMUB1_m150779568	954
TMUB1_m150779580	478
TMUB1_m150779586	1031
TMUB1_m150779635	1873
TMUB1_p150779483	1069
TMUB1_p150779489	673
TMUB1_p150779553	4035
TMUB1_p150779572	3176
TNFAIP1_m26666563	2283
TNFAIP1_m26666639	455
TNFAIP1_m26666671	738
TNFAIP1_m26666683	1463
TNFAIP1_p26666532	903
TNFAIP1_p26666588	1468
TNFAIP1_p26666595	381
TNFAIP1_p26666600	1761
TNFAIP1_p26666627	1868
TNFAIP1_p26666656	541
TNFAIP3_m138192381	323
TNFAIP3_m138192460	1889
TNFAIP3_m138192498	1779
TNFAIP3_m138192538	1797
TNFAIP3_m138192558	2687
TNFAIP3_m138192566	702
TNFAIP3_p138192366	1513
TNFAIP3_p138192389	772
TNFAIP3_p138192407	1830
TNFAIP3_p138192486	6226
TNFRSF1A_m6443000	694
TNFRSF1A_m6443006	482
TNFRSF1A_m6443258	2453
TNFRSF1A_m6443347	844
TNFRSF1A_m6443390	996
TNFRSF1A_p6443382	1124
TNFRSF1A_p6450934	1959
TNFRSF1A_p6450939	2330
TNFRSF1A_p6450944	4189
TNFRSF1A_p6450952	2064
TNFRSF1B_m12227148	2112
TNFRSF1B_m12227157	1011
TNFRSF1B_m12227164	883
TNFRSF1B_m12227215	1578
TNFRSF1B_m12227220	1645
TNFRSF1B_m12248851	734
TNFRSF1B_m12248875	687
TNFRSF1B_m12248882	1076
TNFRSF1B_p12227176	1454
TNFRSF1B_p12227183	1136
TNFSF13_m7462418	1544
TNFSF13_m7462431	1408
TNFSF13_m7462480	2413
TNFSF13_m7462492	1494
TNFSF13_m7462507	159
TNFSF13_p7462438	268
TNFSF13_p7462510	1728
TNFSF13_p7462517	1859
TNFSF13_p7462525	1742
TNFSF13_p7462532	949
TNIK_m170945956	2018
TNIK_m170945967	2465
TNIK_m171087410	1867
TNIK_m171087423	2915
TNIK_m171087433	1511
TNIK_m171087439	2008
TNIK_m171087449	3335
TNIK_m171177797	2597
TNIK_p171177803	1138
TNIK_p171177814	1174
TNIP1_m150443242	68
TNIP1_m150443260	472
TNIP1_m150443267	779
TNIP1_m150443273	670
TNIP1_p150441754	497
TNIP1_p150443167	2398
TNIP1_p150443190	1929
TNIP1_p150443199	518
TNIP1_p150443245	494
TNIP1_p150443252	786
TNIP2_m2749509	1322
TNIP2_m2749552	1646
TNIP2_m2749567	2672
TNIP2_p2749489	1100
TNIP2_p2749494	100
TNIP2_p2749500	4359
TNIP2_p2749513	2047
TNIP2_p2749518	1005
TNIP2_p2749554	2680
TNIP2_p2749581	505
TNK1_m7286267	1497
TNK1_m7286289	999
TNK1_m7286320	2262
TNK1_m7286325	3167
TNK1_m7286350	1942
TNK1_p7286235	489
TNK1_p7286249	695
TNK1_p7286280	1350
TNK1_p7286355	312
TNK1_p7286361	1545
TNK2_m195615387	1549
TNK2_m195615413	817
TNK2_m195615428	3150
TNK2_m195615439	969
TNK2_m195615445	2284
TNK2_p195615350	3343
TNK2_p195615359	850
TNK2_p195615368	1494
TNK2_p195615393	2008
TNK2_p195615430	832
TNKS1BP1_m57088102	1029
TNKS1BP1_m57089279	3325
TNKS1BP1_m57089325	606
TNKS1BP1_m57089340	1154
TNKS1BP1_p57088107	1752
TNKS1BP1_p57088112	1330
TNKS1BP1_p57088120	701
TNKS1BP1_p57088126	593
TNKS1BP1_p57089261	471
TNKS1BP1_p57089286	934
TNKS2_m93558508	341
TNKS2_m93558516	327
TNKS2_m93558523	1203
TNKS2_m93558585	330
TNKS2_p93558432	307
TNKS2_p93558447	2156
TNKS2_p93558528	1048
TNKS2_p93558550	2377
TNKS2_p93558569	423
TNKS2_p93558587	1469
TNKS_m9413484	554
TNKS_m9413550	871
TNKS_m9413583	1375
TNKS_m9413588	1198
TNKS_m9413625	3517
TNKS_m9413691	1799
TNKS_m9413697	846
TNKS_m9413711	321
TNKS_p9413628	1840
TNKS_p9413657	2210
TNNI2_m1861648	3173
TNNI2_p1861621	2641
TNNI2_p1861631	1394
TNNI2_p1861639	894
TNNI2_p1861652	2476
TNNI2_p1861756	2434
TNNI2_p1861762	275
TNNI2_p1861768	667
TNNI2_p1861774	613
TNNI2_p1861792	2183
TNNI3K_m74701163	2399
TNNI3K_m74715156	3267
TNNI3K_m74716398	1827
TNNI3K_m74716433	1676
TNNI3K_p74701153	2544
TNNI3K_p74701770	3138
TNNI3K_p74701837	2980
TNNI3K_p74701871	1384
TNNI3K_p74715203	1997
TNNI3K_p74716369	2575
TNP2_p11363002	256
TNP2_p11363007	1784
TNP2_p11363013	2463
TNP2_p11363023	2864
TNP2_p11363028	563
TNP2_p11363034	610
TNP2_p11363064	2616
TNP2_p11363072	2173
TNP2_p11363088	2759
TNP2_p11363099	1054
TNPO1_m72144241	1072
TNPO1_m72144267	704
TNPO1_m72144309	483
TNPO1_m72144317	674
TNPO1_m72147097	493
TNPO1_m72151670	1452
TNPO1_p72144212	900
TNPO1_p72144229	303
TNPO1_p72144258	1026
TNPO1_p72151602	24
TNPO2_m12831757	1697
TNPO2_m12831768	894
TNPO2_m12831785	1211
TNPO2_p12830074	1069
TNPO2_p12830103	1326
TNPO2_p12831692	1863
TNPO2_p12831701	1170
TNPO2_p12831730	699
TNPO2_p12831742	1563
TNPO2_p12831770	1165
TNPO3_m128658168	26
TNPO3_m128658201	213
TNPO3_m128694778	162
TNPO3_m128694787	666
TNPO3_m128694819	125
TNPO3_p128694731	320
TNPO3_p128694738	456
TNPO3_p128694745	286
TNPO3_p128694766	307
TNPO3_p128694803	487
TOB2_m41833125	1506
TOB2_m41833130	1734
TOB2_m41833169	2007
TOB2_m41833191	1381
TOB2_m41833197	1470
TOB2_m41833265	518
TOB2_m41833330	1501
TOB2_p41833182	954
TOB2_p41833201	1578
TOB2_p41833286	614
