gRNA	KBM7.initial
WBP2NL_p42394837	13
WBP2NL_p42394862	179
WBP2NL_p42415317	175
WBP2NL_p42415345	94
WBP2NL_p42415363	284
WBP4_m41636804	204
WBP4_m41639316	111
WBP4_m41642710	351
WBP4_m41642722	944
WBP4_p41636811	546
WBP4_p41636826	800
WBP4_p41639151	116
WBP4_p41639165	136
WBP4_p41639343	232
WBP4_p41639373	354
WBSCR22_m73097965	375
WBSCR22_m73098118	374
WBSCR22_m73100964	186
WBSCR22_m73100986	38
WBSCR22_m73100991	580
WBSCR22_p73097946	451
WBSCR22_p73097967	372
WBSCR22_p73098097	355
WBSCR22_p73100970	537
WBSCR22_p73100978	844
WDFY1_m224809866	649
WDFY1_m224809871	308
WDFY1_m224809880	798
WDFY1_m224809939	966
WDFY1_m224809980	276
WDFY1_p224809902	224
WDFY1_p224809943	287
WDFY1_p224809954	274
WDFY1_p224809964	109
WDFY1_p224809971	320
WDFY3_m85781566	760
WDFY3_m85781657	726
WDFY3_m85781721	993
WDFY3_m85781729	303
WDFY3_m85781737	683
WDFY3_p85781605	64
WDFY3_p85781635	390
WDFY3_p85781641	153
WDFY3_p85781670	520
WDFY3_p85781691	187
WDHD1_m55468852	264
WDHD1_m55468887	443
WDHD1_m55474018	145
WDHD1_m55474078	473
WDHD1_m55475035	499
WDHD1_m55475051	695
WDHD1_m55475067	467
WDHD1_m55475339	222
WDHD1_p55475320	549
WDHD1_p55475328	543
WDR11_m122610996	563
WDR11_m122612094	455
WDR11_p122610937	589
WDR11_p122610943	1162
WDR11_p122610958	829
WDR11_p122610982	655
WDR11_p122610988	562
WDR11_p122612039	146
WDR11_p122612056	590
WDR11_p122612125	408
WDR12_m203765782	575
WDR12_m203765827	239
WDR12_m203772599	13
WDR12_p203772609	914
WDR12_p203772621	230
WDR12_p203772628	194
WDR12_p203772640	923
WDR12_p203772654	496
WDR12_p203776165	1348
WDR12_p203776178	1049
WDR13_m48457338	659
WDR13_m48457774	1250
WDR13_m48457807	431
WDR13_p48457727	234
WDR13_p48457738	730
WDR13_p48457745	490
WDR13_p48457779	378
WDR13_p48457796	679
WDR13_p48457823	574
WDR13_p48457828	627
WDR16_m9480033	155
WDR16_m9480040	65
WDR16_m9490139	678
WDR16_p9480023	0
WDR16_p9480051	307
WDR16_p9480060	648
WDR16_p9490056	403
WDR16_p9490100	239
WDR16_p9490110	766
WDR16_p9490125	154
WDR17_m177032738	359
WDR17_m177032779	587
WDR17_p177032718	384
WDR17_p177032723	237
WDR17_p177032730	408
WDR17_p177032746	340
WDR17_p177032759	619
WDR17_p177032766	532
WDR17_p177032785	259
WDR17_p177032792	400
WDR18_m984365	377
WDR18_m984378	396
WDR18_m984400	240
WDR18_m984445	237
WDR18_m984477	618
WDR18_p984349	81
WDR18_p984370	487
WDR18_p984412	122
WDR18_p984437	295
WDR18_p984448	453
WDR19_m39187425	317
WDR19_m39191317	395
WDR19_m39191364	295
WDR19_p39187379	875
WDR19_p39187414	754
WDR19_p39188201	448
WDR19_p39191274	302
WDR19_p39191285	426
WDR19_p39191334	27
WDR19_p39191372	607
WDR1_m10117748	206
WDR1_m10117791	289
WDR1_m10117803	345
WDR1_m10117825	360
WDR1_m10117831	186
WDR1_p10090334	825
WDR1_p10090340	866
WDR1_p10117729	402
WDR1_p10117793	202
WDR1_p10118264	585
WDR20_m102606315	108
WDR20_m102606361	221
WDR20_p102606247	506
WDR20_p102606254	613
WDR20_p102606262	543
WDR20_p102606297	15
WDR20_p102606302	136
WDR20_p102606328	636
WDR20_p102606339	456
WDR20_p102606348	445
WDR24_m739522	281
WDR24_m739590	979
WDR24_m739605	404
WDR24_p739526	862
WDR24_p739532	316
WDR24_p739546	413
WDR24_p739559	720
WDR24_p739564	381
WDR24_p739595	95
WDR24_p739619	474
WDR25_m100847361	522
WDR25_p100847266	513
WDR25_p100847275	518
WDR25_p100847293	383
WDR25_p100847299	550
WDR25_p100847321	1071
WDR25_p100847365	470
WDR25_p100847378	473
WDR25_p100847383	484
WDR25_p100847420	602
WDR26_m224621573	48
WDR26_m224621795	371
WDR26_p224621585	384
WDR26_p224621591	297
WDR26_p224621618	720
WDR26_p224621623	247
WDR26_p224621629	1019
WDR26_p224621655	425
WDR26_p224621687	336
WDR26_p224621697	847
WDR27_m170088914	263
WDR27_m170088929	505
WDR27_m170088939	254
WDR27_m170088958	615
WDR27_m170088980	609
WDR27_p170072473	99
WDR27_p170088901	190
WDR27_p170088943	387
WDR27_p170088999	673
WDR27_p170089010	97
WDR31_m116093310	617
WDR31_m116093328	444
WDR31_m116094188	47
WDR31_m116094248	322
WDR31_m116094259	773
WDR31_m116094290	561
WDR31_p116093299	1120
WDR31_p116093315	286
WDR31_p116093369	268
WDR31_p116094262	500
WDR33_m128526522	538
WDR33_m128526541	593
WDR33_m128526566	162
WDR33_p128526532	608
WDR33_p128528352	411
WDR33_p128528366	314
WDR33_p128528482	528
WDR33_p128528490	461
WDR33_p128528497	437
WDR33_p128528534	237
WDR34_m131418852	285
WDR34_m131418872	363
WDR34_m131418877	334
WDR34_m131418933	746
WDR34_m131418944	193
WDR34_m131418950	29
WDR34_m131418958	1147
WDR34_m131418985	182
WDR34_p131418857	1210
WDR34_p131418880	567
WDR35_m20188927	336
WDR35_m20188963	341
WDR35_m20188972	510
WDR35_m20188997	281
WDR35_m20189004	52
WDR35_p20182242	224
WDR35_p20188983	216
WDR35_p20189010	1168
WDR35_p20189016	533
WDR35_p20189742	643
WDR36_m110428037	917
WDR36_p110427979	662
WDR36_p110427990	1761
WDR36_p110428008	147
WDR36_p110428015	624
WDR36_p110428021	108
WDR36_p110428041	169
WDR36_p110428047	52
WDR36_p110428072	172
WDR36_p110428078	1168
WDR37_m1118101	259
WDR37_m1118156	610
WDR37_m1118163	128
WDR37_m1123861	313
WDR37_p1118166	780
WDR37_p1118172	282
WDR37_p1118177	1006
WDR37_p1118182	327
WDR37_p1118206	866
WDR37_p1123845	722
WDR38_m127616515	350
WDR38_m127616566	426
WDR38_p127616519	552
WDR38_p127616531	1072
WDR38_p127616536	497
WDR38_p127616544	758
WDR38_p127616549	202
WDR38_p127616569	368
WDR38_p127616582	463
WDR38_p127618127	215
WDR3_m118475955	850
WDR3_p118475962	1099
WDR3_p118475969	264
WDR3_p118475978	785
WDR3_p118476017	57
WDR3_p118476026	1254
WDR3_p118476037	777
WDR3_p118476083	310
WDR3_p118476091	165
WDR3_p118477088	321
WDR41_m76785303	844
WDR41_m76785330	802
WDR41_m76785377	292
WDR41_m76788027	950
WDR41_m76788036	321
WDR41_p76785332	1063
WDR41_p76785339	667
WDR41_p76785368	406
WDR41_p76787989	460
WDR41_p76787996	320
WDR43_m29117632	704
WDR43_m29117646	744
WDR43_m29117661	289
WDR43_m29117667	603
WDR43_p29117551	264
WDR43_p29117558	572
WDR43_p29117635	314
WDR43_p29117648	201
WDR43_p29117671	507
WDR43_p29117682	502
WDR44_m117526694	176
WDR44_m117526699	122
WDR44_p117480453	530
WDR44_p117480468	245
WDR44_p117512367	166
WDR44_p117512393	813
WDR44_p117526593	196
WDR44_p117526632	557
WDR44_p117526642	425
WDR44_p117526683	399
WDR45B_m80588834	223
WDR45B_m80601881	909
WDR45B_m80601886	290
WDR45B_m80606158	216
WDR45B_m80606169	1064
WDR45B_m80606183	501
WDR45B_p80606137	187
WDR45B_p80606147	620
WDR45B_p80606172	991
WDR45B_p80606185	411
WDR45_m48935376	1436
WDR45_m48935384	424
WDR45_m48935397	84
WDR45_m48935734	411
WDR45_p48935299	757
WDR45_p48935335	216
WDR45_p48935340	920
WDR45_p48935387	331
WDR45_p48935687	394
WDR45_p48935719	548
WDR46_m33256583	349
WDR46_m33256593	278
WDR46_m33256880	132
WDR46_p33256585	174
WDR46_p33256600	206
WDR46_p33256866	132
WDR46_p33256887	759
WDR46_p33256892	280
WDR46_p33256906	453
WDR46_p33256911	380
WDR47_m109560200	875
WDR47_m109560208	604
WDR47_m109566009	459
WDR47_m109566021	58
WDR47_m109566028	378
WDR47_m109566034	511
WDR47_m109566040	309
WDR47_p109554307	558
WDR47_p109566013	237
WDR47_p109566049	122
WDR48_m39093526	159
WDR48_m39104547	213
WDR48_m39104581	676
WDR48_m39104637	224
WDR48_p39093511	648
WDR48_p39093529	749
WDR48_p39093542	1187
WDR48_p39104564	88
WDR48_p39104584	248
WDR48_p39104640	59
WDR4_m44279812	295
WDR4_m44282403	465
WDR4_m44282440	653
WDR4_m44282464	213
WDR4_m44283551	917
WDR4_p44282405	675
WDR4_p44282428	190
WDR4_p44282443	157
WDR4_p44282455	294
WDR4_p44282472	963
WDR52_m113146035	153
WDR52_m113146056	142
WDR52_m113146080	780
WDR52_m113146093	208
WDR52_m113146127	247
WDR52_m113152436	586
WDR52_m113152451	1306
WDR52_m113152481	1001
WDR52_m113152492	817
WDR52_p113146161	101
WDR53_m196288240	617
WDR53_m196288246	571
WDR53_m196288257	350
WDR53_m196288269	765
WDR53_m196288276	489
WDR53_m196288325	77
WDR53_m196288330	773
WDR53_p196288279	231
WDR53_p196288285	698
WDR53_p196288290	724
WDR54_m74649323	370
WDR54_m74649329	531
WDR54_m74649361	235
WDR54_m74649400	682
WDR54_m74649407	269
WDR54_m74649439	333
WDR54_p74649270	436
WDR54_p74649339	436
WDR54_p74649409	523
WDR54_p74649420	572
WDR55_m140044524	145
WDR55_m140044571	304
WDR55_m140044576	373
WDR55_m140044583	368
WDR55_p140044493	36
WDR55_p140044498	588
WDR55_p140044508	1512
WDR55_p140044513	187
WDR55_p140044526	1051
WDR55_p140044541	367
WDR59_m74990427	721
WDR59_m74990434	470
WDR59_m74999672	316
WDR59_m74999693	315
WDR59_m74999704	381
WDR59_m75018863	238
WDR59_p74990385	189
WDR59_p74990451	460
WDR59_p74990485	149
WDR59_p75018851	494
WDR5B_m122134308	611
WDR5B_m122134323	355
WDR5B_m122134338	812
WDR5B_m122134365	762
WDR5B_p122134269	263
WDR5B_p122134297	178
WDR5B_p122134311	494
WDR5B_p122134327	489
WDR5B_p122134345	177
WDR5B_p122134354	160
WDR5_m137005000	403
WDR5_m137005023	350
WDR5_m137005030	307
WDR5_m137005066	570
WDR5_m137005827	400
WDR5_m137005842	311
WDR5_p137004989	1030
WDR5_p137005058	243
WDR5_p137006683	384
WDR5_p137007068	274
WDR60_m158649435	396
WDR60_m158662555	350
WDR60_m158662567	118
WDR60_m158663836	122
WDR60_p158649414	930
WDR60_p158649419	403
WDR60_p158662546	781
WDR60_p158663823	563
WDR60_p158663870	638
WDR60_p158663882	437
WDR61_m78585516	588
WDR61_m78585521	817
WDR61_m78585527	226
WDR61_m78585544	541
WDR61_m78585584	487
WDR61_m78587289	239
WDR61_m78588018	338
WDR61_p78585506	221
WDR61_p78585590	417
WDR61_p78588001	359
WDR62_m36545883	600
WDR62_m36545892	439
WDR62_m36545930	0
WDR62_m36545986	303
WDR62_m36545998	534
WDR62_p36545864	901
WDR62_p36545870	453
WDR62_p36545894	405
WDR62_p36545917	251
WDR62_p36545934	188
WDR63_m85537678	253
WDR63_m85546924	345
WDR63_m85546936	397
WDR63_m85546949	104
WDR63_m85546958	147
WDR63_m85546977	153
WDR63_m85547008	187
WDR63_p85538728	441
WDR63_p85538743	327
WDR63_p85538752	630
WDR66_m122359289	269
WDR66_m122359295	20
WDR66_m122359512	252
WDR66_p122359303	617
WDR66_p122359348	523
WDR66_p122359353	478
WDR66_p122359423	658
WDR66_p122359450	233
WDR66_p122359460	342
WDR66_p122359468	299
WDR67_m124085071	56
WDR67_m124085076	90
WDR67_m124089458	288
WDR67_m124094988	374
WDR67_p124085006	720
WDR67_p124085021	398
WDR67_p124085031	853
WDR67_p124089429	775
WDR67_p124094962	323
WDR67_p124094979	77
WDR6_m49044826	533
WDR6_m49044836	426
WDR6_m49044845	851
WDR6_m49044853	598
WDR6_p49044764	138
WDR6_p49044772	217
WDR6_p49044816	340
WDR6_p49044857	704
WDR6_p49044868	649
WDR6_p49044874	175
WDR70_m37392172	233
WDR70_m37392179	170
WDR70_m37392209	628
WDR70_p37379588	535
WDR70_p37379594	536
WDR70_p37381733	427
WDR70_p37381743	580
WDR70_p37392200	528
WDR70_p37396513	117
WDR70_p37396576	700
WDR72_m53809931	1506
WDR72_m53815416	608
WDR72_m53815459	243
WDR72_m53815480	841
WDR72_m53815507	135
WDR72_p53809923	1181
WDR72_p53815428	712
WDR72_p53815447	490
WDR72_p53815485	477
WDR72_p53815494	510
WDR73_m85196861	1072
WDR73_m85196900	371
WDR73_m85197496	1007
WDR73_p85191824	192
WDR73_p85195951	261
WDR73_p85196014	334
WDR73_p85196872	744
WDR73_p85196883	477
WDR73_p85196904	725
WDR73_p85197451	364
WDR74_m62606837	480
WDR74_m62606847	24
WDR74_m62606857	284
WDR74_m62606977	518
WDR74_m62606991	448
WDR74_m62607004	478
WDR74_m62607009	517
WDR74_m62607021	450
WDR74_p62606827	350
WDR74_p62606993	425
WDR75_m190306241	625
WDR75_m190313103	1021
WDR75_m190313219	811
WDR75_m190313227	162
WDR75_p190306205	646
WDR75_p190306223	919
WDR75_p190306233	656
WDR75_p190306255	383
WDR75_p190313159	881
WDR75_p190313180	416
WDR76_m44120412	675
WDR76_m44120442	269
WDR76_m44120477	155
WDR76_m44120553	508
WDR76_m44120558	576
WDR76_p44120317	87
WDR76_p44120464	586
WDR76_p44120494	905
WDR76_p44120506	156
WDR76_p44120542	1028
WDR77_m111991678	393
WDR77_m111991683	725
WDR77_m111991689	865
WDR77_m111991697	265
WDR77_m111991707	275
WDR77_m111991712	1
WDR77_m111991784	628
WDR77_p111991661	210
WDR77_p111991699	675
WDR77_p111991735	147
WDR78_m67390378	523
WDR78_m67390437	382
WDR78_m67390459	426
WDR78_m67390467	44
WDR78_m67390486	202
WDR78_m67390494	775
WDR78_m67390506	500
WDR78_p67390370	632
WDR78_p67390384	563
WDR78_p67390472	504
WDR7_m54339763	680
WDR7_m54339800	1087
WDR7_m54339843	458
WDR7_m54346632	646
WDR7_p54339845	869
WDR7_p54339861	272
WDR7_p54346565	569
WDR7_p54346646	89
WDR7_p54348536	856
WDR7_p54348550	648
WDR81_m1633695	901
WDR81_m1633720	148
WDR81_m1633745	138
WDR81_m1633752	621
WDR81_m1633758	531
WDR81_m1634053	817
WDR81_p1633676	1058
WDR81_p1633724	176
WDR81_p1634036	324
WDR81_p1634059	630
WDR82_m52294500	853
WDR82_m52295490	687
WDR82_m52304790	640
WDR82_m52312334	375
WDR82_p52295384	361
WDR82_p52295391	601
WDR82_p52304763	165
WDR82_p52312205	804
WDR82_p52312263	182
WDR82_p52312322	1362
WDR83OS_m12780012	407
WDR83OS_m12780169	506
WDR83OS_m12780187	95
WDR83OS_m12780198	894
WDR83OS_p12779992	242
WDR83OS_p12779997	411
WDR83OS_p12780014	359
WDR83OS_p12780161	260
WDR83OS_p12780171	394
WDR83OS_p12780190	883
WDR83_m12780616	390
WDR83_m12780622	388
WDR83_m12780628	428
WDR83_m12780634	967
WDR83_m12780646	54
WDR83_m12780695	379
WDR83_p12780608	214
WDR83_p12780652	1242
WDR83_p12780657	671
WDR83_p12780685	560
WDR85_m140473130	1046
WDR85_m140473138	315
WDR85_m140473148	470
WDR85_m140473155	505
WDR85_m140473174	240
WDR85_m140473183	549
WDR85_m140473201	250
WDR85_p140473140	183
WDR85_p140473163	221
WDR85_p140473189	137
WDR86_m151106514	896
WDR86_m151106538	105
WDR86_m151106552	346
WDR86_m151106558	351
WDR86_m151106563	448
WDR86_m151106568	527
WDR86_m151106580	176
WDR86_m151106630	710
WDR86_p151106522	289
WDR86_p151106632	987
WDR87_m38386087	684
WDR87_m38386896	90
WDR87_m38386941	161
WDR87_p38386018	803
WDR87_p38386881	823
WDR87_p38386899	705
WDR87_p38386910	583
WDR87_p38386922	8
WDR87_p38386929	446
WDR87_p38388812	839
WDR88_m33623101	443
WDR88_m33623109	516
WDR88_m33623147	500
WDR88_m33623199	919
WDR88_m33623206	390
WDR88_m33623256	437
WDR88_m33623262	271
WDR88_p33623157	166
WDR88_p33623180	480
WDR88_p33623218	379
WDR89_m64066451	612
WDR89_m64066460	308
WDR89_m64066486	280
WDR89_m64066545	377
WDR89_m64066550	334
WDR89_m64066580	182
WDR89_m64066607	373
WDR89_p64066563	532
WDR89_p64066570	657
WDR89_p64066588	438
WDR90_m699417	170
WDR90_m699775	542
WDR90_m699781	428
WDR90_m699802	244
WDR90_m699846	265
WDR90_m700000	542
WDR90_p699784	220
WDR90_p699792	416
WDR90_p699811	358
WDR90_p699983	746
WDR91_m134896154	1376
WDR91_m134896172	626
WDR91_m134896179	761
WDR91_m134896197	499
WDR91_m134896217	204
WDR91_m134896223	339
WDR91_m134896241	422
WDR91_m134896247	311
WDR91_p134896143	227
WDR91_p134896187	709
WDR92_m68384469	357
WDR92_m68384499	266
WDR92_m68384517	800
WDR92_m68384531	181
WDR92_p68384461	189
WDR92_p68384471	702
WDR92_p68384520	577
WDR92_p68384534	421
WDR92_p68384545	209
WDR92_p68384554	328
WDR93_m90244988	671
WDR93_m90245022	157
WDR93_m90245060	477
WDR93_m90245115	898
WDR93_m90245134	746
WDR93_p90244971	142
WDR93_p90245024	866
WDR93_p90245072	479
WDR93_p90245087	750
WDR93_p90245099	394
WDR96_m105990455	297
WDR96_m105990463	571
WDR96_m105991941	373
WDR96_m105991978	601
WDR96_m105991991	1536
WDR96_p105990518	276
WDR96_p105990528	222
WDR96_p105991929	710
WDR96_p105991944	523
WDR96_p105991983	231
WDTC1_m27587580	341
WDTC1_m27589655	454
WDTC1_m27589690	259
WDTC1_m27589698	203
WDTC1_m27608728	263
WDTC1_p27587561	403
WDTC1_p27587571	1053
WDTC1_p27589704	317
WDTC1_p27608734	473
WDTC1_p27608739	593
WDYHV1_m124429107	681
WDYHV1_m124429139	510
WDYHV1_m124429150	1209
WDYHV1_m124440205	368
WDYHV1_m124440211	153
WDYHV1_m124440218	155
WDYHV1_p124429074	329
WDYHV1_p124429080	201
WDYHV1_p124440234	306
WDYHV1_p124440241	330
WEE1_m9597551	344
WEE1_m9597578	378
WEE1_m9597600	928
WEE1_m9597781	94
WEE1_m9597802	261
WEE1_p9597581	478
WEE1_p9597612	847
WEE1_p9597773	546
WEE1_p9597818	620
WEE1_p9598046	783
WHSC1L1_m38205476	141
WHSC1L1_m38205525	21
WHSC1L1_m38205561	597
WHSC1L1_m38205654	415
WHSC1L1_p38205447	413
WHSC1L1_p38205465	432
WHSC1L1_p38205489	62
WHSC1L1_p38205569	493
WHSC1L1_p38205590	472
WHSC1L1_p38205609	187
WHSC1_m1902409	359
WHSC1_m1902456	433
WHSC1_m1902464	489
WHSC1_m1902475	208
WHSC1_m1902489	318
WHSC1_m1902506	1435
WHSC1_m1902524	452
WHSC1_p1902428	524
WHSC1_p1902444	229
WHSC1_p1902533	302
WIBG_m56297200	552
WIBG_m56297214	892
WIBG_m56297226	771
WIBG_m56297232	372
WIBG_p56296027	631
WIBG_p56296032	343
WIBG_p56296055	371
WIBG_p56296067	530
WIBG_p56297165	319
WIBG_p56297205	223
WIPF3_m29874363	835
WIPF3_m29915461	391
WIPF3_m29915484	252
WIPF3_m29915492	798
WIPF3_m29915516	427
WIPF3_m29915531	942
WIPF3_m29915567	310
WIPF3_p29915452	535
WIPF3_p29915466	796
WIPF3_p29915499	437
WIPI2_m5254168	625
WIPI2_m5254207	520
WIPI2_m5254214	692
WIPI2_m5254222	465
WIPI2_m5254232	536
WIPI2_m5254262	145
WIPI2_m5254303	857
WIPI2_p5254196	465
WIPI2_p5254250	366
WIPI2_p5254292	706
WIZ_m15558958	324
WIZ_m15559022	672
WIZ_m15559027	647
WIZ_m15559040	364
WIZ_m15559053	449
WIZ_p15558926	151
WIZ_p15558949	213
WIZ_p15558964	401
WIZ_p15559032	249
WIZ_p15559044	116
WNK1_m862732	508
WNK1_m862770	589
WNK1_m862806	763
WNK1_m862855	714
WNK1_p862716	304
WNK1_p862749	845
WNK1_p862772	377
WNK1_p862814	335
WNK1_p862858	653
WNK1_p862865	138
WNK2_m95947244	172
WNK2_m95947280	102
WNK2_m95947326	471
WNK2_p95947196	824
WNK2_p95947202	521
WNK2_p95947247	398
WNK2_p95947285	313
WNK2_p95947293	641
WNK2_p95947336	488
WNK2_p95947342	567
WNK3_m54359910	459
WNK3_m54359959	579
WNK3_m54359988	390
WNK3_m54360053	393
WNK3_m54360091	171
WNK3_p54359804	513
WNK3_p54359822	511
WNK3_p54359857	190
WNK3_p54360003	368
WNK3_p54360058	583
WNK4_m40932730	528
WNK4_m40932735	527
WNK4_m40932744	573
WNK4_m40932790	274
WNK4_m40932832	345
WNK4_m40932850	539
WNK4_p40932754	1001
WNK4_p40932762	1142
WNK4_p40932836	203
WNK4_p40932841	440
WNT10B_m49364098	157
WNT10B_m49364113	183
WNT10B_m49364254	190
WNT10B_m49364305	526
WNT10B_p49364065	265
WNT10B_p49364087	405
WNT10B_p49364115	358
WNT10B_p49364233	453
WNT10B_p49364239	563
WNT10B_p49364258	131
WNT9A_m228113179	54
WNT9A_m228113214	511
WNT9A_m228135509	536
WNT9A_m228135543	144
WNT9A_m228135579	463
WNT9A_p228113201	298
WNT9A_p228135480	559
WNT9A_p228135490	465
WNT9A_p228135525	519
WNT9A_p228135531	291
WRAP53_m7591990	99
WRAP53_m7591999	503
WRAP53_m7592011	114
WRAP53_m7592025	1011
WRAP53_m7592130	379
WRAP53_m7592137	201
WRAP53_p7591956	328
WRAP53_p7591977	108
WRAP53_p7592084	542
WRAP53_p7592147	887
WRB_m40762622	637
WRB_m40762630	153
WRB_m40762682	621
WRB_m40762705	436
WRB_p40762609	502
WRB_p40762634	491
WRB_p40762652	1059
WRB_p40762661	718
WRB_p40762673	380
WRB_p40762697	543
WRNIP1_m2765886	558
WRNIP1_m2765891	114
WRNIP1_m2765919	646
WRNIP1_m2765927	308
WRNIP1_m2765940	215
WRNIP1_m2765963	513
WRNIP1_p2765847	713
WRNIP1_p2765852	246
WRNIP1_p2765942	516
WRNIP1_p2765966	395
WT1_m32450053	198
WT1_m32450062	825
WT1_m32450105	842
WT1_m32450128	564
WT1_m32450142	563
WT1_m32450156	752
WT1_p32450066	179
WT1_p32450071	288
WT1_p32450094	468
WT1_p32450112	475
WTAP_m160157304	279
WTAP_m160157315	460
WTAP_m160169627	310
WTAP_m160174568	890
WTAP_p160160055	506
WTAP_p160164689	319
WTAP_p160169615	276
WTAP_p160174515	274
WTAP_p160174531	383
WTAP_p160174548	839
WTIP_m34972916	124
WTIP_m34972928	7
WTIP_p34972871	547
WTIP_p34972876	217
WTIP_p34972902	441
WTIP_p34972907	234
WTIP_p34972919	511
WTIP_p34972933	313
WTIP_p34972939	267
WTIP_p34972948	186
WWC1_m167719179	256
WWC1_m167719184	452
WWC1_m167719237	399
WWC1_m167719246	423
WWC1_m167719267	102
WWC1_m167798427	195
WWC1_p167719193	903
WWC1_p167719198	450
WWC1_p167719248	312
WWC1_p167719254	302
WWOX_m78133676	331
WWOX_m78133732	481
WWOX_m78133754	578
WWOX_p78133698	1021
WWOX_p78133713	1224
WWOX_p78133718	375
WWOX_p78133737	430
WWOX_p78133745	610
WWOX_p78142321	621
WWOX_p78143668	129
WWP1_m87386286	1367
WWP1_m87386297	284
WWP1_m87393732	299
WWP1_m87414404	493
WWP1_p87386277	419
WWP1_p87386327	595
WWP1_p87393004	236
WWP1_p87393750	121
WWP1_p87410789	122
WWP1_p87414343	337
WWP2_m69874049	475
WWP2_m69874110	721
WWP2_m69874120	499
WWP2_m69874144	424
WWP2_m69874158	288
WWP2_p69874041	634
WWP2_p69874051	419
WWP2_p69874066	971
WWP2_p69875934	468
WWP2_p69875959	399
WWTR1_m149374967	721
WWTR1_m149375029	403
WWTR1_m149375080	841
WWTR1_p149374959	407
WWTR1_p149374981	726
WWTR1_p149374990	509
WWTR1_p149375017	683
WWTR1_p149375034	456
WWTR1_p149375040	544
WWTR1_p149375046	127
XAB2_m7693098	406
XAB2_m7693148	307
XAB2_m7693177	224
XAB2_m7694376	207
XAB2_m7694389	246
XAB2_p7693068	324
XAB2_p7693120	144
XAB2_p7694349	785
XAB2_p7694354	785
XAB2_p7694362	423
XAF1_m6661439	717
XAF1_m6661458	982
XAF1_m6661467	601
XAF1_m6661473	362
XAF1_p6659382	222
XAF1_p6659393	207
XAF1_p6659401	355
XAF1_p6659407	508
XAF1_p6661425	294
XAF1_p6661446	561
XBP1_m29195094	304
XBP1_m29196284	937
XBP1_m29196380	136
XBP1_m29196450	323
XBP1_m29196484	486
XBP1_m29196502	181
XBP1_p29195086	377
XBP1_p29196322	31
XBP1_p29196385	19
XBP1_p29196391	717
XIAP_m123019554	422
XIAP_m123019623	901
XIAP_m123019693	421
XIAP_p123019641	443
XIAP_p123019656	101
XIAP_p123019662	87
XIAP_p123019675	263
XIAP_p123019708	183
XIAP_p123019716	350
XIAP_p123019731	195
XPA_m100459474	296
XPA_m100459481	393
XPA_m100459487	172
XPA_m100459501	458
XPA_m100459522	299
XPA_m100459559	209
XPA_m100459567	667
XPA_p100459491	281
XPA_p100459503	443
XPA_p100459527	154
XPC_m14219968	489
XPC_m14219974	880
XPC_m14219980	550
XPC_m14219987	841
XPC_m14219992	1405
XPC_m14220004	280
XPC_m14220044	149
XPC_m14220052	946
XPC_m14220062	547
XPC_p14214516	317
XPO1_m61749761	277
XPO1_m61753605	250
XPO1_m61753622	306
XPO1_m61760916	223
XPO1_m61760922	397
XPO1_m61760941	134
XPO1_p61753591	285
XPO1_p61760902	153
XPO1_p61760980	757
XPO1_p61761006	480
XPO4_m21442777	112
XPO4_m21442827	1021
XPO4_m21476810	387
XPO4_m21476825	560
XPO4_m21476860	920
XPO4_m21476867	850
XPO4_p21442785	695
XPO4_p21442807	359
XPO4_p21442814	611
XPO4_p21476830	343
XPO5_m43543510	191
XPO5_m43543540	769
XPO5_m43543549	606
XPO5_m43543555	632
XPO5_m43543564	664
XPO5_m43543594	586
XPO5_p43541275	627
XPO5_p43543492	433
XPO5_p43543501	247
XPO5_p43543512	26
XPO6_m28181127	452
XPO6_m28181134	1154
XPO6_m28181166	254
XPO6_m28187370	227
XPO6_p28181181	350
XPO6_p28187283	599
XPO6_p28187294	166
XPO6_p28187299	223
XPO6_p28187340	723
XPO6_p28188634	65
XPO7_m21824372	137
XPO7_m21824377	551
XPO7_m21824413	617
XPO7_m21824425	544
XPO7_m21824449	500
XPO7_m21824464	706
XPO7_m21824471	284
XPO7_m21824480	199
XPO7_p21824429	288
XPO7_p21824487	23
XPOT_m64808756	63
XPOT_m64814018	193
XPOT_m64814027	610
XPOT_m64814131	143
XPOT_p64803805	1135
XPOT_p64808747	556
XPOT_p64811842	592
XPOT_p64811873	148
XPOT_p64814260	314
XPOT_p64815086	39
XRCC1_m44079072	497
XRCC1_m44079092	586
XRCC1_m44079567	285
XRCC1_p44079058	70
XRCC1_p44079076	161
