sgRNA	Count
ADCK2_104_16505	122
ADCK2_106_0	16
ADCK2_107_0	11
ADCK2_107_3301	163
ADCK2_107_9903	179
ADCK2_108_0	34
ADCK2_108_3301	186
ADCK2_109_3301	35
ADCK2_10_6602	144
ADCK2_110_0	48
ADCK2_111_0	51
ADCK2_111_13204	140
ADCK2_112_0	0
ADCK4_0_22866	14
ADCK4_0_7622	0
ADCK4_100_7622	9
ADCK4_102_11433	6
ADCK4_102_22866	13
ADCK4_104_22866	181
ADCK4_107_11433	94
ADCK4_108_22866	3
ADCK4_10_11433	29
ADCK4_10_22866	12
ADCK4_10_7622	0
ADCK4_110_11433	103
ADCK4_110_22866	56
ADCK4_111_11433	48
ADCK4_111_3811	245
ADCK4_112_3811	93
ADCK5_10_5754	1
ADCK5_14_8631	1
ADK_1003_0	0
ADK_1033_0	315
ADK_1048_398650	26
ADK_1048_478380	95
ADK_1050_478380	224
ADK_1107_79730	151
ADK_113_478380	71
ADK_1312_478380	134
ADK_1313_478380	30
ADK_1314_478380	10
ADK_135_79730	2
ADK_13_0	145
ADK_1407_0	16
ADK_1417_0	0
ADRA1A_0_0	26
ADRA1A_105_51051	56
ADRA1A_108_17017	48
ADRA1A_109_0	68
ADRA1A_110_0	0
ADRA1A_114_102102	32
ADRA1A_115_102102	15
ADRA1A_116_102102	21
ADRA1A_116_17017	35
ADRA1A_117_102102	57
ADRA1A_117_17017	39
ADRA1A_118_17017	59
ADRA1A_119_17017	8
ADRA1A_120_17017	6
ADRA1A_121_17017	0
ADRA1A_122_17017	78
ADRA1B_100_39825	47
ADRA1B_102_0	225
ADRA1B_107_15930	61
ADRA1B_110_0	57
ADRA1B_112_0	23
ADRA1B_113_0	143
ADRA1B_114_0	140
ADRA1B_115_39825	54
ADRA1B_116_23895	35
ADRA1B_118_47790	98
ADRA1B_119_47790	140
ADRA1B_123_15930	44
ADRA1B_126_39825	28
ADRA1B_127_39825	39
ADRB2_0_0	78
ADRB2_0_1020	0
ADRB2_0_1700	34
ADRB2_0_340	51
ADRB2_0_680	40
ADRB2_10_0	329
ADRB2_10_680	134
ADRB2_11_0	11
ADRB2_11_680	9
ADRB2_12_0	307
ADRB2_12_680	30
ADRB2_13_680	20
ADRB2_15_680	152
ADRB2_16_680	130
ADRBK1_0_14390	146
ADRBK1_0_8634	95
ADRBK1_100_14390	74
ADRBK1_100_17268	66
ADRBK1_101_14390	151
ADRBK1_101_17268	180
ADRBK1_101_2878	174
ADRBK1_102_14390	57
ADRBK1_102_17268	366
ADRBK1_103_14390	14
ADRBK1_103_17268	100
ADRBK1_104_14390	26
ADRBK1_104_17268	103
ADRBK1_105_14390	347
ADRBK1_105_17268	24
ADRBK1_106_14390	13
ADRBK2_101_140952	22
ADRBK2_102_140952	123
ADRBK2_103_140952	30
ADRBK2_106_70476	46
ADRBK2_113_140952	26
ADRBK2_114_117460	83
ADRBK2_114_140952	16
ADRBK2_116_46984	5
ADRBK2_120_0	88
ADRBK2_120_46984	0
ADRBK2_123_93968	9
ADRBK2_12_117460	69
ADRBK2_130_140952	0
ADRBK2_133_140952	94
ADRBK2_138_140952	231
ADRBK2_13_93968	1
AK1_0_0	369
AK1_10_0	132
AK1_12_0	38
AK1_14_0	46
AK1_15_0	38
AK1_17_0	61
AK1_1_0	10
AK1_20_0	104
AK1_21_0	91
AK1_2_0	72
AK1_37_0	0
AK1_38_0	55
AK1_39_0	42
AK1_3_0	10
AK1_40_0	43
AK1_41_0	77
AK2_100_31293	257
AK2_101_31293	21
AK2_102_31293	122
AK2_106_62586	6
AK2_10_62586	30
AK2_111_20862	38
AK2_116_41724	37
AK2_117_62586	445
AK2_11_52155	98
AK2_11_62586	65
AK2_131_41724	62
AK2_136_52155	0
AK2_139_62586	25
AK2_147_62586	4
AK2_148_62586	23
AK2_156_20862	12
AK3_0_22060	39
AK3_102_4412	270
AK3_104_4412	1
AK3_10_0	23
AK3_10_4412	12
AK3_11_4412	0
AK3_12_0	21
AK3_136_26472	9
AK3_13_0	321
AK3_14_0	43
AK3_17_8824	0
AK3_19_26472	0
AK3_19_4412	56
AK3_1_26472	0
AK3_22_26472	198
AK3_24_0	14
AK4_0_0	126
AK4_0_72510	103
AK4_100_12085	147
AK4_102_72510	0
AK4_103_72510	207
AK4_104_72510	44
AK4_105_72510	60
AK4_106_72510	14
AK4_107_72510	37
AK4_108_12085	114
AK4_108_36255	1
AK4_108_72510	104
AK4_109_72510	72
AK4_10_72510	0
AK4_110_0	165
AK4_110_72510	31
AK5_0_0	88
AK5_111_238224	108
AK5_112_238224	147
AK5_113_238224	358
AK5_11_119112	25
AK5_122_238224	18
AK5_123_238224	90
AK5_126_238224	23
AK5_14_0	1
AK5_168_238224	0
AK5_175_0	41
AK5_175_238224	78
AK5_176_0	26
AK7_104_41706	26
AK7_105_41706	14
AK7_106_41706	40
AK7_107_55608	43
AK7_119_0	10
AK7_120_0	94
AK7_121_0	91
AK7_121_83412	0
AK7_122_0	84
AK7_122_13902	1
AK7_123_0	169
AK7_123_13902	5
AK7_123_83412	0
AK7_124_83412	123
AK7_125_83412	104
AK8_0_131316	32
AK8_10_87544	37
AK8_113_65658	48
AK8_115_131316	358
AK8_116_0	0
AK8_127_0	2
AK8_157_65658	194
AK8_167_109430	110
AK8_168_109430	20
AK8_173_109430	21
AK8_174_65658	43
AK8_177_131316	215
AK8_178_131316	125
AK8_179_131316	77
AK8_191_65658	66
AK8_192_0	109
AKAP11_0_29204	41
AKAP11_0_7301	5
AKAP11_104_0	76
AKAP11_104_29204	13
AKAP11_108_29204	31
AKAP11_114_0	130
AKAP11_115_0	33
AKAP11_11_29204	59
AKAP11_13_0	6
AKAP11_15_43806	35
AKAP11_17_14602	0
AKAP11_17_36505	30
AKAP11_18_36505	64
AKAP11_18_43806	142
AKAP11_19_36505	18
AKAP11_19_43806	3
AKAP13_1051_316104	37
AKAP13_113_316104	51
AKAP13_130_316104	0
AKAP13_131_210736	186
AKAP13_133_316104	16
AKAP13_144_316104	94
AKAP13_145_316104	18
AKAP13_146_316104	37
AKAP13_147_316104	38
AKAP13_148_316104	0
AKAP13_14_210736	18
AKAP13_165_316104	0
AKAP13_167_316104	79
AKAP13_168_316104	0
AKAP13_174_316104	54
AKAP1_0_15537	79
AKAP1_0_20716	48
AKAP1_100_0	0
AKAP1_101_0	71
AKAP1_101_20716	56
AKAP1_102_0	15
AKAP1_102_20716	50
AKAP1_103_0	87
AKAP1_103_20716	10
AKAP1_103_31074	0
AKAP1_104_0	12
AKAP1_104_20716	193
AKAP1_104_31074	25
AKAP1_105_0	10
AKAP1_105_20716	12
AKAP1_106_0	57
AKAP6_1005_143456	5
AKAP6_1006_143456	2
AKAP6_1007_143456	96
AKAP6_1011_143456	43
AKAP6_101_215184	199
AKAP6_103_215184	0
AKAP6_105_215184	15
AKAP6_108_215184	118
AKAP6_1140_215184	62
AKAP6_1153_215184	16
AKAP6_1155_0	19
AKAP6_130_143456	100
AKAP6_136_143456	7
AKAP6_137_143456	54
AKAP6_142_215184	196
AKAP6_143_143456	0
AKAP7_100_105625	19
AKAP7_104_126750	0
AKAP7_104_21125	39
AKAP7_105_126750	105
AKAP7_106_126750	94
AKAP7_107_126750	16
AKAP7_108_126750	13
AKAP7_10_21125	15
AKAP7_110_126750	24
AKAP7_111_126750	73
AKAP7_112_126750	0
AKAP7_113_126750	30
AKAP7_114_126750	80
AKAP7_116_126750	36
AKAP7_117_105625	47
AKAP7_117_126750	193
AKAP8_0_0	112
AKAP8_0_22638	108
AKAP8_101_18865	152
AKAP8_102_15092	166
AKAP8_102_18865	105
AKAP8_107_18865	104
AKAP8_10_0	118
AKAP8_117_15092	42
AKAP8_119_15092	33
AKAP8_11_0	44
AKAP8_124_22638	101
AKAP8_127_18865	49
AKAP8_128_18865	143
AKAP8_129_18865	21
AKAP8_129_22638	59
AKAP8_12_15092	15
AKT1_0_15084	84
AKT1_0_3771	154
AKT1_100_22626	27
AKT1_100_3771	123
AKT1_101_3771	72
AKT1_102_22626	34
AKT1_102_3771	30
AKT1_103_0	16
AKT1_103_22626	11
AKT1_103_3771	142
AKT1_104_0	157
AKT1_104_22626	77
AKT1_105_0	51
AKT1_105_18855	231
AKT1_106_0	116
AKT1_107_0	0
AKT2_0_0	329
AKT2_103_0	114
AKT2_104_0	399
AKT2_104_23664	38
AKT2_105_0	147
AKT2_106_0	126
AKT2_107_0	33
AKT2_107_15776	86
AKT2_108_0	29
AKT2_10_0	55
AKT2_10_7888	70
AKT2_110_23664	111
AKT2_111_0	263
AKT2_113_31552	51
AKT2_115_31552	111
AKT2_117_31552	88
AKT3_107_0	96
AKT3_113_259180	97
AKT3_122_51836	105
AKT3_126_51836	72
AKT3_129_155508	0
AKT3_134_259180	25
AKT3_150_103672	28
AKT3_172_155508	102
AKT3_195_0	2
AKT3_199_155508	20
AKT3_200_155508	181
AKT3_202_155508	19
AKT3_202_259180	3
AKT3_205_259180	10
AKT3_216_155508	107
AKT3_21_207344	104
ALDH18A1_0_36260	40
ALDH18A1_0_7252	0
ALDH18A1_101_14504	34
ALDH18A1_103_0	54
ALDH18A1_105_0	831
ALDH18A1_105_7252	31
ALDH18A1_106_36260	105
ALDH18A1_107_0	23
ALDH18A1_108_14504	115
ALDH18A1_108_7252	8
ALDH18A1_109_14504	27
ALDH18A1_109_7252	0
ALDH18A1_10_29008	42
ALDH18A1_110_7252	118
ALDH18A1_111_7252	114
ALK_0_104125	89
ALK_1002_0	94
ALK_1003_0	10
ALK_1004_0	34
ALK_1005_0	171
ALK_1101_624750	88
ALK_1105_624750	12
ALK_1106_624750	0
ALK_1107_624750	66
ALK_1113_624750	296
ALK_1114_624750	83
ALK_1116_624750	53
ALK_1117_624750	153
ALK_1119_624750	38
ALK_1120_624750	354
ALK_1124_624750	78
ALPK1_0_134670	501
ALPK1_100_134670	30
ALPK1_101_112225	257
ALPK1_101_134670	66
ALPK1_102_134670	20
ALPK1_102_44890	58
ALPK1_105_112225	71
ALPK1_10_134670	40
ALPK1_110_134670	69
ALPK1_111_134670	63
ALPK1_114_0	170
ALPK1_116_112225	136
ALPK1_11_134670	11
ALPK1_12_134670	10
ALPK1_12_44890	41
ALPK2_110_84408	392
ALPK2_118_105510	1
ALPK2_118_126612	0
ALPK2_119_126612	12
ALPK2_11_42204	91
ALPK2_120_126612	77
ALPK2_121_126612	113
ALPK2_122_126612	16
ALPK2_123_126612	147
ALPK2_124_126612	0
ALPK2_125_126612	151
ALPK2_126_105510	47
ALPK2_133_105510	58
ALPK2_135_42204	18
ALPK2_13_21102	63
ALPK2_144_126612	8
ALPK3_100_40570	54
ALPK3_100_48684	26
ALPK3_101_40570	36
ALPK3_101_48684	21
ALPK3_102_40570	15
ALPK3_102_48684	34
ALPK3_103_32456	32
ALPK3_103_40570	48
ALPK3_103_48684	30
ALPK3_107_40570	31
ALPK3_108_40570	6
ALPK3_109_40570	22
ALPK3_110_40570	122
AMHR2_0_0	0
AMHR2_0_1097	28
AMHR2_0_2194	3
AMHR2_0_5485	4
AMHR2_0_6582	27
AMHR2_10_0	45
AMHR2_10_1097	210
AMHR2_10_3291	23
AMHR2_10_4388	41
AMHR2_11_1097	94
AMHR2_11_3291	34
AMHR2_11_4388	290
AMHR2_11_5485	89
ANGPT4_0_0	270
ANGPT4_0_12480	0
ANGPT4_100_18720	99
ANGPT4_101_0	3
ANGPT4_102_0	50
ANGPT4_102_12480	109
ANGPT4_103_12480	140
ANGPT4_103_6240	54
ANGPT4_109_31200	450
ANGPT4_110_0	84
ANGPT4_111_0	94
ANGPT4_112_0	41
ANGPT4_112_6240	572
ANGPT4_113_0	30
ANGPT4_113_6240	211
ANGPT4_114_0	455
ANKK1_0_0	690
ANKK1_0_10818	88
ANKK1_0_7212	3
ANKK1_100_10818	157
ANKK1_10_0	378
ANKK1_10_10818	45
ANKK1_10_3606	111
ANKK1_10_5409	115
ANKK1_11_10818	11
ANKK1_11_5409	146
ANKK1_12_0	143
ANKK1_12_10818	47
ANKK1_12_5409	72
ANKK1_12_9015	56
ANKK1_13_10818	67
ANKK1_13_1803	182
APAF1_112_12898	33
APAF1_171_12898	27
APAF1_172_12898	10
APAF1_174_12898	15
APAF1_19_12898	113
APAF1_22_12898	40
APAF1_24_12898	76
APAF1_53_12898	18
APAF1_54_12898	14
APAF1_56_12898	48
APAF1_76_12898	32
APAF1_81_12898	0
APAF1_83_12898	10
APPL1_0_13066	0
APPL1_0_6533	0
APPL1_101_13066	85
APPL1_102_13066	39
APPL1_104_0	28
APPL1_108_13066	20
APPL1_118_0	3
APPL1_11_19599	117
APPL1_123_0	3
APPL1_124_0	28
APPL1_125_0	271
APPL1_126_0	94
APPL1_12_19599	34
APPL1_132_0	241
APPL1_14_26132	13
ARAF_0_0	41
ARAF_0_1541	3
ARAF_0_3082	17
ARAF_0_7705	44
ARAF_0_9246	105
ARAF_10_1541	38
ARAF_10_9246	42
ARAF_11_0	6
ARAF_11_1541	101
ARAF_12_1541	34
ARAF_12_3082	28
ARAF_13_1541	16
ARAF_13_7705	59
ARAF_14_1541	104
ARAF_15_3082	0
ARAF_15_9246	23
ASB14_0_10428	5
ASB14_0_13904	32
ASB14_0_20856	93
ASB14_10_3476	0
ASB14_11_13904	52
ASB14_12_17380	12
ASB14_12_20856	90
ASB14_12_6952	118
ASB14_13_13904	52
ASB14_13_17380	97
ASB14_14_13904	218
ASB14_14_17380	19
ASB14_14_3476	2
ASB14_14_6952	19
ASB14_15_17380	42
ATM_0_20946	221
ATM_104_62838	162
ATM_106_0	2
ATM_106_41892	0
ATM_107_41892	94
ATM_108_62838	40
ATM_109_0	83
ATM_109_62838	52
ATM_10_0	38
ATM_113_20946	8
ATM_114_20946	0
ATM_116_20946	30
ATM_117_0	60
ATM_117_41892	140
ATM_118_0	98
ATM_119_0	27
ATR_0_0	606
ATR_0_37026	0
ATR_0_74052	60
ATR_101_74052	8
ATR_102_0	32
ATR_103_0	77
ATR_105_92565	131
ATR_107_92565	5
ATR_108_92565	18
ATR_109_37026	23
ATR_109_92565	38
ATR_110_37026	127
ATR_111_0	48
ATR_111_111078	36
ATR_111_37026	89
ATR_112_37026	96
AURKA_0_0	141
AURKA_101_19668	170
AURKA_104_19668	118
AURKA_10_13112	244
AURKA_116_19668	73
AURKA_11_0	133
AURKA_11_16390	47
AURKA_11_19668	82
AURKA_12_16390	48
AURKA_12_19668	10
AURKA_13_13112	172
AURKA_13_16390	0
AURKA_13_6556	9
AURKA_14_19668	53
AURKA_15_13112	40
AURKB_0_0	108
AURKB_0_1674	5
AURKB_0_2511	156
AURKB_0_5022	14
AURKB_0_837	16
AURKB_10_0	41
AURKB_10_1674	43
AURKB_10_2511	23
AURKB_10_3348	128
AURKB_10_5022	2
AURKB_11_1674	27
AURKB_11_2511	18
AURKB_11_4185	40
AURKB_11_5022	93
AURKB_11_837	15
AURKB_12_0	85
AURKC_0_0	9
AURKC_0_1296	82
AURKC_0_1944	67
AURKC_0_3888	181
AURKC_0_648	81
AURKC_10_0	19
AURKC_10_1296	118
AURKC_10_1944	38
AURKC_10_3240	24
AURKC_10_3888	112
AURKC_10_648	137
AURKC_11_0	43
AURKC_11_1296	115
AURKC_11_1944	101
AURKC_11_3240	52
AVPR1A_0_1630	0
AVPR1A_0_2445	6
AVPR1A_0_3260	0
AVPR1A_0_4075	2
AVPR1A_0_4890	37
AVPR1A_0_815	5
AVPR1A_10_4890	33
AVPR1A_10_815	31
AVPR1A_11_0	26
AVPR1A_11_4075	0
AVPR1A_11_4890	338
AVPR1A_11_815	14
AVPR1A_12_4075	207
AVPR1A_12_4890	136
AVPR1B_2_6858	58
AVPR1B_34_6858	103
AVPR1B_36_6858	54
AVPR1B_37_6858	134
AVPR1B_39_6858	29
AVPR1B_3_6858	196
AVPR1B_40_6858	135
AVPR1B_41_6858	38
AVPR1B_42_6858	39
AVPR1B_44_6858	96
AVPR1B_45_6858	215
AVPR1B_60_6858	14
AXL_0_18240	23
AXL_101_24320	60
AXL_101_30400	1
AXL_101_36480	24
AXL_102_24320	12
AXL_102_36480	219
AXL_103_36480	206
AXL_104_36480	256
AXL_107_12160	0
AXL_10_0	706
AXL_110_0	49
AXL_110_12160	41
AXL_110_30400	6
AXL_111_12160	4
AXL_111_36480	237
AXL_111_6080	33
AZU1_0_1976	0
AZU1_0_2964	39
AZU1_10_1976	110
AZU1_10_4940	202
AZU1_10_5928	51
AZU1_11_1976	162
AZU1_11_5928	119
AZU1_12_1976	62
AZU1_12_2964	88
AZU1_13_1976	201
AZU1_14_5928	36
AZU1_15_5928	40
AZU1_16_1976	80
AZU1_16_5928	40
AZU1_17_5928	71
AZU1_18_5928	345
BAD_0_0	95
BAD_104_0	0
BAD_19_0	33
BAD_20_0	23
BAD_28_0	162
BAD_2_0	25
BAD_3_0	117
BAD_47_0	12
BAD_4_0	46
BAD_5_0	26
BAD_68_0	31
BAD_82_0	0
BAD_99_0	11
BAK1_13_1098	12
BAK1_15_1098	199
BAK1_16_1098	170
BAK1_17_2196	69
BAK1_18_1098	267
BAK1_29_1098	75
BAK1_30_1098	74
BAK1_37_1098	173
BAK1_39_1098	79
BAK1_43_1098	72
BAK1_44_1098	78
BAK1_46_1098	63
BAK1_7_1098	70
BAX_10_5982	34
BAX_11_5982	299
BAX_18_5982	20
BAX_36_5982	245
BAX_3_5982	102
BAX_44_5982	85
BAX_45_5982	238
BAX_46_5982	132
BAX_47_5982	66
BAX_8_5982	242
BAX_9_5982	107
BBC3_0_0	93
BBC3_1_0	5
BBC3_25_0	223
BBC3_26_0	243
BBC3_2_0	72
BBC3_46_0	11
BBC3_47_0	3
BBC3_48_0	29
BBC3_60_0	49
BBC3_61_0	50
BBC3_62_0	91
BBC3_63_0	74
BBC3_64_0	30
BCKDK_0_1908	102
BCKDK_0_2862	44
BCKDK_0_3816	205
BCKDK_0_5724	91
BCKDK_10_0	0
BCKDK_10_1908	24
BCKDK_10_2862	8
BCKDK_10_3816	0
BCKDK_10_4770	22
BCKDK_10_5724	9
BCKDK_11_0	3
BCKDK_11_1908	46
BCKDK_11_2862	33
BCKDK_11_3816	155
BCKDK_11_4770	14
BCKDK_11_5724	32
BCL2A1_15_9048	28
BCL2A1_17_9048	43
BCL2A1_1_9048	82
BCL2A1_29_6032	521
BCL2A1_2_9048	43
BCL2A1_3_9048	19
BCL2A1_4_0	0
BCL2A1_5_9048	188
BCL2A1_6_9048	248
BCL2A1_7_9048	137
BCL2A1_8_6032	225
BCL2A1_8_9048	12
BCL2L10_0_0	9
BCL2L10_0_501	0
BCL2L10_1_0	214
BCL2L10_1_501	60
BCL2L10_2_0	72
BCL2L10_3_0	4
BCL2L10_3_501	5
BCL2L10_4_0	18
BCL2L10_5_0	79
BCL2L10_6_0	3
BCL2L10_7_0	33
BCL2L10_8_0	25
BCL2L11_106_42054	0
BCL2L11_107_42054	23
BCL2L11_108_42054	162
BCL2L11_109_42054	40
BCL2L11_110_42054	46
BCL2L11_111_42054	48
BCL2L11_112_42054	26
BCL2L11_24_42054	39
BCL2L11_25_42054	5
BCL2L11_27_42054	278
BCL2L11_28_42054	174
BCL2L11_29_42054	53
BCL2L12_15_7152	37
BCL2L12_32_3576	40
BCL2L12_32_4768	161
BCL2L12_33_3576	180
BCL2L12_34_3576	129
BCL2L12_35_3576	254
BCL2L12_36_3576	150
BCL2L12_37_3576	321
BCL2L12_38_3576	137
BCL2L12_38_7152	110
BCL2L12_39_7152	140
BCL2L12_42_4768	401
BCL2L12_8_4768	26
BCL2L13_10_87228	98
BCL2L13_113_72690	72
BCL2L13_115_72690	85
BCL2L13_117_72690	12
BCL2L13_125_72690	151
BCL2L13_126_72690	2
BCL2L13_177_87228	109
BCL2L13_180_87228	352
BCL2L13_23_87228	9
BCL2L13_27_87228	21
BCL2L13_28_87228	18
BCL2L13_29_87228	43
BCL2L13_9_87228	106
BCL2L14_123_46068	16
BCL2L14_124_46068	2
BCL2L14_125_46068	89
BCL2L14_127_46068	11
BCL2L14_128_46068	56
BCL2L14_129_46068	4
BCL2L14_351_46068	5
BCL2L14_352_46068	0
BCL2L14_353_46068	0
BCL2L14_354_46068	52
BCL2L14_355_46068	36
BCL2L14_356_46068	73
BCL2L14_358_46068	205
BCL2L1_123_0	4
BCL2L1_129_0	194
BCL2L1_14_0	35
BCL2L1_161_0	32
BCL2L1_163_0	51
BCL2L1_164_0	46
BCL2L1_165_0	110
BCL2L1_1_0	27
BCL2L1_2_0	26
BCL2L1_326_0	328
BCL2L1_329_0	11
BCL2L1_3_0	14
BCL2L1_94_0	210
BCL2L2_16_7408	45
BCL2L2_19_7408	46
BCL2L2_21_7408	36
BCL2L2_22_7408	62
BCL2L2_28_3704	83
BCL2L2_30_5556	102
BCL2L2_33_5556	17
BCL2L2_39_3704	317
BCL2L2_55_7408	17
BCL2L2_56_3704	189
BCL2L2_72_7408	114
BCL2L2_73_7408	18
BCL2L2_81_7408	0
BCL2_265_0	75
BCL2_270_0	224
BCL2_273_0	39
BCL2_275_0	56
BCL2_276_0	67
BCL2_280_0	97
BCL2_285_0	307
BCL2_633_0	2
BCL2_636_0	77
BCL2_637_0	62
BCL2_640_0	101
BCL2_662_0	70
BCL2_663_0	25
BCL3_17_7048	125
BCL3_39_3524	350
BCL3_3_8810	26
BCL3_49_0	27
BCL3_49_3524	113
BCL3_51_3524	71
BCL3_54_0	83
BCL3_55_10572	64
BCL3_77_10572	22
BCL3_78_0	161
BCL3_90_10572	37
BCL6B_13_5190	4
BCL6B_15_5190	29
BCL6B_16_5190	20
BCL6B_18_5190	42
BCL6B_19_5190	261
BCL6B_1_5190	22
BCL6B_21_5190	26
BCL6B_25_4152	220
BCL6B_25_5190	0
BCL6B_26_5190	3
BCL6B_33_4152	108
BCL6B_4_5190	36
BCL6B_5_5190	0
BCL6_22_10434	13
BCL6_23_10434	41
BCL6_24_10434	8
BCL6_50_13912	56
BCL6_51_13912	72
BCL6_52_13912	72
BCL6_53_13912	17
BCL6_54_13912	44
BCL6_55_13912	19
BCL6_56_10434	11
BCL6_56_13912	18
BCL6_6_13912	0
BCL6_8_13912	191
BCL7A_106_36528	110
BCL7A_107_36528	26
BCL7A_144_36528	140
