sgRNA	Count
CSNK1A1L_17_2000	130
CSNK1A1L_18_2000	7
CSNK1A1L_19_2000	69
CSNK1A1L_1_0	252
CSNK1A1L_1_1200	179
CSNK1A1_0_33852	93
CSNK1A1_0_50778	46
CSNK1A1_100_50778	146
CSNK1A1_101_50778	64
CSNK1A1_102_50778	287
CSNK1A1_103_16926	31
CSNK1A1_103_50778	5
CSNK1A1_105_0	59
CSNK1A1_105_50778	0
CSNK1A1_106_50778	0
CSNK1A1_107_50778	64
CSNK1A1_109_50778	439
CSNK1A1_10_25389	39
CSNK1A1_10_50778	364
CSNK1A1_111_33852	61
CSNK1A1_111_50778	19
CSNK1D_102_29748	113
CSNK1D_108_19832	226
CSNK1D_109_19832	1
CSNK1D_109_24790	28
CSNK1D_110_24790	130
CSNK1D_112_29748	131
CSNK1D_113_24790	183
CSNK1D_118_24790	50
CSNK1D_120_19832	8
CSNK1D_127_29748	57
CSNK1D_12_24790	147
CSNK1D_12_29748	40
CSNK1D_132_19832	161
CSNK1D_139_19832	20
CSNK1D_13_24790	101
CSNK1D_140_24790	110
CSNK1E_0_0	26
CSNK1E_109_0	52
CSNK1E_10_0	0
CSNK1E_10_15404	181
CSNK1E_113_0	54
CSNK1E_114_0	5
CSNK1E_117_0	280
CSNK1E_118_0	85
CSNK1E_118_30808	19
CSNK1E_119_0	276
CSNK1E_11_15404	88
CSNK1E_120_0	223
CSNK1E_120_15404	127
CSNK1E_121_0	167
CSNK1E_122_15404	71
CSNK1E_123_0	20
CSNK1G1_111_0	71
CSNK1G1_145_0	113
CSNK1G1_14_0	221
CSNK1G1_16_0	130
CSNK1G1_180_0	143
CSNK1G1_183_0	37
CSNK1G1_187_0	22
CSNK1G1_189_0	68
CSNK1G1_190_0	82
CSNK1G1_192_0	131
CSNK1G1_194_0	15
CSNK1G1_196_0	17
CSNK1G1_198_0	2
CSNK1G1_199_0	93
CSNK1G2_0_34410	221
CSNK1G2_100_34410	72
CSNK1G2_102_34410	342
CSNK1G2_104_34410	20
CSNK1G2_105_34410	123
CSNK1G2_107_34410	29
CSNK1G2_108_34410	146
CSNK1G2_109_34410	103
CSNK1G2_10_0	276
CSNK1G2_110_28675	175
CSNK1G2_110_34410	301
CSNK1G2_111_34410	11
CSNK1G2_113_11470	3
CSNK1G2_113_34410	35
CSNK1G2_114_34410	99
CSNK1G3_100_74960	201
CSNK1G3_109_74960	20
CSNK1G3_10_59968	145
CSNK1G3_110_59968	43
CSNK1G3_114_29984	2
CSNK1G3_117_74960	27
CSNK1G3_11_44976	41
CSNK1G3_121_29984	46
CSNK1G3_123_14992	133
CSNK1G3_124_74960	43
CSNK1G3_127_74960	311
CSNK1G3_131_14992	23
CSNK1G3_135_14992	519
CSNK1G3_138_44976	24
CSNK1G3_140_14992	21
CSNK1G3_141_59968	47
CSNK2A1_0_0	57
CSNK2A1_100_9338	4
CSNK2A1_101_56028	2
CSNK2A1_102_37352	268
CSNK2A1_103_0	245
CSNK2A1_104_0	0
CSNK2A1_104_56028	82
CSNK2A1_107_0	102
CSNK2A1_107_28014	0
CSNK2A1_109_0	268
CSNK2A1_110_0	0
CSNK2A1_111_9338	129
CSNK2A1_112_0	26
CSNK2A1_113_0	6
CSNK2A1_114_0	36
CSNK2A2_100_0	31
CSNK2A2_102_11432	118
CSNK2A2_103_11432	63
CSNK2A2_104_11432	47
CSNK2A2_105_0	32
CSNK2A2_105_11432	92
CSNK2A2_106_11432	23
CSNK2A2_107_0	0
CSNK2A2_107_11432	29
CSNK2A2_108_0	0
CSNK2A2_108_11432	90
CSNK2A2_109_0	196
CSNK2A2_109_17148	13
CSNK2A2_115_17148	62
CSNK2A2_11_0	107
CYCS_0_2256	371
CYCS_11_1504	44
CYCS_13_1504	0
CYCS_1_2256	113
CYCS_2_0	42
CYCS_2_2256	237
CYCS_3_1504	36
CYCS_4_752	30
CYCS_5_0	24
CYCS_5_2256	95
CYCS_8_1504	78
CYCS_9_0	89
DAK_0_11476	378
DAK_0_8607	41
DAK_100_14345	209
DAK_100_8607	0
DAK_101_14345	128
DAK_101_8607	1
DAK_102_11476	17
DAK_102_14345	311
DAK_102_8607	216
DAK_103_14345	108
DAK_103_8607	41
DAK_104_11476	120
DAK_104_14345	217
DAK_105_11476	18
DAK_105_14345	0
DAK_106_11476	30
DAPK1_100_151010	204
DAPK1_105_151010	86
DAPK1_110_181212	49
DAPK1_111_181212	121
DAPK1_115_151010	34
DAPK1_117_0	97
DAPK1_117_120808	75
DAPK1_117_60404	55
DAPK1_118_0	85
DAPK1_120_0	86
DAPK1_122_151010	287
DAPK1_124_181212	0
DAPK1_125_181212	14
DAPK1_126_0	11
DAPK1_127_181212	212
DAPK2_100_0	267
DAPK2_101_0	141
DAPK2_102_0	101
DAPK2_104_0	59
DAPK2_106_0	11
DAPK2_109_70713	0
DAPK2_115_0	65
DAPK2_115_117855	37
DAPK2_116_0	106
DAPK2_116_94284	0
DAPK2_119_0	354
DAPK2_119_70713	65
DAPK2_121_0	151
DAPK2_125_47142	5
DAPK2_126_47142	71
DAPK2_127_47142	39
DAPK3_0_0	232
DAPK3_0_5430	90
DAPK3_0_7240	31
DAPK3_100_0	198
DAPK3_101_0	185
DAPK3_102_0	446
DAPK3_103_0	30
DAPK3_104_0	375
DAPK3_10_0	6
DAPK3_10_10860	167
DAPK3_10_1810	315
DAPK3_11_0	111
DAPK3_11_1810	14
DAPK3_11_7240	73
DAPK3_12_0	154
DAPK3_12_1810	70
DBF4_0_0	0
DBF4_0_9520	43
DBF4_10_0	80
DBF4_11_0	68
DBF4_12_28560	32
DBF4_13_0	114
DBF4_13_28560	166
DBF4_13_9520	0
DBF4_14_4760	43
DBF4_15_0	212
DBF4_15_9520	46
DBF4_16_28560	563
DBF4_16_4760	208
DBF4_17_23800	50
DBF4_17_28560	29
DBF4_18_28560	72
DCK_0_32892	16
DCK_1_32892	0
DCK_21_32892	44
DCK_22_32892	1
DCK_23_32892	0
DCK_26_32892	22
DCK_27_32892	56
DCK_28_32892	0
DCK_29_27410	76
DCK_29_32892	72
DCK_2_32892	141
DCK_30_27410	0
DCK_30_32892	66
DCK_31_27410	287
DCLK1_0_0	628
DCLK1_100_51424	222
DCLK1_122_0	104
DCLK1_125_51424	22
DCLK1_126_51424	11
DCLK1_127_0	132
DCLK1_131_0	3
DCLK1_131_51424	84
DCLK1_133_0	11
DCLK1_133_308544	17
DCLK1_134_51424	23
DCLK1_136_51424	39
DCLK1_137_51424	39
DCLK1_138_51424	24
DCLK1_139_51424	103
DCLK2_100_102388	105
DCLK2_101_153582	17
DCLK2_102_153582	169
DCLK2_104_102388	75
DCLK2_10_0	190
DCLK2_114_127985	121
DCLK2_141_51194	13
DCLK2_141_76791	22
DCLK2_142_76791	273
DCLK2_143_76791	0
DCLK2_157_153582	315
DCLK2_15_127985	113
DCLK2_168_0	45
DCLK2_169_0	84
DCLK2_170_0	50
DCLK3_0_0	0
DCLK3_0_23514	3
DCLK3_0_7838	208
DCLK3_100_23514	157
DCLK3_102_23514	18
DCLK3_103_23514	184
DCLK3_104_23514	67
DCLK3_105_23514	505
DCLK3_106_23514	66
DCLK3_10_0	140
DCLK3_10_19595	32
DCLK3_10_23514	44
DCLK3_11_0	108
DCLK3_11_15676	0
DCLK3_11_19595	207
DCLK3_11_23514	55
DDR2_0_127782	138
DDR2_101_127782	239
DDR2_102_127782	16
DDR2_106_21297	452
DDR2_107_21297	13
DDR2_114_85188	53
DDR2_116_21297	0
DDR2_124_85188	52
DDR2_125_0	80
DDR2_128_42594	196
DDR2_135_106485	46
DDR2_135_127782	8
DDR2_136_127782	0
DDR2_139_106485	50
DFFA_12_0	145
DFFA_19_4572	36
DFFA_23_2286	175
DFFA_25_0	15
DFFA_30_0	403
DFFA_32_0	12
DFFA_34_0	44
DFFA_4_0	143
DFFA_5_0	81
DFFA_66_4572	4
DFFB_21_24126	10
DFFB_47_24126	55
DFFB_49_24126	187
DFFB_51_24126	404
DFFB_53_24126	33
DFFB_54_24126	92
DFFB_56_24126	60
DFFB_58_24126	5
DFFB_72_12063	67
DFFB_99_24126	102
DGCR14_0_2057	168
DGCR14_0_4114	0
DGCR14_0_6171	22
DGCR14_104_8228	90
DGCR14_105_8228	0
DGCR14_106_8228	39
DGCR14_107_8228	204
DGCR14_10_12342	563
DGCR14_10_2057	2
DGCR14_112_8228	23
DGCR14_11_12342	538
DGCR14_11_8228	27
DGCR14_13_8228	337
DGCR14_14_10285	8
DGCR14_14_12342	392
DGKA_0_11445	64
DGKA_0_15260	153
DGKA_0_7630	68
DGKA_100_11445	90
DGKA_100_22890	68
DGKA_100_7630	36
DGKA_101_11445	105
DGKA_101_22890	32
DGKA_101_3815	60
DGKA_101_7630	66
DGKA_102_11445	140
DGKA_102_22890	234
DGKA_102_3815	23
DGKA_102_7630	54
DGKA_103_11445	1
DGKB_1013_355602	28
DGKB_1023_0	256
DGKB_1026_0	14
DGKB_1035_0	164
DGKB_1037_237068	122
DGKB_1060_355602	95
DGKB_1061_355602	283
DGKB_1073_355602	11
DGKB_1074_355602	81
DGKB_1075_355602	148
DGKB_1076_355602	19
DGKB_107_237068	0
DGKB_1105_0	136
DGKB_1110_474136	25
DGKB_1135_0	40
DGKD_103_100794	247
DGKD_103_50397	0
DGKD_104_100794	385
DGKD_105_100794	1
DGKD_106_100794	54
DGKD_107_100794	93
DGKD_107_67196	46
DGKD_108_100794	202
DGKD_108_67196	15
DGKD_109_100794	54
DGKD_10_83995	121
DGKD_113_100794	57
DGKD_114_100794	17
DGKD_114_50397	0
DGKD_115_100794	119
DGKD_115_50397	146
DGKE_10_24695	0
DGKE_10_29634	20
DGKE_12_4939	0
DGKE_13_29634	143
DGKE_14_24695	190
DGKE_14_29634	8
DGKE_14_4939	34
DGKE_15_9878	137
DGKE_17_24695	42
DGKE_18_19756	42
DGKE_18_9878	579
DGKG_100_183265	1
DGKG_100_36653	338
DGKG_101_183265	63
DGKG_101_36653	137
DGKG_102_36653	0
DGKG_1030_146612	80
DGKG_1033_146612	21
DGKG_1034_146612	27
DGKG_1035_146612	4
DGKG_103_146612	120
DGKG_103_36653	86
DGKG_1041_146612	211
DGKG_104_146612	61
DGKG_104_36653	66
DGKG_105_146612	183
DGKG_105_36653	198
DGKI_0_392808	26
DGKI_1005_196404	142
DGKI_1006_196404	9
DGKI_1024_0	267
DGKI_1025_0	158
DGKI_1026_0	143
DGKI_1027_0	69
DGKI_1027_261872	1
DGKI_1029_0	0
DGKI_1030_0	11
DGKI_1031_0	83
DGKI_1032_0	91
DGKI_1045_327340	497
DGKI_104_130936	86
DGKI_104_196404	0
DGKQ_0_12003	168
DGKQ_0_8002	57
DGKQ_105_4001	114
DGKQ_106_8002	224
DGKQ_107_4001	0
DGKQ_108_4001	47
DGKQ_109_4001	319
DGKQ_110_4001	133
DGKQ_111_16004	3
DGKQ_111_8002	376
DGKQ_115_16004	189
DGKQ_118_0	130
DGKQ_119_4001	16
DGKQ_120_8002	63
DGKQ_122_16004	0
DGKZ_0_34035	249
DGKZ_100_27228	17
DGKZ_100_40842	117
DGKZ_101_0	75
DGKZ_106_40842	121
DGKZ_107_40842	58
DGKZ_108_40842	226
DGKZ_109_40842	75
DGKZ_10_34035	87
DGKZ_110_0	22
DGKZ_110_40842	123
DGKZ_112_40842	30
DGKZ_113_27228	128
DGKZ_113_40842	146
DGKZ_114_40842	97
DGKZ_115_40842	6
DGUOK_0_0	20
DGUOK_0_9180	37
DGUOK_100_0	410
DGUOK_10_0	17
DGUOK_10_18360	71
DGUOK_11_0	12
DGUOK_11_4590	4
DGUOK_16_18360	18
DGUOK_16_4590	85
DGUOK_17_18360	65
DGUOK_17_9180	44
DGUOK_19_13770	364
DGUOK_19_9180	87
DGUOK_23_9180	98
DGUOK_24_13770	60
DGUOK_25_0	11
DLG1_0_0	48
DLG1_105_0	43
DLG1_113_0	88
DLG1_115_0	22
DLG1_116_0	70
DLG1_117_0	340
DLG1_120_0	10
DLG1_121_0	200
DLG1_122_0	1
DLG1_123_0	6
DLG1_124_0	101
DLG1_125_0	212
DLG1_130_0	19
DLG1_130_36677	282
DLG2_1016_620890	365
DLG2_102_0	82
DLG2_104_0	62
DLG2_1107_0	0
DLG2_1117_620890	30
DLG2_1118_620890	279
DLG2_1120_0	29
DLG2_1122_620890	43
DLG2_1123_620890	39
DLG2_1160_0	344
DLG2_1211_1552225	99
DLG2_1219_620890	114
DLG2_1223_1241780	49
DLG2_1312_0	0
DLG2_1319_1552225	108
DLG2_1321_1552225	103
DLG3_0_51960	20
DLG3_100_51960	17
DLG3_101_25980	113
DLG3_101_51960	133
DLG3_102_34640	40
DLG3_102_51960	406
DLG3_103_0	80
DLG3_104_43300	21
DLG3_104_8660	147
DLG3_108_51960	148
DLG3_109_51960	46
DLG3_110_0	81
DLG3_110_51960	20
DLG3_111_51960	184
DLG3_114_0	374
DLG4_0_12774	53
DLG4_0_25548	246
DLG4_102_0	126
DLG4_103_0	10
DLG4_105_12774	273
DLG4_106_12774	4
DLG4_106_4258	0
DLG4_107_12774	199
DLG4_107_21290	38
DLG4_108_0	170
DLG4_108_12774	176
DLG4_108_21290	0
DLG4_108_4258	140
DLG4_109_0	32
DLG4_109_12774	64
DLG4_109_17032	266
DMPK_100_7332	164
DMPK_105_1833	54
DMPK_11_1833	2
DMPK_11_7332	73
DMPK_12_7332	15
DMPK_13_7332	126
DMPK_14_1833	132
DMPK_14_7332	15
DMPK_15_7332	52
DMPK_16_7332	82
DMPK_17_1833	67
DMPK_18_1833	81
DMPK_19_1833	166
DMPK_19_7332	63
DMPK_1_1833	32
DNAJC3_104_50505	111
DNAJC3_107_0	34
DNAJC3_109_33670	54
DNAJC3_120_101010	158
DNAJC3_120_16835	10
DNAJC3_124_101010	237
DNAJC3_131_0	61
DNAJC3_133_67340	76
DNAJC3_134_67340	10
DNAJC3_136_0	52
DNAJC3_138_33670	47
DNAJC3_13_16835	101
DNAJC3_143_33670	47
DNAJC3_155_101010	10
DOK1_0_6090	40
DOK1_0_7308	224
DOK1_10_7308	34
DOK1_12_7308	142
DOK1_14_7308	477
DOK1_15_7308	107
DOK1_16_7308	529
DOK1_18_7308	99
DOK1_19_7308	45
DOK1_1_6090	132
DOK1_1_7308	120
DOK1_20_7308	141
DOK1_21_7308	214
DOK1_22_6090	38
DOK1_22_7308	413
DOK1_23_6090	10
DTYMK_0_1607	116
DTYMK_0_3214	146
DTYMK_0_9642	252
DTYMK_10_0	138
DTYMK_10_4821	52
DTYMK_10_9642	189
DTYMK_11_0	82
DTYMK_11_9642	6
DTYMK_12_0	20
DTYMK_12_9642	458
DTYMK_13_0	78
DTYMK_13_9642	373
DTYMK_14_0	78
DTYMK_14_3214	114
DTYMK_14_4821	174
DUSP10_0_0	116
DUSP10_0_34926	116
DUSP10_100_34926	162
DUSP10_101_0	61
DUSP10_101_34926	1
DUSP10_103_34926	56
DUSP10_104_34926	101
DUSP10_105_34926	108
DUSP10_106_34926	110
DUSP10_108_34926	106
DUSP10_109_0	0
DUSP10_10_23284	0
DUSP10_10_5821	128
DUSP10_111_0	50
DUSP10_111_17463	5
DUSP10_114_34926	153
DUSP22_0_34128	184
DUSP22_100_51192	15
DUSP22_101_25596	11
DUSP22_101_51192	54
DUSP22_102_51192	20
DUSP22_103_25596	105
DUSP22_103_51192	324
DUSP22_104_51192	0
DUSP22_105_51192	203
DUSP22_106_17064	42
DUSP22_106_51192	31
DUSP22_107_51192	29
DUSP22_108_25596	78
DUSP22_110_51192	0
DUSP22_111_51192	10
DUSP2_0_0	84
DUSP2_0_1137	83
DUSP2_0_1516	23
DUSP2_0_1895	141
DUSP2_0_379	37
DUSP2_0_758	40
DUSP2_10_0	39
DUSP2_10_1516	112
DUSP2_10_1895	125
DUSP2_10_379	383
DUSP2_10_758	72
DUSP2_11_1516	0
DUSP2_11_1895	218
DUSP2_11_379	19
DUSP2_11_758	301
DUSP2_12_1516	7
DUSP4_0_0	115
DUSP4_0_12570	0
DUSP4_0_2514	224
DUSP4_101_15084	43
DUSP4_102_15084	131
DUSP4_104_15084	39
DUSP4_105_15084	309
DUSP4_106_15084	0
DUSP4_107_15084	106
DUSP4_108_15084	8
DUSP4_109_15084	8
DUSP4_10_0	174
DUSP4_10_10056	61
DUSP4_10_15084	125
DUSP4_10_2514	49
DUSP4_110_15084	0
DUSP5_0_0	103
DUSP5_0_11748	172
DUSP5_0_3916	96
DUSP5_0_7832	154
DUSP5_0_9790	288
DUSP5_10_11748	24
DUSP5_10_3916	94
DUSP5_11_11748	107
DUSP5_11_3916	2
DUSP5_12_0	416
DUSP5_12_11748	25
DUSP5_13_0	69
DUSP5_13_3916	62
DUSP5_13_5874	101
DUSP5_13_9790	23
DUSP5_14_0	49
DUSP6_0_0	315
DUSP6_0_1724	14
DUSP6_0_2586	231
DUSP6_0_3448	40
DUSP6_0_4310	182
DUSP6_0_5172	76
DUSP6_0_862	64
DUSP6_10_1724	0
DUSP6_10_2586	202
DUSP6_10_3448	251
DUSP6_10_4310	35
DUSP6_10_5172	105
DUSP6_11_0	68
DUSP6_11_1724	6
DUSP6_11_2586	34
DUSP7_0_0	281
DUSP7_0_1090	137
DUSP7_0_2180	82
DUSP7_0_5450	101
DUSP7_0_6540	269
DUSP7_10_1090	134
DUSP7_10_2180	109
DUSP7_10_3270	127
DUSP7_11_0	92
DUSP7_11_1090	29
DUSP7_11_4360	81
DUSP7_12_2180	336
DUSP7_12_4360	113
DUSP7_12_6540	128
DUSP7_13_1090	100
DUSP7_13_3270	44
DUSP8_0_15318	21
DUSP8_104_0	50
DUSP8_104_10212	257
DUSP8_104_2553	11
DUSP8_105_0	46
DUSP8_107_0	181
DUSP8_107_10212	70
DUSP8_107_15318	59
DUSP8_107_2553	193
DUSP8_107_7659	51
DUSP8_108_10212	227
DUSP8_108_2553	13
DUSP8_109_2553	78
DUSP8_109_5106	259
DUSP8_113_0	112
DUSP8_113_10212	129
DVL2_32_2628	683
DVL2_33_2628	58
DVL2_35_2628	137
DVL2_43_0	90
DVL2_44_0	124
DVL2_5_2628	39
DVL2_69_0	262
DVL2_70_0	131
DVL2_71_0	227
DVL2_74_0	46
DVL2_75_0	53
DVL2_80_0	34
DVL2_82_0	143
DYRK1A_100_127242	60
DYRK1A_101_127242	26
DYRK1A_102_127242	1
DYRK1A_103_127242	15
DYRK1A_104_127242	49
DYRK1A_105_127242	34
DYRK1A_109_0	56
DYRK1A_119_42414	172
DYRK1A_132_106035	17
DYRK1A_133_84828	108
DYRK1A_134_63621	80
DYRK1A_136_0	41
DYRK1A_136_106035	147
DYRK1A_138_106035	69
DYRK1A_138_127242	68
DYRK1B_0_0	50
DYRK1B_0_1264	53
DYRK1B_0_2528	0
DYRK1B_0_3792	160
DYRK1B_0_6320	227
DYRK1B_10_0	70
DYRK1B_10_1264	84
DYRK1B_10_2528	99
DYRK1B_10_3792	74
DYRK1B_10_5056	0
DYRK1B_11_0	140
DYRK1B_11_1264	21
DYRK1B_11_2528	84
DYRK1B_11_3792	103
DYRK1B_11_5056	36
DYRK1B_12_0	34
DYRK2_0_9752	224
DYRK2_100_0	67
DYRK2_101_0	13
DYRK2_103_0	169
DYRK2_104_0	297
DYRK2_105_0	99
DYRK2_108_0	145
DYRK2_10_2438	75
DYRK2_10_7314	196
DYRK2_10_9752	180
DYRK2_11_0	67
DYRK2_11_7314	0
DYRK2_12_0	126
DYRK2_12_7314	338
DYRK2_12_9752	585
DYRK4_102_29688	163
DYRK4_102_7422	0
DYRK4_103_37110	2
DYRK4_103_7422	15
DYRK4_104_29688	166
DYRK4_104_37110	1
DYRK4_104_7422	48
DYRK4_105_29688	95
DYRK4_106_0	122
DYRK4_106_29688	47
DYRK4_107_22266	17
DYRK4_108_14844	143
DYRK4_108_29688	320
DYRK4_110_29688	116
DYRK4_110_37110	60
EDN2_0_0	22
EDN2_0_1684	16
EDN2_0_4210	20
EDN2_0_5052	49
EDN2_0_842	162
EDN2_10_0	283
EDN2_10_2526	0
EDN2_10_3368	24
EDN2_11_0	14
EDN2_11_2526	153
EDN2_11_4210	0
EDN2_11_842	80
EDN2_12_0	362
EDN2_12_2526	1
EDN2_12_4210	66
EEF2K_0_69384	62
EEF2K_100_46256	36
EEF2K_101_0	87
EEF2K_101_46256	56
EEF2K_102_0	245
EEF2K_102_11564	9
EEF2K_102_46256	0
EEF2K_103_46256	48
EEF2K_104_46256	201
EEF2K_105_46256	138
EEF2K_109_34692	40
EEF2K_110_46256	120
EEF2K_111_46256	97
EEF2K_113_46256	0
EEF2K_117_46256	103
EGFR_0_169715	2
EGFR_100_169715	21
EGFR_102_169715	55
EGFR_103_203658	69
EGFR_104_135772	248
EGFR_107_169715	96
EGFR_109_135772	116
EGFR_10_135772	113
EGFR_110_135772	188
EGFR_110_169715	134
EGFR_111_135772	629
EGFR_112_135772	372
EGFR_112_203658	2
EGFR_113_135772	74
EGFR_114_135772	125
EGFR_114_169715	87
EIF2AK1_0_5282	38
EIF2AK1_100_21128	283
EIF2AK1_100_31692	7
EIF2AK1_101_10564	28
EIF2AK1_105_31692	1
EIF2AK1_106_0	41
EIF2AK1_106_15846	0
EIF2AK1_109_0	114
EIF2AK1_10_0	98
EIF2AK1_111_26410	41
EIF2AK1_114_10564	250
EIF2AK1_114_31692	123
EIF2AK1_115_0	58
EIF2AK1_115_10564	0
EIF2AK1_115_31692	27
EIF2AK2_0_8265	66
EIF2AK2_100_0	14
EIF2AK2_101_0	245
EIF2AK2_101_41325	39
EIF2AK2_103_33060	0
EIF2AK2_104_24795	110
EIF2AK2_104_33060	23
EIF2AK2_105_24795	60
EIF2AK2_105_33060	30
EIF2AK2_106_0	26
EIF2AK2_106_33060	26
EIF2AK2_106_41325	446
EIF2AK2_109_49590	207
EIF2AK2_10_33060	30
EIF2AK2_110_41325	8
EIF2AK3_102_20240	28
EIF2AK3_105_20240	178
EIF2AK3_109_50600	5
EIF2AK3_10_30360	265
EIF2AK3_110_20240	87
EIF2AK3_110_50600	163
EIF2AK3_111_50600	8
EIF2AK3_116_30360	17
EIF2AK3_117_30360	2
EIF2AK3_118_30360	47
EIF2AK3_119_30360	120
EIF2AK3_119_60720	251
EIF2AK3_120_30360	106
EIF2AK3_123_30360	49
EIF2AK3_123_50600	181
EIF2AK4_0_72460	43
EIF2AK4_101_0	32
EIF2AK4_102_0	37
EIF2AK4_105_86952	63
EIF2AK4_106_57968	95
EIF2AK4_107_43476	30
EIF2AK4_109_57968	119
EIF2AK4_10_72460	46
EIF2AK4_110_57968	129
EIF2AK4_111_57968	369
EIF2AK4_111_86952	14
EIF2AK4_112_57968	86
EIF2AK4_113_57968	186
EIF2AK4_114_57968	65
EIF2AK4_115_57968	15
EIF2AK4_115_86952	28
ENDOG_0_0	114
ENDOG_10_0	58
ENDOG_16_600	34
ENDOG_1_0	151
ENDOG_2_0	417
ENDOG_3_0	49
ENDOG_4_0	28
ENDOG_5_0	280
ENDOG_6_0	102
ENDOG_7_0	33
ENDOG_8_0	241
ENDOG_8_600	105
ENDOG_9_0	54
EPHA1_0_0	40
EPHA1_0_5314	57
EPHA1_0_7971	106
EPHA1_101_2657	0
EPHA1_102_2657	315
EPHA1_102_7971	611
EPHA1_103_2657	33
EPHA1_103_5314	0
EPHA1_104_15942	251
EPHA1_105_2657	201
EPHA1_105_7971	127
EPHA1_106_15942	47
EPHA1_106_2657	173
EPHA1_106_5314	72
EPHA1_106_7971	165
EPHA1_107_15942	49
EPHA2_100_0	155
EPHA2_100_22675	20
EPHA2_100_4535	196
EPHA2_101_0	91
EPHA2_101_13605	465
EPHA2_101_22675	39
EPHA2_101_4535	0
EPHA2_102_0	453
EPHA2_102_22675	37
EPHA2_102_4535	49
EPHA2_102_9070	151
EPHA2_103_22675	38
EPHA2_103_4535	43
EPHA2_103_9070	218
EPHA2_104_22675	102
EPHA2_104_4535	299
EPHA3_0_53516	212
EPHA3_102_0	13
EPHA3_103_267580	232
EPHA3_109_267580	53
EPHA3_111_267580	252
EPHA3_112_267580	100
EPHA3_114_107032	55
EPHA3_122_321096	89
EPHA3_131_321096	276
EPHA3_138_0	530
EPHA3_139_107032	65
EPHA3_143_107032	113
EPHA3_143_160548	0
EPHA3_166_267580	158
EPHA3_167_267580	97
EPHA3_175_267580	47
EPHA4_100_44622	115
EPHA4_102_44622	3
EPHA4_105_89244	0
EPHA4_107_22311	164
EPHA4_10_133866	390
EPHA4_10_44622	105
EPHA4_115_0	39
EPHA4_115_22311	88
EPHA4_115_89244	156
EPHA4_116_0	28
EPHA4_117_0	15
EPHA4_117_22311	146
EPHA4_118_0	72
EPHA4_118_22311	0
EPHA4_119_0	7
EPHA5_100_0	264
EPHA5_100_150405	124
EPHA5_101_150405	21
EPHA5_105_0	12
EPHA5_106_250675	428
EPHA5_107_250675	332
EPHA5_108_200540	52
EPHA5_108_250675	173
EPHA5_109_250675	205
EPHA5_110_250675	179
EPHA5_111_250675	208
EPHA5_111_300810	71
EPHA5_112_250675	109
EPHA5_113_250675	124
EPHA5_114_250675	220
EPHA6_0_267976	95
EPHA6_1001_803928	62
EPHA6_1002_803928	87
EPHA6_1003_803928	1
EPHA6_1004_803928	0
EPHA6_1006_401964	0
EPHA6_1006_669940	345
EPHA6_1007_669940	99
EPHA6_1011_0	103
EPHA6_1011_803928	242
EPHA6_1012_803928	126
EPHA6_1013_803928	0
EPHA6_1014_803928	31
EPHA6_1015_803928	72
EPHA6_1016_133988	125
EPHA6_102_0	179
EPHA7_106_0	0
EPHA7_109_102584	306
EPHA7_110_153876	89
EPHA7_111_153876	167
EPHA7_112_153876	44
EPHA7_114_153876	46
EPHA7_121_0	45
EPHA7_124_0	136
EPHA7_125_0	22
EPHA7_126_0	36
EPHA7_127_0	56
EPHA7_129_0	13
EPHA7_129_102584	65
EPHA7_136_0	0
EPHA7_138_102584	207
EPHA8_100_11436	0
EPHA8_101_11436	166
EPHA8_101_22872	81
EPHA8_102_11436	0
EPHA8_103_11436	59
EPHA8_103_22872	38
EPHA8_103_34308	448
EPHA8_103_5718	93
EPHA8_104_11436	2
EPHA8_104_34308	307
EPHA8_105_11436	335
EPHA8_105_34308	56
EPHA8_106_0	149
EPHA8_106_11436	106
EPHA8_106_34308	59
EPHA8_107_11436	205
EPHB1_1013_568068	17
EPHB1_1014_568068	41
EPHB1_1015_568068	27
EPHB1_1016_568068	172
EPHB1_1017_568068	83
EPHB1_1018_94678	286
EPHB1_1019_568068	233
EPHB1_1020_568068	27
EPHB1_1021_568068	30
EPHB1_1022_568068	25
EPHB1_1023_568068	41
EPHB1_1024_568068	13
EPHB1_1025_568068	45
EPHB1_1026_568068	63
EPHB1_1027_568068	10
EPHB1_1029_568068	192
EPHB2_1021_0	45
EPHB2_1025_58430	632
EPHB2_1031_175290	77
EPHB2_1032_175290	282
EPHB2_1033_175290	256
EPHB2_1034_175290	35
EPHB2_1035_175290	84
EPHB2_1050_146075	131
EPHB2_1051_146075	18
EPHB2_1052_146075	3
EPHB2_1053_146075	213
EPHB2_1054_146075	255
EPHB2_1076_175290	152
EPHB2_1077_175290	158
EPHB2_1086_146075	113
EPHB2_1087_146075	49
EPHB4_0_0	6
EPHB4_0_21372	142
EPHB4_100_10686	208
EPHB4_100_21372	0
EPHB4_101_10686	92
EPHB4_101_21372	191
EPHB4_102_10686	38
EPHB4_102_21372	36
EPHB4_103_17810	90
EPHB4_103_7124	355
EPHB4_104_14248	0
EPHB4_105_10686	30
EPHB4_106_10686	99
EPHB4_106_21372	9
EPHB4_107_10686	227
EPHB4_108_0	300
EPHB6_27_0	26
EPHB6_28_0	130
EPHB6_37_0	86
EPHB6_38_0	267
EPHB6_63_13812	180
EPHB6_93_13812	660
ERBB2_0_18219	550
ERBB2_0_36438	91
