sgRNA	Count
CSF1R_114_25749	36
CSF1R_115_25749	3
CSF1R_116_8583	1
CSF1R_117_25749	333
CSK_0_12080	88
CSK_0_15100	14
CSK_0_3020	39
CSK_100_15100	23
CSK_100_18120	121
CSK_101_15100	56
CSK_101_9060	53
CSK_103_18120	18
CSK_103_3020	12
CSK_104_0	0
CSK_104_18120	0
CSK_105_15100	4
CSK_105_3020	217
CSK_106_15100	45
CSK_108_12080	2
CSK_108_9060	43
CSNK1A1L_0_0	0
CSNK1A1L_0_1600	23
CSNK1A1L_0_2000	2
CSNK1A1L_0_800	41
CSNK1A1L_10_2000	15
CSNK1A1L_11_2000	7
CSNK1A1L_12_2000	12
CSNK1A1L_13_2000	8
CSNK1A1L_14_2000	47
CSNK1A1L_15_2000	17
CSNK1A1L_16_2000	643
CSNK1A1L_17_2000	31
CSNK1A1L_18_2000	6
CSNK1A1L_19_2000	37
CSNK1A1L_1_0	63
CSNK1A1L_1_1200	28
CSNK1A1_0_33852	15
CSNK1A1_0_50778	0
CSNK1A1_100_50778	63
CSNK1A1_101_50778	3
CSNK1A1_102_50778	55
CSNK1A1_103_16926	428
CSNK1A1_103_50778	42
CSNK1A1_105_0	18
CSNK1A1_105_50778	1
CSNK1A1_106_50778	0
CSNK1A1_107_50778	31
CSNK1A1_109_50778	324
CSNK1A1_10_25389	8
CSNK1A1_10_50778	188
CSNK1A1_111_33852	6
CSNK1A1_111_50778	331
CSNK1D_102_29748	128
CSNK1D_108_19832	159
CSNK1D_109_19832	6
CSNK1D_109_24790	0
CSNK1D_110_24790	44
CSNK1D_112_29748	5
CSNK1D_113_24790	108
CSNK1D_118_24790	87
CSNK1D_120_19832	4
CSNK1D_127_29748	8
CSNK1D_12_24790	36
CSNK1D_12_29748	49
CSNK1D_132_19832	37
CSNK1D_139_19832	7
CSNK1D_13_24790	281
CSNK1D_140_24790	50
CSNK1E_0_0	0
CSNK1E_109_0	3
CSNK1E_10_0	0
CSNK1E_10_15404	133
CSNK1E_113_0	25
CSNK1E_114_0	3
CSNK1E_117_0	121
CSNK1E_118_0	5
CSNK1E_118_30808	18
CSNK1E_119_0	135
CSNK1E_11_15404	27
CSNK1E_120_0	30
CSNK1E_120_15404	193
CSNK1E_121_0	101
CSNK1E_122_15404	33
CSNK1E_123_0	4
CSNK1G1_111_0	26
CSNK1G1_145_0	72
CSNK1G1_14_0	105
CSNK1G1_16_0	270
CSNK1G1_180_0	47
CSNK1G1_183_0	5
CSNK1G1_187_0	6
CSNK1G1_189_0	0
CSNK1G1_190_0	25
CSNK1G1_192_0	18
CSNK1G1_194_0	9
CSNK1G1_196_0	16
CSNK1G1_198_0	5
CSNK1G1_199_0	18
CSNK1G2_0_34410	178
CSNK1G2_100_34410	50
CSNK1G2_102_34410	83
CSNK1G2_104_34410	0
CSNK1G2_105_34410	23
CSNK1G2_107_34410	3
CSNK1G2_108_34410	50
CSNK1G2_109_34410	155
CSNK1G2_10_0	63
CSNK1G2_110_28675	35
CSNK1G2_110_34410	297
CSNK1G2_111_34410	0
CSNK1G2_113_11470	1
CSNK1G2_113_34410	6
CSNK1G2_114_34410	101
CSNK1G3_100_74960	13
CSNK1G3_109_74960	0
CSNK1G3_10_59968	120
CSNK1G3_110_59968	53
CSNK1G3_114_29984	0
CSNK1G3_117_74960	0
CSNK1G3_11_44976	4
CSNK1G3_121_29984	14
CSNK1G3_123_14992	78
CSNK1G3_124_74960	5
CSNK1G3_127_74960	333
CSNK1G3_131_14992	3
CSNK1G3_135_14992	220
CSNK1G3_138_44976	10
CSNK1G3_140_14992	13
CSNK1G3_141_59968	11
CSNK2A1_0_0	5
CSNK2A1_100_9338	0
CSNK2A1_101_56028	0
CSNK2A1_102_37352	207
CSNK2A1_103_0	1364
CSNK2A1_104_0	0
CSNK2A1_104_56028	11
CSNK2A1_107_0	104
CSNK2A1_107_28014	0
CSNK2A1_109_0	330
CSNK2A1_110_0	0
CSNK2A1_111_9338	12
CSNK2A1_112_0	71
CSNK2A1_113_0	14
CSNK2A1_114_0	28
CSNK2A2_100_0	18
CSNK2A2_102_11432	129
CSNK2A2_103_11432	36
CSNK2A2_104_11432	6
CSNK2A2_105_0	2
CSNK2A2_105_11432	20
CSNK2A2_106_11432	6
CSNK2A2_107_0	0
CSNK2A2_107_11432	0
CSNK2A2_108_0	0
CSNK2A2_108_11432	39
CSNK2A2_109_0	2299
CSNK2A2_109_17148	27
CSNK2A2_115_17148	109
CSNK2A2_11_0	17
CYCS_0_2256	184
CYCS_11_1504	7
CYCS_13_1504	0
CYCS_1_2256	219
CYCS_2_0	3
CYCS_2_2256	104
CYCS_3_1504	2
CYCS_4_752	5
CYCS_5_0	241
CYCS_5_2256	56
CYCS_8_1504	46
CYCS_9_0	3
DAK_0_11476	297
DAK_0_8607	245
DAK_100_14345	80
DAK_100_8607	0
DAK_101_14345	60
DAK_101_8607	12
DAK_102_11476	0
DAK_102_14345	143
DAK_102_8607	46
DAK_103_14345	15
DAK_103_8607	80
DAK_104_11476	94
DAK_104_14345	148
DAK_105_11476	21
DAK_105_14345	0
DAK_106_11476	33
DAPK1_100_151010	95
DAPK1_105_151010	3
DAPK1_110_181212	13
DAPK1_111_181212	104
DAPK1_115_151010	0
DAPK1_117_0	55
DAPK1_117_120808	18
DAPK1_117_60404	140
DAPK1_118_0	66
DAPK1_120_0	39
DAPK1_122_151010	93
DAPK1_124_181212	0
DAPK1_125_181212	9
DAPK1_126_0	98
DAPK1_127_181212	128
DAPK2_100_0	72
DAPK2_101_0	185
DAPK2_102_0	110
DAPK2_104_0	59
DAPK2_106_0	0
DAPK2_109_70713	0
DAPK2_115_0	71
DAPK2_115_117855	60
DAPK2_116_0	21
DAPK2_116_94284	0
DAPK2_119_0	57
DAPK2_119_70713	73
DAPK2_121_0	657
DAPK2_125_47142	101
DAPK2_126_47142	61
DAPK2_127_47142	7
DAPK3_0_0	39
DAPK3_0_5430	1
DAPK3_0_7240	56
DAPK3_100_0	89
DAPK3_101_0	141
DAPK3_102_0	281
DAPK3_103_0	0
DAPK3_104_0	305
DAPK3_10_0	5
DAPK3_10_10860	113
DAPK3_10_1810	730
DAPK3_11_0	380
DAPK3_11_1810	2
DAPK3_11_7240	99
DAPK3_12_0	374
DAPK3_12_1810	22
DBF4_0_0	0
DBF4_0_9520	38
DBF4_10_0	29
DBF4_11_0	92
DBF4_12_28560	8
DBF4_13_0	4
DBF4_13_28560	275
DBF4_13_9520	0
DBF4_14_4760	41
DBF4_15_0	423
DBF4_15_9520	47
DBF4_16_28560	372
DBF4_16_4760	269
DBF4_17_23800	10
DBF4_17_28560	12
DBF4_18_28560	91
DCK_0_32892	0
DCK_1_32892	0
DCK_21_32892	13
DCK_22_32892	11
DCK_23_32892	0
DCK_26_32892	48
DCK_27_32892	6
DCK_28_32892	0
DCK_29_27410	28
DCK_29_32892	136
DCK_2_32892	217
DCK_30_27410	3
DCK_30_32892	28
DCK_31_27410	500
DCLK1_0_0	407
DCLK1_100_51424	41
DCLK1_122_0	60
DCLK1_125_51424	13
DCLK1_126_51424	0
DCLK1_127_0	16
DCLK1_131_0	0
DCLK1_131_51424	92
DCLK1_133_0	0
DCLK1_133_308544	12
DCLK1_134_51424	10
DCLK1_136_51424	5
DCLK1_137_51424	8
DCLK1_138_51424	18
DCLK1_139_51424	27
DCLK2_100_102388	89
DCLK2_101_153582	14
DCLK2_102_153582	252
DCLK2_104_102388	9
DCLK2_10_0	346
DCLK2_114_127985	110
DCLK2_141_51194	0
DCLK2_141_76791	9
DCLK2_142_76791	147
DCLK2_143_76791	0
DCLK2_157_153582	163
DCLK2_15_127985	61
DCLK2_168_0	22
DCLK2_169_0	102
DCLK2_170_0	23
DCLK3_0_0	0
DCLK3_0_23514	0
DCLK3_0_7838	100
DCLK3_100_23514	485
DCLK3_102_23514	18
DCLK3_103_23514	468
DCLK3_104_23514	49
DCLK3_105_23514	263
DCLK3_106_23514	69
DCLK3_10_0	66
DCLK3_10_19595	125
DCLK3_10_23514	12
DCLK3_11_0	236
DCLK3_11_15676	0
DCLK3_11_19595	98
DCLK3_11_23514	15
DDR2_0_127782	179
DDR2_101_127782	27
DDR2_102_127782	46
DDR2_106_21297	187
DDR2_107_21297	24
DDR2_114_85188	68
DDR2_116_21297	0
DDR2_124_85188	14
DDR2_125_0	33
DDR2_128_42594	136
DDR2_135_106485	64
DDR2_135_127782	0
DDR2_136_127782	0
DDR2_139_106485	28
DFFA_12_0	18
DFFA_19_4572	2
DFFA_23_2286	13
DFFA_25_0	7
DFFA_30_0	182
DFFA_32_0	10
DFFA_34_0	0
DFFA_4_0	254
DFFA_5_0	122
DFFA_66_4572	6
DFFB_21_24126	0
DFFB_47_24126	38
DFFB_49_24126	146
DFFB_51_24126	186
DFFB_53_24126	14
DFFB_54_24126	135
DFFB_56_24126	59
DFFB_58_24126	2
DFFB_72_12063	53
DFFB_99_24126	48
DGCR14_0_2057	201
DGCR14_0_4114	0
DGCR14_0_6171	10
DGCR14_104_8228	87
DGCR14_105_8228	0
DGCR14_106_8228	2
DGCR14_107_8228	48
DGCR14_10_12342	312
DGCR14_10_2057	2
DGCR14_112_8228	2
DGCR14_11_12342	332
DGCR14_11_8228	23
DGCR14_13_8228	165
DGCR14_14_10285	0
DGCR14_14_12342	235
DGKA_0_11445	37
DGKA_0_15260	396
DGKA_0_7630	269
DGKA_100_11445	84
DGKA_100_22890	73
DGKA_100_7630	0
DGKA_101_11445	51
DGKA_101_22890	13
DGKA_101_3815	34
DGKA_101_7630	20
DGKA_102_11445	110
DGKA_102_22890	924
DGKA_102_3815	5
DGKA_102_7630	34
DGKA_103_11445	2
DGKB_1013_355602	18
DGKB_1023_0	230
DGKB_1026_0	6
DGKB_1035_0	270
DGKB_1037_237068	30
DGKB_1060_355602	19
DGKB_1061_355602	355
DGKB_1073_355602	0
DGKB_1074_355602	216
DGKB_1075_355602	39
DGKB_1076_355602	1
DGKB_107_237068	0
DGKB_1105_0	192
DGKB_1110_474136	9
DGKB_1135_0	6
DGKD_103_100794	134
DGKD_103_50397	0
DGKD_104_100794	195
DGKD_105_100794	0
DGKD_106_100794	21
DGKD_107_100794	28
DGKD_107_67196	54
DGKD_108_100794	485
DGKD_108_67196	27
DGKD_109_100794	31
DGKD_10_83995	61
DGKD_113_100794	50
DGKD_114_100794	0
DGKD_114_50397	0
DGKD_115_100794	172
DGKD_115_50397	76
DGKE_10_24695	0
DGKE_10_29634	0
DGKE_12_4939	0
DGKE_13_29634	43
DGKE_14_24695	75
DGKE_14_29634	0
DGKE_14_4939	1
DGKE_15_9878	15
DGKE_17_24695	51
DGKE_18_19756	104
DGKE_18_9878	267
DGKG_100_183265	0
DGKG_100_36653	35
DGKG_101_183265	50
DGKG_101_36653	72
DGKG_102_36653	0
DGKG_1030_146612	10
DGKG_1033_146612	126
DGKG_1034_146612	0
DGKG_1035_146612	0
DGKG_103_146612	41
DGKG_103_36653	8
DGKG_1041_146612	126
DGKG_104_146612	83
DGKG_104_36653	29
DGKG_105_146612	81
DGKG_105_36653	227
DGKI_0_392808	12
DGKI_1005_196404	193
DGKI_1006_196404	7
DGKI_1024_0	110
DGKI_1025_0	552
DGKI_1026_0	469
DGKI_1027_0	556
DGKI_1027_261872	0
DGKI_1029_0	0
DGKI_1030_0	4
DGKI_1031_0	31
DGKI_1032_0	727
DGKI_1045_327340	153
DGKI_104_130936	33
DGKI_104_196404	0
DGKQ_0_12003	19
DGKQ_0_8002	6
DGKQ_105_4001	488
DGKQ_106_8002	169
DGKQ_107_4001	0
DGKQ_108_4001	17
DGKQ_109_4001	51
DGKQ_110_4001	119
DGKQ_111_16004	0
DGKQ_111_8002	1044
DGKQ_115_16004	85
DGKQ_118_0	123
DGKQ_119_4001	6
DGKQ_120_8002	18
DGKQ_122_16004	0
DGKZ_0_34035	239
DGKZ_100_27228	7
DGKZ_100_40842	60
DGKZ_101_0	189
DGKZ_106_40842	61
DGKZ_107_40842	71
DGKZ_108_40842	114
DGKZ_109_40842	11
DGKZ_10_34035	67
DGKZ_110_0	123
DGKZ_110_40842	28
DGKZ_112_40842	0
DGKZ_113_27228	73
DGKZ_113_40842	97
DGKZ_114_40842	41
DGKZ_115_40842	12
DGUOK_0_0	8
DGUOK_0_9180	54
DGUOK_100_0	830
DGUOK_10_0	0
DGUOK_10_18360	36
DGUOK_11_0	0
DGUOK_11_4590	0
DGUOK_16_18360	48
DGUOK_16_4590	114
DGUOK_17_18360	42
DGUOK_17_9180	22
DGUOK_19_13770	489
DGUOK_19_9180	51
DGUOK_23_9180	141
DGUOK_24_13770	7
DGUOK_25_0	2
DLG1_0_0	32
DLG1_105_0	17
DLG1_113_0	271
DLG1_115_0	36
DLG1_116_0	32
DLG1_117_0	387
DLG1_120_0	1
DLG1_121_0	75
DLG1_122_0	0
DLG1_123_0	1
DLG1_124_0	97
DLG1_125_0	97
DLG1_130_0	0
DLG1_130_36677	26
DLG2_1016_620890	143
DLG2_102_0	427
DLG2_104_0	32
DLG2_1107_0	0
DLG2_1117_620890	95
DLG2_1118_620890	275
DLG2_1120_0	64
DLG2_1122_620890	48
DLG2_1123_620890	40
DLG2_1160_0	428
DLG2_1211_1552225	2
DLG2_1219_620890	56
DLG2_1223_1241780	35
DLG2_1312_0	0
DLG2_1319_1552225	50
DLG2_1321_1552225	61
DLG3_0_51960	0
DLG3_100_51960	3
DLG3_101_25980	81
DLG3_101_51960	35
DLG3_102_34640	2
DLG3_102_51960	168
DLG3_103_0	114
DLG3_104_43300	21
DLG3_104_8660	88
DLG3_108_51960	255
DLG3_109_51960	34
DLG3_110_0	19
DLG3_110_51960	3
DLG3_111_51960	186
DLG3_114_0	205
DLG4_0_12774	1
DLG4_0_25548	213
DLG4_102_0	36
DLG4_103_0	0
DLG4_105_12774	109
DLG4_106_12774	0
DLG4_106_4258	0
DLG4_107_12774	75
DLG4_107_21290	74
DLG4_108_0	31
DLG4_108_12774	247
DLG4_108_21290	3
DLG4_108_4258	606
DLG4_109_0	8
DLG4_109_12774	55
DLG4_109_17032	501
DMPK_100_7332	180
DMPK_105_1833	51
DMPK_11_1833	1
DMPK_11_7332	39
DMPK_12_7332	62
DMPK_13_7332	49
DMPK_14_1833	106
DMPK_14_7332	15
DMPK_15_7332	0
DMPK_16_7332	62
DMPK_17_1833	160
DMPK_18_1833	197
DMPK_19_1833	18
DMPK_19_7332	656
DMPK_1_1833	10
DNAJC3_104_50505	95
DNAJC3_107_0	42
DNAJC3_109_33670	17
DNAJC3_120_101010	66
DNAJC3_120_16835	26
DNAJC3_124_101010	547
DNAJC3_131_0	22
DNAJC3_133_67340	75
DNAJC3_134_67340	6
DNAJC3_136_0	14
DNAJC3_138_33670	26
DNAJC3_13_16835	109
DNAJC3_143_33670	76
DNAJC3_155_101010	5
DOK1_0_6090	39
DOK1_0_7308	245
DOK1_10_7308	18
DOK1_12_7308	71
DOK1_14_7308	1027
DOK1_15_7308	83
DOK1_16_7308	699
DOK1_18_7308	30
DOK1_19_7308	17
DOK1_1_6090	71
DOK1_1_7308	44
DOK1_20_7308	47
DOK1_21_7308	814
DOK1_22_6090	4
DOK1_22_7308	180
DOK1_23_6090	0
DTYMK_0_1607	103
DTYMK_0_3214	55
DTYMK_0_9642	286
DTYMK_10_0	293
DTYMK_10_4821	67
DTYMK_10_9642	1601
DTYMK_11_0	14
DTYMK_11_9642	0
DTYMK_12_0	8
DTYMK_12_9642	157
DTYMK_13_0	47
DTYMK_13_9642	241
DTYMK_14_0	7
DTYMK_14_3214	14
DTYMK_14_4821	7
DUSP10_0_0	57
DUSP10_0_34926	225
DUSP10_100_34926	82
DUSP10_101_0	51
DUSP10_101_34926	0
DUSP10_103_34926	26
DUSP10_104_34926	49
DUSP10_105_34926	455
DUSP10_106_34926	169
DUSP10_108_34926	181
DUSP10_109_0	0
DUSP10_10_23284	0
DUSP10_10_5821	55
DUSP10_111_0	67
DUSP10_111_17463	0
DUSP10_114_34926	105
DUSP22_0_34128	178
DUSP22_100_51192	64
DUSP22_101_25596	5
DUSP22_101_51192	30
DUSP22_102_51192	23
DUSP22_103_25596	51
DUSP22_103_51192	76
DUSP22_104_51192	0
DUSP22_105_51192	51
DUSP22_106_17064	69
DUSP22_106_51192	27
DUSP22_107_51192	7
DUSP22_108_25596	81
DUSP22_110_51192	0
DUSP22_111_51192	39
DUSP2_0_0	64
DUSP2_0_1137	1
DUSP2_0_1516	6
DUSP2_0_1895	63
DUSP2_0_379	1
DUSP2_0_758	118
DUSP2_10_0	32
DUSP2_10_1516	52
DUSP2_10_1895	48
DUSP2_10_379	114
DUSP2_10_758	38
DUSP2_11_1516	0
DUSP2_11_1895	50
DUSP2_11_379	0
DUSP2_11_758	85
DUSP2_12_1516	8
DUSP4_0_0	985
DUSP4_0_12570	0
DUSP4_0_2514	58
DUSP4_101_15084	7
DUSP4_102_15084	495
DUSP4_104_15084	86
DUSP4_105_15084	283
DUSP4_106_15084	0
DUSP4_107_15084	63
DUSP4_108_15084	12
DUSP4_109_15084	14
DUSP4_10_0	148
DUSP4_10_10056	21
DUSP4_10_15084	88
DUSP4_10_2514	239
DUSP4_110_15084	0
DUSP5_0_0	14
DUSP5_0_11748	31
DUSP5_0_3916	54
DUSP5_0_7832	133
DUSP5_0_9790	113
DUSP5_10_11748	18
DUSP5_10_3916	19
DUSP5_11_11748	63
DUSP5_11_3916	0
DUSP5_12_0	156
DUSP5_12_11748	14
DUSP5_13_0	51
DUSP5_13_3916	0
DUSP5_13_5874	199
DUSP5_13_9790	2
DUSP5_14_0	23
DUSP6_0_0	347
DUSP6_0_1724	29
DUSP6_0_2586	229
DUSP6_0_3448	7
DUSP6_0_4310	1
DUSP6_0_5172	26
DUSP6_0_862	8
DUSP6_10_1724	0
DUSP6_10_2586	94
DUSP6_10_3448	51
DUSP6_10_4310	0
DUSP6_10_5172	61
DUSP6_11_0	33
DUSP6_11_1724	3
DUSP6_11_2586	2
DUSP7_0_0	110
DUSP7_0_1090	5
DUSP7_0_2180	108
DUSP7_0_5450	23
DUSP7_0_6540	113
DUSP7_10_1090	9
DUSP7_10_2180	18
DUSP7_10_3270	144
DUSP7_11_0	166
DUSP7_11_1090	39
DUSP7_11_4360	77
DUSP7_12_2180	588
DUSP7_12_4360	60
DUSP7_12_6540	205
DUSP7_13_1090	48
DUSP7_13_3270	47
DUSP8_0_15318	0
DUSP8_104_0	23
DUSP8_104_10212	57
DUSP8_104_2553	2
DUSP8_105_0	1
DUSP8_107_0	116
DUSP8_107_10212	17
DUSP8_107_15318	85
DUSP8_107_2553	123
DUSP8_107_7659	205
DUSP8_108_10212	170
DUSP8_108_2553	6
DUSP8_109_2553	35
DUSP8_109_5106	1597
DUSP8_113_0	14
DUSP8_113_10212	355
DVL2_32_2628	194
DVL2_33_2628	27
DVL2_35_2628	8
DVL2_43_0	35
DVL2_44_0	20
DVL2_5_2628	40
DVL2_69_0	125
DVL2_70_0	60
DVL2_71_0	60
DVL2_74_0	63
DVL2_75_0	64
DVL2_80_0	0
DVL2_82_0	110
DYRK1A_100_127242	29
DYRK1A_101_127242	26
DYRK1A_102_127242	3
DYRK1A_103_127242	0
DYRK1A_104_127242	27
DYRK1A_105_127242	8
DYRK1A_109_0	35
DYRK1A_119_42414	57
DYRK1A_132_106035	11
DYRK1A_133_84828	73
DYRK1A_134_63621	301
DYRK1A_136_0	16
DYRK1A_136_106035	75
DYRK1A_138_106035	9
DYRK1A_138_127242	121
DYRK1B_0_0	20
DYRK1B_0_1264	9
DYRK1B_0_2528	0
DYRK1B_0_3792	76
DYRK1B_0_6320	165
DYRK1B_10_0	12
DYRK1B_10_1264	1
DYRK1B_10_2528	96
DYRK1B_10_3792	403
DYRK1B_10_5056	0
DYRK1B_11_0	52
DYRK1B_11_1264	2
DYRK1B_11_2528	222
DYRK1B_11_3792	175
DYRK1B_11_5056	3
DYRK1B_12_0	5
DYRK2_0_9752	29
DYRK2_100_0	22
DYRK2_101_0	8
DYRK2_103_0	6
DYRK2_104_0	604
DYRK2_105_0	15
DYRK2_108_0	28
DYRK2_10_2438	4
DYRK2_10_7314	73
DYRK2_10_9752	25
DYRK2_11_0	73
DYRK2_11_7314	0
DYRK2_12_0	304
DYRK2_12_7314	84
DYRK2_12_9752	573
DYRK4_102_29688	41
DYRK4_102_7422	0
DYRK4_103_37110	0
DYRK4_103_7422	8
DYRK4_104_29688	59
DYRK4_104_37110	0
DYRK4_104_7422	121
DYRK4_105_29688	84
DYRK4_106_0	344
DYRK4_106_29688	45
DYRK4_107_22266	39
DYRK4_108_14844	964
DYRK4_108_29688	97
DYRK4_110_29688	68
DYRK4_110_37110	14
EDN2_0_0	0
EDN2_0_1684	4
EDN2_0_4210	1
EDN2_0_5052	2
EDN2_0_842	78
EDN2_10_0	414
EDN2_10_2526	0
EDN2_10_3368	11
EDN2_11_0	8
EDN2_11_2526	191
EDN2_11_4210	0
EDN2_11_842	71
EDN2_12_0	357
EDN2_12_2526	1
EDN2_12_4210	13
EEF2K_0_69384	0
EEF2K_100_46256	11
EEF2K_101_0	15
EEF2K_101_46256	9
EEF2K_102_0	186
EEF2K_102_11564	41
EEF2K_102_46256	0
EEF2K_103_46256	2
EEF2K_104_46256	155
EEF2K_105_46256	124
EEF2K_109_34692	32
EEF2K_110_46256	66
EEF2K_111_46256	47
EEF2K_113_46256	0
EEF2K_117_46256	16
EGFR_0_169715	0
EGFR_100_169715	1
EGFR_102_169715	13
EGFR_103_203658	67
EGFR_104_135772	5
EGFR_107_169715	75
EGFR_109_135772	186
EGFR_10_135772	68
EGFR_110_135772	51
EGFR_110_169715	136
EGFR_111_135772	244
EGFR_112_135772	76
EGFR_112_203658	0
EGFR_113_135772	18
EGFR_114_135772	176
EGFR_114_169715	57
EIF2AK1_0_5282	54
EIF2AK1_100_21128	53
EIF2AK1_100_31692	1
EIF2AK1_101_10564	11
EIF2AK1_105_31692	2
EIF2AK1_106_0	43
EIF2AK1_106_15846	0
EIF2AK1_109_0	158
EIF2AK1_10_0	30
EIF2AK1_111_26410	18
EIF2AK1_114_10564	182
EIF2AK1_114_31692	59
EIF2AK1_115_0	32
EIF2AK1_115_10564	0
EIF2AK1_115_31692	29
EIF2AK2_0_8265	26
EIF2AK2_100_0	0
EIF2AK2_101_0	157
EIF2AK2_101_41325	9
EIF2AK2_103_33060	0
EIF2AK2_104_24795	38
EIF2AK2_104_33060	2
EIF2AK2_105_24795	14
EIF2AK2_105_33060	10
EIF2AK2_106_0	51
EIF2AK2_106_33060	2
EIF2AK2_106_41325	595
EIF2AK2_109_49590	99
EIF2AK2_10_33060	74
EIF2AK2_110_41325	11
EIF2AK3_102_20240	0
EIF2AK3_105_20240	146
EIF2AK3_109_50600	5
EIF2AK3_10_30360	622
EIF2AK3_110_20240	23
EIF2AK3_110_50600	279
EIF2AK3_111_50600	0
EIF2AK3_116_30360	4
EIF2AK3_117_30360	5
EIF2AK3_118_30360	32
EIF2AK3_119_30360	14
EIF2AK3_119_60720	268
EIF2AK3_120_30360	30
EIF2AK3_123_30360	55
EIF2AK3_123_50600	13
EIF2AK4_0_72460	24
EIF2AK4_101_0	4
EIF2AK4_102_0	18
EIF2AK4_105_86952	51
EIF2AK4_106_57968	3
EIF2AK4_107_43476	16
EIF2AK4_109_57968	140
EIF2AK4_10_72460	22
EIF2AK4_110_57968	86
EIF2AK4_111_57968	345
EIF2AK4_111_86952	7
EIF2AK4_112_57968	18
EIF2AK4_113_57968	240
EIF2AK4_114_57968	0
EIF2AK4_115_57968	4
EIF2AK4_115_86952	2
ENDOG_0_0	21
ENDOG_10_0	430
ENDOG_16_600	0
ENDOG_1_0	52
ENDOG_2_0	299
ENDOG_3_0	6
ENDOG_4_0	9
ENDOG_5_0	280
ENDOG_6_0	116
ENDOG_7_0	4
ENDOG_8_0	261
ENDOG_8_600	37
ENDOG_9_0	43
EPHA1_0_0	25
EPHA1_0_5314	33
EPHA1_0_7971	128
EPHA1_101_2657	0
EPHA1_102_2657	394
EPHA1_102_7971	514
EPHA1_103_2657	27
EPHA1_103_5314	125
EPHA1_104_15942	30
EPHA1_105_2657	88
EPHA1_105_7971	72
EPHA1_106_15942	73
EPHA1_106_2657	387
EPHA1_106_5314	177
EPHA1_106_7971	67
EPHA1_107_15942	25
EPHA2_100_0	273
EPHA2_100_22675	40
EPHA2_100_4535	82
EPHA2_101_0	103
EPHA2_101_13605	601
EPHA2_101_22675	26
EPHA2_101_4535	0
EPHA2_102_0	431
EPHA2_102_22675	11
EPHA2_102_4535	7
EPHA2_102_9070	95
EPHA2_103_22675	11
EPHA2_103_4535	5
EPHA2_103_9070	42
EPHA2_104_22675	51
EPHA2_104_4535	78
EPHA3_0_53516	576
EPHA3_102_0	54
EPHA3_103_267580	119
EPHA3_109_267580	47
EPHA3_111_267580	52
EPHA3_112_267580	99
EPHA3_114_107032	0
EPHA3_122_321096	108
EPHA3_131_321096	204
EPHA3_138_0	420
EPHA3_139_107032	48
EPHA3_143_107032	36
EPHA3_143_160548	0
EPHA3_166_267580	122
EPHA3_167_267580	79
EPHA3_175_267580	9
EPHA4_100_44622	12
EPHA4_102_44622	1
EPHA4_105_89244	0
EPHA4_107_22311	289
EPHA4_10_133866	398
EPHA4_10_44622	5
EPHA4_115_0	8
EPHA4_115_22311	98
EPHA4_115_89244	71
EPHA4_116_0	0
EPHA4_117_0	12
EPHA4_117_22311	96
EPHA4_118_0	7
EPHA4_118_22311	0
EPHA4_119_0	2
EPHA5_100_0	345
EPHA5_100_150405	11
EPHA5_101_150405	84
EPHA5_105_0	4
EPHA5_106_250675	166
EPHA5_107_250675	516
EPHA5_108_200540	10
EPHA5_108_250675	18
EPHA5_109_250675	93
EPHA5_110_250675	38
EPHA5_111_250675	46
EPHA5_111_300810	58
EPHA5_112_250675	76
EPHA5_113_250675	53
EPHA5_114_250675	148
EPHA6_0_267976	63
EPHA6_1001_803928	78
EPHA6_1002_803928	78
EPHA6_1003_803928	7
EPHA6_1004_803928	0
EPHA6_1006_401964	0
EPHA6_1006_669940	267
EPHA6_1007_669940	11
EPHA6_1011_0	48
EPHA6_1011_803928	154
EPHA6_1012_803928	50
EPHA6_1013_803928	0
EPHA6_1014_803928	26
EPHA6_1015_803928	0
EPHA6_1016_133988	109
EPHA6_102_0	16
EPHA7_106_0	0
EPHA7_109_102584	1138
EPHA7_110_153876	211
EPHA7_111_153876	5
EPHA7_112_153876	14
EPHA7_114_153876	97
EPHA7_121_0	24
EPHA7_124_0	147
EPHA7_125_0	4
EPHA7_126_0	25
EPHA7_127_0	60
EPHA7_129_0	0
EPHA7_129_102584	45
EPHA7_136_0	0
EPHA7_138_102584	405
EPHA8_100_11436	0
EPHA8_101_11436	37
EPHA8_101_22872	738
EPHA8_102_11436	2
EPHA8_103_11436	175
EPHA8_103_22872	39
EPHA8_103_34308	232
EPHA8_103_5718	48
EPHA8_104_11436	10
EPHA8_104_34308	514
EPHA8_105_11436	265
EPHA8_105_34308	41
EPHA8_106_0	35
EPHA8_106_11436	99
EPHA8_106_34308	189
EPHA8_107_11436	75
EPHB1_1013_568068	0
EPHB1_1014_568068	25
EPHB1_1015_568068	9
EPHB1_1016_568068	94
EPHB1_1017_568068	34
EPHB1_1018_94678	477
EPHB1_1019_568068	188
EPHB1_1020_568068	14
EPHB1_1021_568068	40
EPHB1_1022_568068	24
EPHB1_1023_568068	87
EPHB1_1024_568068	28
EPHB1_1025_568068	10
EPHB1_1026_568068	34
EPHB1_1027_568068	0
EPHB1_1029_568068	133
EPHB2_1021_0	86
EPHB2_1025_58430	317
EPHB2_1031_175290	139
EPHB2_1032_175290	76
EPHB2_1033_175290	185
EPHB2_1034_175290	25
EPHB2_1035_175290	77
EPHB2_1050_146075	89
