sgRNA	Count
ADCK1_144_115674	506
ADCK2_0_0	432
ADCK2_100_9903	197
ADCK2_104_16505	103
ADCK2_106_0	0
ADCK2_107_0	122
ADCK2_107_3301	1033
ADCK2_107_9903	228
ADCK2_108_0	1
ADCK2_108_3301	61
ADCK2_109_3301	6
ADCK2_10_6602	156
ADCK2_110_0	38
ADCK2_111_0	8
ADCK2_111_13204	100
ADCK2_112_0	1
ADCK4_0_22866	28
ADCK4_0_7622	0
ADCK4_100_7622	1
ADCK4_102_11433	2
ADCK4_102_22866	0
ADCK4_104_22866	186
ADCK4_107_11433	21
ADCK4_108_22866	0
ADCK4_10_11433	115
ADCK4_10_22866	3
ADCK4_10_7622	0
ADCK4_110_11433	86
ADCK4_110_22866	43
ADCK4_111_11433	11
ADCK4_111_3811	483
ADCK4_112_3811	40
ADCK5_10_5754	5
ADCK5_14_8631	2
ADK_1003_0	1
ADK_1033_0	359
ADK_1048_398650	33
ADK_1048_478380	29
ADK_1050_478380	785
ADK_1107_79730	44
ADK_113_478380	51
ADK_1312_478380	53
ADK_1313_478380	63
ADK_1314_478380	1
ADK_135_79730	0
ADK_13_0	186
ADK_1407_0	0
ADK_1417_0	0
ADRA1A_0_0	139
ADRA1A_105_51051	210
ADRA1A_108_17017	28
ADRA1A_109_0	18
ADRA1A_110_0	0
ADRA1A_114_102102	4
ADRA1A_115_102102	2
ADRA1A_116_102102	134
ADRA1A_116_17017	99
ADRA1A_117_102102	100
ADRA1A_117_17017	4
ADRA1A_118_17017	43
ADRA1A_119_17017	7
ADRA1A_120_17017	2
ADRA1A_121_17017	0
ADRA1A_122_17017	40
ADRA1B_100_39825	19
ADRA1B_102_0	291
ADRA1B_107_15930	95
ADRA1B_110_0	33
ADRA1B_112_0	2
ADRA1B_113_0	111
ADRA1B_114_0	194
ADRA1B_115_39825	70
ADRA1B_116_23895	18
ADRA1B_118_47790	70
ADRA1B_119_47790	154
ADRA1B_123_15930	333
ADRA1B_126_39825	26
ADRA1B_127_39825	1
ADRB2_0_0	16
ADRB2_0_1020	0
ADRB2_0_1700	42
ADRB2_0_340	1
ADRB2_0_680	71
ADRB2_10_0	496
ADRB2_10_680	62
ADRB2_11_0	45
ADRB2_11_680	3
ADRB2_12_0	307
ADRB2_12_680	51
ADRB2_13_680	2
ADRB2_15_680	189
ADRB2_16_680	177
ADRBK1_0_14390	160
ADRBK1_0_8634	205
ADRBK1_100_14390	58
ADRBK1_100_17268	120
ADRBK1_101_14390	54
ADRBK1_101_17268	226
ADRBK1_101_2878	141
ADRBK1_102_14390	76
ADRBK1_102_17268	192
ADRBK1_103_14390	54
ADRBK1_103_17268	65
ADRBK1_104_14390	28
ADRBK1_104_17268	24
ADRBK1_105_14390	294
ADRBK1_105_17268	0
ADRBK1_106_14390	0
ADRBK2_101_140952	5
ADRBK2_102_140952	566
ADRBK2_103_140952	34
ADRBK2_106_70476	54
ADRBK2_113_140952	8
ADRBK2_114_117460	55
ADRBK2_114_140952	24
ADRBK2_116_46984	2
ADRBK2_120_0	19
ADRBK2_120_46984	0
ADRBK2_123_93968	0
ADRBK2_12_117460	6
ADRBK2_130_140952	0
ADRBK2_133_140952	40
ADRBK2_138_140952	140
ADRBK2_13_93968	0
AK1_0_0	99
AK1_10_0	82
AK1_12_0	20
AK1_14_0	71
AK1_15_0	7
AK1_17_0	3
AK1_1_0	0
AK1_20_0	56
AK1_21_0	133
AK1_2_0	201
AK1_37_0	0
AK1_38_0	20
AK1_39_0	15
AK1_3_0	3
AK1_40_0	27
AK1_41_0	47
AK2_100_31293	471
AK2_101_31293	0
AK2_102_31293	251
AK2_106_62586	3
AK2_10_62586	43
AK2_111_20862	160
AK2_116_41724	39
AK2_117_62586	146
AK2_11_52155	236
AK2_11_62586	30
AK2_131_41724	171
AK2_136_52155	0
AK2_139_62586	2
AK2_147_62586	0
AK2_148_62586	9
AK2_156_20862	25
AK3_0_22060	9
AK3_102_4412	669
AK3_104_4412	0
AK3_10_0	0
AK3_10_4412	22
AK3_11_4412	0
AK3_12_0	37
AK3_136_26472	34
AK3_13_0	721
AK3_14_0	54
AK3_17_8824	0
AK3_19_26472	0
AK3_19_4412	7
AK3_1_26472	0
AK3_22_26472	149
AK3_24_0	14
AK4_0_0	35
AK4_0_72510	37
AK4_100_12085	64
AK4_102_72510	0
AK4_103_72510	214
AK4_104_72510	42
AK4_105_72510	30
AK4_106_72510	4
AK4_107_72510	140
AK4_108_12085	39
AK4_108_36255	0
AK4_108_72510	97
AK4_109_72510	172
AK4_10_72510	0
AK4_110_0	222
AK4_110_72510	71
AK5_0_0	191
AK5_111_238224	42
AK5_112_238224	61
AK5_113_238224	153
AK5_11_119112	29
AK5_122_238224	42
AK5_123_238224	641
AK5_126_238224	7
AK5_14_0	14
AK5_168_238224	0
AK5_175_0	15
AK5_175_238224	59
AK5_176_0	98
AK7_104_41706	47
AK7_105_41706	0
AK7_106_41706	11
AK7_107_55608	69
AK7_119_0	8
AK7_120_0	61
AK7_121_0	195
AK7_121_83412	2
AK7_122_0	132
AK7_122_13902	0
AK7_123_0	336
AK7_123_13902	3
AK7_123_83412	0
AK7_124_83412	292
AK7_125_83412	43
AK8_0_131316	9
AK8_10_87544	37
AK8_113_65658	115
AK8_115_131316	503
AK8_116_0	0
AK8_127_0	2
AK8_157_65658	253
AK8_167_109430	76
AK8_168_109430	3
AK8_173_109430	64
AK8_174_65658	30
AK8_177_131316	1031
AK8_178_131316	180
AK8_179_131316	85
AK8_191_65658	90
AK8_192_0	161
AKAP11_0_29204	8
AKAP11_0_7301	1
AKAP11_104_0	76
AKAP11_104_29204	6
AKAP11_108_29204	35
AKAP11_114_0	386
AKAP11_115_0	24
AKAP11_11_29204	93
AKAP11_13_0	52
AKAP11_15_43806	29
AKAP11_17_14602	5
AKAP11_17_36505	6
AKAP11_18_36505	43
AKAP11_18_43806	83
AKAP11_19_36505	24
AKAP11_19_43806	4
AKAP13_1051_316104	75
AKAP13_113_316104	8
AKAP13_130_316104	0
AKAP13_131_210736	221
AKAP13_133_316104	49
AKAP13_144_316104	77
AKAP13_145_316104	13
AKAP13_146_316104	21
AKAP13_147_316104	2
AKAP13_148_316104	0
AKAP13_14_210736	0
AKAP13_165_316104	0
AKAP13_167_316104	156
AKAP13_168_316104	0
AKAP13_174_316104	39
AKAP1_0_15537	55
AKAP1_0_20716	40
AKAP1_100_0	32
AKAP1_101_0	30
AKAP1_101_20716	9
AKAP1_102_0	10
AKAP1_102_20716	297
AKAP1_103_0	59
AKAP1_103_20716	0
AKAP1_103_31074	0
AKAP1_104_0	0
AKAP1_104_20716	53
AKAP1_104_31074	33
AKAP1_105_0	0
AKAP1_105_20716	1
AKAP1_106_0	397
AKAP6_1005_143456	62
AKAP6_1006_143456	2
AKAP6_1007_143456	212
AKAP6_1011_143456	27
AKAP6_101_215184	213
AKAP6_103_215184	20
AKAP6_105_215184	17
AKAP6_108_215184	36
AKAP6_1140_215184	142
AKAP6_1153_215184	16
AKAP6_1155_0	0
AKAP6_130_143456	104
AKAP6_136_143456	8
AKAP6_137_143456	21
AKAP6_142_215184	555
AKAP6_143_143456	0
AKAP7_100_105625	1
AKAP7_104_126750	0
AKAP7_104_21125	1
AKAP7_105_126750	30
AKAP7_106_126750	65
AKAP7_107_126750	91
AKAP7_108_126750	149
AKAP7_10_21125	0
AKAP7_110_126750	43
AKAP7_111_126750	69
AKAP7_112_126750	0
AKAP7_113_126750	32
AKAP7_114_126750	61
AKAP7_116_126750	13
AKAP7_117_105625	170
AKAP7_117_126750	789
AKAP8_0_0	167
AKAP8_0_22638	38
AKAP8_101_18865	188
AKAP8_102_15092	315
AKAP8_102_18865	226
AKAP8_107_18865	291
AKAP8_10_0	308
AKAP8_117_15092	156
AKAP8_119_15092	12
AKAP8_11_0	31
AKAP8_124_22638	151
AKAP8_127_18865	81
AKAP8_128_18865	109
AKAP8_129_18865	0
AKAP8_129_22638	28
AKAP8_12_15092	0
AKT1_0_15084	92
AKT1_0_3771	206
AKT1_100_22626	14
AKT1_100_3771	8
AKT1_101_3771	222
AKT1_102_22626	11
AKT1_102_3771	30
AKT1_103_0	19
AKT1_103_22626	8
AKT1_103_3771	142
AKT1_104_0	72
AKT1_104_22626	70
AKT1_105_0	121
AKT1_105_18855	1298
AKT1_106_0	92
AKT1_107_0	0
AKT2_0_0	104
AKT2_103_0	40
AKT2_104_0	198
AKT2_104_23664	141
AKT2_105_0	123
AKT2_106_0	129
AKT2_107_0	3
AKT2_107_15776	166
AKT2_108_0	15
AKT2_10_0	14
AKT2_10_7888	1
AKT2_110_23664	166
AKT2_111_0	903
AKT2_113_31552	35
AKT2_115_31552	223
AKT2_117_31552	71
AKT3_107_0	118
AKT3_113_259180	29
AKT3_122_51836	273
AKT3_126_51836	164
AKT3_129_155508	0
AKT3_134_259180	87
AKT3_150_103672	46
AKT3_172_155508	58
AKT3_195_0	0
AKT3_199_155508	15
AKT3_200_155508	175
AKT3_202_155508	204
AKT3_202_259180	0
AKT3_205_259180	0
AKT3_216_155508	50
AKT3_21_207344	89
ALDH18A1_0_36260	95
ALDH18A1_0_7252	0
ALDH18A1_101_14504	30
ALDH18A1_103_0	47
ALDH18A1_105_0	1036
ALDH18A1_105_7252	5
ALDH18A1_106_36260	90
ALDH18A1_107_0	13
ALDH18A1_108_14504	113
ALDH18A1_108_7252	24
ALDH18A1_109_14504	0
ALDH18A1_109_7252	0
ALDH18A1_10_29008	154
ALDH18A1_110_7252	124
ALDH18A1_111_7252	60
ALK_0_104125	85
ALK_1002_0	55
ALK_1003_0	12
ALK_1004_0	10
ALK_1005_0	167
ALK_1101_624750	98
ALK_1105_624750	21
ALK_1106_624750	0
ALK_1107_624750	45
ALK_1113_624750	581
ALK_1114_624750	14
ALK_1116_624750	88
ALK_1117_624750	117
ALK_1119_624750	15
ALK_1120_624750	1073
ALK_1124_624750	79
ALPK1_0_134670	2777
ALPK1_100_134670	18
ALPK1_101_112225	298
ALPK1_101_134670	22
ALPK1_102_134670	29
ALPK1_102_44890	155
ALPK1_105_112225	10
ALPK1_10_134670	38
ALPK1_110_134670	67
ALPK1_111_134670	15
ALPK1_114_0	44
ALPK1_116_112225	214
ALPK1_11_134670	84
ALPK1_12_134670	1
ALPK1_12_44890	45
ALPK2_110_84408	274
ALPK2_118_105510	2
ALPK2_118_126612	0
ALPK2_119_126612	1
ALPK2_11_42204	97
ALPK2_120_126612	124
ALPK2_121_126612	16
ALPK2_122_126612	93
ALPK2_123_126612	65
ALPK2_124_126612	0
ALPK2_125_126612	154
ALPK2_126_105510	95
ALPK2_133_105510	483
ALPK2_135_42204	38
ALPK2_13_21102	78
ALPK2_144_126612	10
ALPK3_100_40570	85
ALPK3_100_48684	16
ALPK3_101_40570	7
ALPK3_101_48684	29
ALPK3_102_40570	3
ALPK3_102_48684	31
ALPK3_103_32456	11
ALPK3_103_40570	11
ALPK3_103_48684	13
ALPK3_107_40570	4
ALPK3_108_40570	4
ALPK3_109_40570	29
ALPK3_110_40570	88
AMHR2_0_0	0
AMHR2_0_1097	114
AMHR2_0_2194	0
AMHR2_0_5485	0
AMHR2_0_6582	8
AMHR2_10_0	36
AMHR2_10_1097	459
AMHR2_10_3291	115
AMHR2_10_4388	38
AMHR2_11_1097	41
AMHR2_11_3291	34
AMHR2_11_4388	1331
AMHR2_11_5485	1105
ANGPT4_0_0	438
ANGPT4_0_12480	0
ANGPT4_100_18720	106
ANGPT4_101_0	0
ANGPT4_102_0	39
ANGPT4_102_12480	11
ANGPT4_103_12480	77
ANGPT4_103_6240	19
ANGPT4_109_31200	699
ANGPT4_110_0	25
ANGPT4_111_0	47
ANGPT4_112_0	16
ANGPT4_112_6240	549
ANGPT4_113_0	19
ANGPT4_113_6240	780
ANGPT4_114_0	398
ANKK1_0_0	244
ANKK1_0_10818	128
ANKK1_0_7212	27
ANKK1_100_10818	100
ANKK1_10_0	2061
ANKK1_10_10818	43
ANKK1_10_3606	208
ANKK1_10_5409	72
ANKK1_11_10818	0
ANKK1_11_5409	76
ANKK1_12_0	46
ANKK1_12_10818	117
ANKK1_12_5409	156
ANKK1_12_9015	34
ANKK1_13_10818	94
ANKK1_13_1803	188
APAF1_112_12898	70
APAF1_171_12898	92
APAF1_172_12898	2
APAF1_174_12898	0
APAF1_19_12898	174
APAF1_22_12898	140
APAF1_24_12898	113
APAF1_53_12898	9
APAF1_54_12898	0
APAF1_56_12898	424
APAF1_76_12898	63
APAF1_81_12898	0
APAF1_83_12898	4
APPL1_0_13066	0
APPL1_0_6533	0
APPL1_101_13066	505
APPL1_102_13066	1
APPL1_104_0	36
APPL1_108_13066	6
APPL1_118_0	0
APPL1_11_19599	77
APPL1_123_0	17
APPL1_124_0	21
APPL1_125_0	258
APPL1_126_0	48
APPL1_12_19599	5
APPL1_132_0	207
APPL1_14_26132	26
ARAF_0_0	41
ARAF_0_1541	1
ARAF_0_3082	7
ARAF_0_7705	8
ARAF_0_9246	34
ARAF_10_1541	244
ARAF_10_9246	22
ARAF_11_0	6
ARAF_11_1541	98
ARAF_12_1541	7
ARAF_12_3082	11
ARAF_13_1541	12
ARAF_13_7705	122
ARAF_14_1541	71
ARAF_15_3082	0
ARAF_15_9246	25
ASB14_0_10428	62
ASB14_0_13904	72
ASB14_0_20856	32
ASB14_10_3476	0
ASB14_11_13904	209
ASB14_12_17380	20
ASB14_12_20856	151
ASB14_12_6952	136
ASB14_13_13904	27
ASB14_13_17380	102
ASB14_14_13904	735
ASB14_14_17380	66
ASB14_14_3476	2
ASB14_14_6952	32
ASB14_15_17380	34
ATM_0_20946	102
ATM_104_62838	85
ATM_106_0	0
ATM_106_41892	0
ATM_107_41892	22
ATM_108_62838	282
ATM_109_0	170
ATM_109_62838	33
ATM_10_0	1
ATM_113_20946	9
ATM_114_20946	0
ATM_116_20946	32
ATM_117_0	36
ATM_117_41892	80
ATM_118_0	166
ATM_119_0	111
ATR_0_0	224
ATR_0_37026	0
ATR_0_74052	20
ATR_101_74052	32
ATR_102_0	36
ATR_103_0	6
ATR_105_92565	260
ATR_107_92565	8
ATR_108_92565	11
ATR_109_37026	171
ATR_109_92565	15
ATR_110_37026	144
ATR_111_0	58
ATR_111_111078	22
ATR_111_37026	107
ATR_112_37026	22
AURKA_0_0	14
AURKA_101_19668	2
AURKA_104_19668	173
AURKA_10_13112	81
AURKA_116_19668	70
AURKA_11_0	54
AURKA_11_16390	30
AURKA_11_19668	7
AURKA_12_16390	773
AURKA_12_19668	0
AURKA_13_13112	215
AURKA_13_16390	0
AURKA_13_6556	21
AURKA_14_19668	32
AURKA_15_13112	23
AURKB_0_0	237
AURKB_0_1674	0
AURKB_0_2511	147
AURKB_0_5022	21
AURKB_0_837	11
AURKB_10_0	11
AURKB_10_1674	7
AURKB_10_2511	6
AURKB_10_3348	36
AURKB_10_5022	11
AURKB_11_1674	155
AURKB_11_2511	9
AURKB_11_4185	6
AURKB_11_5022	27
AURKB_11_837	4
AURKB_12_0	76
AURKC_0_0	6
AURKC_0_1296	68
AURKC_0_1944	27
AURKC_0_3888	134
AURKC_0_648	76
AURKC_10_0	22
AURKC_10_1296	321
AURKC_10_1944	31
AURKC_10_3240	70
AURKC_10_3888	73
AURKC_10_648	198
AURKC_11_0	7
AURKC_11_1296	66
AURKC_11_1944	13
AURKC_11_3240	22
AVPR1A_0_1630	0
AVPR1A_0_2445	131
AVPR1A_0_3260	91
AVPR1A_0_4075	0
AVPR1A_0_4890	31
AVPR1A_0_815	2
AVPR1A_10_4890	4
AVPR1A_10_815	39
AVPR1A_11_0	102
AVPR1A_11_4075	0
AVPR1A_11_4890	34
AVPR1A_11_815	21
AVPR1A_12_4075	118
AVPR1A_12_4890	73
AVPR1B_2_6858	35
AVPR1B_34_6858	13
AVPR1B_36_6858	53
AVPR1B_37_6858	177
AVPR1B_39_6858	29
AVPR1B_3_6858	168
AVPR1B_40_6858	248
AVPR1B_41_6858	84
AVPR1B_42_6858	13
AVPR1B_44_6858	170
AVPR1B_45_6858	458
AVPR1B_60_6858	2
AXL_0_18240	58
AXL_101_24320	8
AXL_101_30400	0
AXL_101_36480	18
AXL_102_24320	20
AXL_102_36480	332
AXL_103_36480	234
AXL_104_36480	213
AXL_107_12160	4
AXL_10_0	1513
AXL_110_0	97
AXL_110_12160	35
AXL_110_30400	1
AXL_111_12160	11
AXL_111_36480	1343
AXL_111_6080	5
AZU1_0_1976	0
AZU1_0_2964	1
AZU1_10_1976	79
AZU1_10_4940	115
AZU1_10_5928	17
AZU1_11_1976	84
AZU1_11_5928	19
AZU1_12_1976	33
AZU1_12_2964	41
AZU1_13_1976	15
AZU1_14_5928	10
AZU1_15_5928	79
AZU1_16_1976	15
AZU1_16_5928	48
AZU1_17_5928	19
AZU1_18_5928	781
BAD_0_0	51
BAD_104_0	0
BAD_19_0	4
BAD_20_0	9
BAD_28_0	334
BAD_2_0	34
BAD_3_0	52
BAD_47_0	37
BAD_4_0	59
BAD_5_0	17
BAD_68_0	168
BAD_82_0	0
BAD_99_0	4
BAK1_13_1098	2
BAK1_15_1098	204
BAK1_16_1098	193
BAK1_17_2196	93
BAK1_18_1098	167
BAK1_29_1098	18
BAK1_30_1098	45
BAK1_37_1098	47
BAK1_39_1098	77
BAK1_43_1098	30
BAK1_44_1098	111
BAK1_46_1098	81
BAK1_7_1098	40
BAX_10_5982	142
BAX_11_5982	217
BAX_18_5982	127
BAX_36_5982	2740
BAX_3_5982	718
BAX_44_5982	405
BAX_45_5982	2952
BAX_46_5982	1036
BAX_47_5982	393
BAX_8_5982	119
BAX_9_5982	598
BBC3_0_0	20
BBC3_1_0	0
BBC3_25_0	236
BBC3_26_0	150
BBC3_2_0	80
BBC3_46_0	31
BBC3_47_0	2
BBC3_48_0	14
BBC3_60_0	24
BBC3_61_0	67
BBC3_62_0	39
BBC3_63_0	22
BBC3_64_0	2
BCKDK_0_1908	131
BCKDK_0_2862	76
BCKDK_0_3816	37
BCKDK_0_5724	95
BCKDK_10_0	0
BCKDK_10_1908	18
BCKDK_10_2862	24
BCKDK_10_3816	0
BCKDK_10_4770	48
BCKDK_10_5724	7
BCKDK_11_0	0
BCKDK_11_1908	11
BCKDK_11_2862	23
BCKDK_11_3816	96
BCKDK_11_4770	43
BCKDK_11_5724	21
BCL2A1_15_9048	18
BCL2A1_17_9048	30
BCL2A1_1_9048	50
BCL2A1_29_6032	143
BCL2A1_2_9048	80
BCL2A1_3_9048	68
BCL2A1_4_0	0
BCL2A1_5_9048	2462
BCL2A1_6_9048	145
BCL2A1_7_9048	79
BCL2A1_8_6032	37
BCL2A1_8_9048	16
BCL2L10_0_0	21
BCL2L10_0_501	0
BCL2L10_1_0	141
BCL2L10_1_501	34
BCL2L10_2_0	111
BCL2L10_3_0	0
BCL2L10_3_501	5
BCL2L10_4_0	81
BCL2L10_5_0	22
BCL2L10_6_0	1
BCL2L10_7_0	126
BCL2L10_8_0	31
BCL2L11_106_42054	0
BCL2L11_107_42054	0
BCL2L11_108_42054	100
BCL2L11_109_42054	23
BCL2L11_110_42054	26
BCL2L11_111_42054	76
BCL2L11_112_42054	2
BCL2L11_24_42054	360
BCL2L11_25_42054	2
BCL2L11_27_42054	153
BCL2L11_28_42054	78
BCL2L11_29_42054	158
BCL2L12_15_7152	32
BCL2L12_32_3576	0
BCL2L12_32_4768	45
BCL2L12_33_3576	97
BCL2L12_34_3576	127
BCL2L12_35_3576	144
BCL2L12_36_3576	264
BCL2L12_37_3576	8
BCL2L12_38_3576	168
BCL2L12_38_7152	101
BCL2L12_39_7152	55
BCL2L12_42_4768	222
BCL2L12_8_4768	15
BCL2L13_10_87228	76
BCL2L13_113_72690	107
BCL2L13_115_72690	148
BCL2L13_117_72690	10
BCL2L13_125_72690	160
BCL2L13_126_72690	1
BCL2L13_177_87228	106
BCL2L13_180_87228	413
BCL2L13_23_87228	25
BCL2L13_27_87228	1
BCL2L13_28_87228	20
BCL2L13_29_87228	16
BCL2L13_9_87228	400
BCL2L14_123_46068	40
BCL2L14_124_46068	0
BCL2L14_125_46068	84
BCL2L14_127_46068	94
BCL2L14_128_46068	58
BCL2L14_129_46068	0
BCL2L14_351_46068	0
BCL2L14_352_46068	0
BCL2L14_353_46068	0
BCL2L14_354_46068	158
BCL2L14_355_46068	3
BCL2L14_356_46068	106
BCL2L14_358_46068	214
BCL2L1_123_0	1
BCL2L1_129_0	81
BCL2L1_14_0	3
BCL2L1_161_0	0
BCL2L1_163_0	50
BCL2L1_164_0	75
BCL2L1_165_0	111
BCL2L1_1_0	153
BCL2L1_2_0	69
BCL2L1_326_0	852
BCL2L1_329_0	16
BCL2L1_3_0	41
BCL2L1_94_0	181
BCL2L2_16_7408	26
BCL2L2_19_7408	80
BCL2L2_21_7408	18
BCL2L2_22_7408	208
BCL2L2_28_3704	72
BCL2L2_30_5556	97
BCL2L2_33_5556	10
BCL2L2_39_3704	214
BCL2L2_55_7408	4
BCL2L2_56_3704	55
BCL2L2_72_7408	167
BCL2L2_73_7408	41
BCL2L2_81_7408	0
BCL2_265_0	88
BCL2_270_0	107
BCL2_273_0	30
BCL2_275_0	21
BCL2_276_0	111
BCL2_280_0	163
BCL2_285_0	272
BCL2_633_0	0
BCL2_636_0	184
BCL2_637_0	269
BCL2_640_0	224
BCL2_662_0	83
BCL2_663_0	26
BCL3_17_7048	66
BCL3_39_3524	251
BCL3_3_8810	65
BCL3_49_0	0
BCL3_49_3524	34
BCL3_51_3524	29
BCL3_54_0	53
BCL3_55_10572	120
BCL3_77_10572	15
BCL3_78_0	212
BCL3_90_10572	26
BCL6B_13_5190	6
BCL6B_15_5190	9
BCL6B_16_5190	31
BCL6B_18_5190	127
BCL6B_19_5190	312
BCL6B_1_5190	65
BCL6B_21_5190	167
BCL6B_25_4152	206
BCL6B_25_5190	0
BCL6B_26_5190	0
BCL6B_33_4152	62
BCL6B_4_5190	203
BCL6B_5_5190	0
BCL6_22_10434	6
BCL6_23_10434	30
BCL6_24_10434	3
BCL6_50_13912	28
BCL6_51_13912	168
BCL6_52_13912	18
BCL6_53_13912	3
BCL6_54_13912	17
BCL6_55_13912	49
BCL6_56_10434	17
BCL6_56_13912	10
BCL6_6_13912	0
BCL6_8_13912	244
BCL7A_106_36528	242
BCL7A_107_36528	28
