"DesignID"	"Readcount"
"CDC42BPA_1"	884
"CDC42BPA_2"	312
"CDC42BPA_3"	43
"CDC42BPB_0"	42
"CDC42BPB_1"	48
"CDC42BPB_2"	4
"CDC42BPG_0"	17
"CDC42BPG_1"	34
"CDC42BPG_2"	53
"CDC42BPG_3"	95
"CDC42EP1_0"	119
"CDC42EP1_1"	159
"CDC42EP1_2"	19
"CDC42EP1_3"	21
"CDC42EP2_0"	83
"CDC42EP2_1"	9
"CDC42EP3_0"	2
"CDC42EP3_1"	109
"CDC42EP3_2"	175
"CDC42EP4_0"	133
"CDC42EP4_1"	8
"CDC42EP5_0"	170
"CDC42SE1_0"	16
"CDC42SE1_1"	47
"CDC42SE1_2"	70
"CDC42SE1_3"	242
"CDC42SE1_4"	142
"CDC42SE2_0"	42
"CDC42SE2_1"	73
"CDC42SE2_2"	135
"CDC42SE2_3"	481
"CDC45_0"	77
"CDC45_1"	163
"CDC45_2"	112
"CDC5L_0"	25
"CDC5L_1"	2
"CDC5L_2"	27
"CDC5L_3"	142
"CDC6_0"	27
"CDC6_1"	0
"CDC6_2"	78
"CDC7_0"	49
"CDC7_1"	69
"CDC7_2"	14
"CDC7_3"	140
"CDC73_0"	106
"CDC73_1"	28
"CDC73_2"	115
"CDCA2_0"	83
"CDCA2_1"	25
"CDCA2_2"	91
"CDCA2_3"	75
"CDCA3_0"	79
"CDCA3_1"	31
"CDCA3_2"	57
"CDCA3_3"	75
"CDCA4_0"	102
"CDCA4_1"	4
"CDCA5_0"	80
"CDCA5_1"	2
"CDCA5_2"	21
"CDCA5_3"	9
"CDCA7_0"	401
"CDCA7_1"	357
"CDCA7L_0"	37
"CDCA7L_1"	177
"CDCA7L_2"	72
"CDCA8_0"	55
"CDCA8_1"	1
"CDCA8_2"	203
"CDCP1_0"	265
"CDCP1_1"	397
"CDCP1_2"	177
"CDCP1_3"	81
"CDCP1_4"	155
"CDCP1_5"	186
"CDCP2_0"	20
"CDCP2_1"	26
"CDCP2_2"	1183
"CDCP2_3"	33
"CDCP2_4"	30
"CDCP2_5"	140
"CDH1_0"	108
"CDH1_1"	16
"CDH1_2"	21
"CDH10_0"	140
"CDH10_1"	50
"CDH10_2"	36
"CDH10_3"	144
"CDH10_4"	47
"CDH11_0"	180
"CDH11_1"	81
"CDH11_2"	196
"CDH11_3"	137
"CDH12_0"	151
"CDH12_1"	308
"CDH12_2"	33
"CDH12_3"	70
"CDH12_4"	94
"CDH13_0"	952
"CDH13_1"	652
"CDH13_2"	801
"CDH13_3"	637
"CDH13_4"	450
"CDH13_5"	3901
"CDH15_0"	47
"CDH15_1"	27
"CDH15_2"	68
"CDH16_0"	703
"CDH16_1"	647
"CDH16_2"	392
"CDH17_0"	57
"CDH17_1"	242
"CDH18_0"	28
"CDH18_1"	81
"CDH18_2"	166
"CDH18_3"	319
"CDH18_4"	35
"CDH19_0"	184
"CDH19_1"	93
"CDH19_2"	470
"CDH19_3"	53
"CDH2_0"	36
"CDH2_1"	92
"CDH2_2"	27
"CDH2_3"	130
"CDH20_0"	22
"CDH20_1"	187
"CDH20_2"	76
"CDH20_3"	97
"CDH22_0"	85
"CDH22_1"	83
"CDH22_2"	179
"CDH23_0"	115
"CDH23_1"	89
"CDH23_2"	58
"CDH23_3"	90
"CDH23_4"	2043
"CDH23_5"	128
"CDH23_6"	68
"CDH23_7"	131
"CDH24_0"	144
"CDH24_1"	278
"CDH24_2"	61
"CDH24_3"	251
"CDH26_0"	57
"CDH26_1"	18
"CDH26_2"	117
"CDH26_3"	43
"CDH26_4"	10
"CDH26_5"	28
"CDH26_6"	141
"CDH3_0"	202
"CDH3_1"	512
"CDH3_2"	60
"CDH3_3"	50
"CDH4_0"	29
"CDH4_1"	1
"CDH4_2"	7
"CDH4_3"	45
"CDH4_4"	85
"CDH4_5"	82
"CDH5_0"	103
"CDH5_1"	276
"CDH5_2"	0
"CDH5_3"	115
"CDH6_0"	332
"CDH6_1"	110
"CDH6_2"	32
"CDH6_3"	53
"CDH6_4"	77
"CDH7_0"	141
"CDH7_1"	91
"CDH7_2"	60
"CDH7_3"	17
"CDH8_0"	78
"CDH8_1"	115
"CDH9_0"	52
"CDH9_1"	75
"CDH9_2"	5
"CDH9_3"	334
"CDH9_4"	301
"CDHR1_0"	96
"CDHR1_1"	73
"CDHR1_2"	1690
"CDHR2_0"	115
"CDHR2_1"	29
"CDHR2_2"	34
"CDHR2_3"	24
"CDHR3_0"	87
"CDHR3_1"	219
"CDHR3_2"	105
"CDHR4_0"	4
"CDHR4_1"	38
"CDHR4_2"	78
"CDHR5_0"	153
"CDHR5_1"	105
"CDIPT_0"	120
"CDIPT_1"	9
"CDIPT_2"	184
"CDIPT_3"	40
"CDK1_0"	173
"CDK1_1"	27
"CDK1_2"	309
"CDK10_0"	105
"CDK10_1"	36
"CDK10_2"	28
"CDK11A_0"	31
"CDK11A_1"	68
"CDK11A_2"	20
"CDK11A_3"	636
"CDK12_0"	372
"CDK12_1"	0
"CDK12_2"	186
"CDK13_0"	155
"CDK13_1"	32
"CDK13_2"	0
"CDK14_0"	159
"CDK14_1"	82
"CDK14_2"	16
"CDK15_0"	89
"CDK15_1"	184
"CDK15_2"	579
"CDK15_3"	66
"CDK15_4"	198
"CDK15_5"	356
"CDK16_0"	158
"CDK16_1"	345
"CDK16_2"	75
"CDK16_3"	50
"CDK17_0"	41
"CDK17_1"	256
"CDK17_2"	166
"CDK17_3"	36
"CDK18_0"	264
"CDK18_1"	18
"CDK18_2"	273
"CDK19_0"	78
"CDK19_1"	20
"CDK2_0"	223
"CDK2_1"	832
"CDK2_2"	242
"CDK20_0"	26
"CDK20_1"	312
"CDK20_2"	256
"CDK20_3"	121
"CDK20_4"	862
"CDK2AP1_0"	70
"CDK2AP1_1"	45
"CDK2AP1_2"	19
"CDK2AP1_3"	122
"CDK2AP2_0"	60
"CDK2AP2_1"	130
"CDK2AP2_2"	140
"CDK3_0"	30
"CDK3_1"	20
"CDK3_2"	17
"CDK4_0"	69
"CDK4_1"	48
"CDK4_2"	17
"CDK4_3"	21
"CDK5_0"	69
"CDK5_1"	122
"CDK5_2"	145
"CDK5R1_0"	53
"CDK5R2_0"	344
"CDK5R2_1"	18
"CDK5R2_2"	89
"CDK5RAP1_0"	194
"CDK5RAP1_1"	64
"CDK5RAP1_2"	213
"CDK5RAP2_0"	200
"CDK5RAP2_1"	102
"CDK5RAP2_2"	641
"CDK5RAP3_0"	71
"CDK5RAP3_1"	45
"CDK5RAP3_2"	61
"CDK5RAP3_3"	16
"CDK6_0"	112
"CDK6_1"	67
"CDK6_2"	13
"CDK6_3"	30
"CDK7_0"	26
"CDK7_1"	0
"CDK7_2"	191
"CDK8_0"	569
"CDK8_1"	456
"CDK8_2"	141
"CDK9_0"	0
"CDK9_1"	165
"CDK9_2"	36
"CDKAL1_0"	149
"CDKAL1_1"	1909
"CDKAL1_2"	114
"CDKL1_0"	61
"CDKL1_1"	40
"CDKL1_2"	182
"CDKL1_3"	175
"CDKL2_0"	29
"CDKL2_1"	376
"CDKL2_2"	100
"CDKL2_3"	32
"CDKL2_4"	68
"CDKL2_5"	38
"CDKL3_0"	11
"CDKL3_1"	200
"CDKL3_2"	46
"CDKL3_3"	236
"CDKL3_4"	114
"CDKL4_0"	116
"CDKL4_1"	58
"CDKL4_2"	44
"CDKL4_3"	130
"CDKL5_0"	39
"CDKL5_1"	83
"CDKL5_2"	281
"CDKL5_3"	177
"CDKN1A_0"	30
"CDKN1A_1"	85
"CDKN1B_0"	285
"CDKN1B_1"	67
"CDKN1B_2"	56
"CDKN1B_3"	535
"CDKN1C_0"	145
"CDKN1C_1"	103
"CDKN1C_2"	127
"CDKN1C_3"	135
"CDKN2A_0"	105
"CDKN2A_1"	232
"CDKN2A_2"	200
"CDKN2A_3"	2
"CDKN2A_4"	22
"CDKN2A_5"	306
"CDKN2A_6"	295
"CDKN2A_7"	22
"CDKN2AIP_0"	23
"CDKN2AIP_1"	386
"CDKN2AIP_2"	26
"CDKN2AIP_3"	11
"CDKN2AIP_4"	11
"CDKN2AIP_5"	104
"CDKN2AIPNL_0"	51
"CDKN2AIPNL_1"	1
"CDKN2B_0"	2722
"CDKN2B_1"	166
"CDKN2B_2"	102
"CDKN2B_3"	162
"CDKN2B_4"	38
"CDKN2B_5"	210
"CDKN2C_0"	153
"CDKN2C_1"	462
"CDKN2C_2"	357
"CDKN2C_3"	23
"CDKN2C_4"	16
"CDKN2C_5"	14
"CDKN2D_0"	69
"CDKN2D_1"	4
"CDKN2D_2"	7
"CDKN2D_3"	31
"CDKN3_0"	89
"CDKN3_1"	28
"CDKN3_2"	272
"CDKN3_3"	1791
"CDNF_0"	189
"CDNF_1"	84
"CDNF_2"	300
"CDO1_0"	91
"CDO1_1"	5
"CDON_0"	53
"CDON_1"	195
"CDON_2"	693
"CDR1_0"	154
"CDR1_1"	276
"CDR2_0"	136
"CDR2_1"	27
"CDR2L_0"	41
"CDR2L_1"	10
"CDR2L_2"	17
"CDRT1_0"	22
"CDRT1_1"	93
"CDRT15_0"	26
"CDRT15_1"	239
"CDRT15L2_0"	80
"CDRT15L2_1"	24
"CDRT15L2_2"	220
"CDRT15L2_3"	166
"CDS1_0"	69
"CDS1_1"	28
"CDS1_2"	34
"CDS1_3"	18
"CDS1_4"	30
"CDS1_5"	56
"CDS2_0"	15
"CDS2_1"	20
"CDSN_0"	21
"CDSN_1"	68
"CDSN_2"	115
"CDT1_0"	22
"CDT1_1"	0
"CDT1_2"	262
"CDT1_3"	3
"CDV3_0"	127
"CDV3_1"	1166
"CDV3_2"	53
"CDV3_3"	158
"CDX1_0"	41
"CDX1_1"	56
"CDX1_2"	132
"CDX1_3"	397
"CDX2_0"	89
"CDX2_1"	56
"CDX2_2"	25
"CDX2_3"	133
"CDX4_0"	236
"CDX4_1"	61
"CDX4_2"	16
"CDYL_0"	72
"CDYL_1"	168
"CDYL_2"	280
"CDYL_3"	192
"CDYL2_0"	325
"CDYL2_1"	36
"CDYL2_2"	688
"CEACAM1_0"	541
"CEACAM1_1"	446
"CEACAM1_2"	309
"CEACAM1_3"	365
"CEACAM16_0"	167
"CEACAM16_1"	113
"CEACAM16_2"	22
"CEACAM16_3"	59
"CEACAM18_0"	37
"CEACAM18_1"	54
"CEACAM18_2"	172
"CEACAM18_3"	31
"CEACAM19_0"	216
"CEACAM19_1"	75
"CEACAM19_2"	249
"CEACAM19_3"	131
"CEACAM21_0"	76
"CEACAM21_1"	71
"CEACAM21_2"	13
"CEACAM21_3"	90
"CEACAM3_0"	62
"CEACAM3_1"	9
"CEACAM4_0"	105
"CEACAM4_1"	257
"CEACAM4_2"	105
"CEACAM4_3"	10
"CEACAM5_0"	69
"CEACAM5_1"	37
"CEACAM5_2"	30
"CEACAM6_0"	31
"CEACAM6_1"	89
"CEACAM6_2"	130
"CEACAM6_3"	51
"CEACAM7_0"	14
"CEACAM7_1"	32
"CEACAM7_2"	197
"CEACAM7_3"	33
"CEACAM8_0"	49
"CEACAM8_1"	290
"CEBPA_0"	52
"CEBPA_1"	259
"CEBPB_0"	336
"CEBPB_1"	344
"CEBPD_0"	44
"CEBPD_1"	175
"CEBPE_0"	25
"CEBPE_1"	24
"CEBPE_2"	139
"CEBPE_3"	114
"CEBPG_0"	164
"CEBPG_1"	71
"CEBPZ_0"	15001
"CEBPZ_1"	26
"CEBPZ_2"	31
"CEBPZ_3"	35
"CEBPZ_4"	36
"CEBPZ_5"	27
"CECR1_0"	271
"CECR1_1"	40
"CECR1_2"	32
"CECR1_3"	70
"CECR1_4"	48
"CECR1_5"	264
"CECR5_0"	120
"CECR5_1"	180
"CECR5_2"	79
"CECR5_3"	2
"CECR5_4"	15
"CECR6_0"	156
"CECR6_1"	238
"CECR6_2"	22
"CEL_0"	64
"CEL_1"	42
"CELA1_0"	0
"CELA1_1"	60
"CELA1_2"	352
"CELA1_3"	21
"CELA2A_0"	50
"CELA2A_1"	315
"CELA2A_2"	351
"CELA2A_3"	63
"CELA2B_0"	155
"CELA2B_1"	73
"CELA3A_0"	17
"CELA3A_1"	390
"CELA3A_2"	198
"CELA3A_3"	10
"CELA3B_0"	28
"CELA3B_1"	241
"CELA3B_2"	248
"CELA3B_3"	283
"CELF1_0"	214
"CELF1_1"	860
"CELF1_2"	555
"CELF2_0"	310
"CELF2_1"	3977
"CELF3_0"	106
"CELF3_1"	61
"CELF3_2"	168
"CELF3_3"	145
"CELF4_0"	795
"CELF4_1"	835
"CELF4_2"	174
"CELF4_3"	290
"CELF5_0"	27
"CELF5_1"	113
"CELF5_2"	27
"CELF5_3"	181
"CELF6_0"	221
"CELF6_1"	190
"CELF6_2"	256
"CELF6_3"	214
"CELSR1_0"	664
"CELSR1_1"	10
"CELSR1_2"	38
"CELSR1_3"	120
"CELSR2_0"	68
"CELSR2_1"	176
"CELSR2_2"	209
"CELSR2_3"	47
"CELSR3_0"	38
"CELSR3_1"	17
"CELSR3_2"	42
"CEMP1_0"	171
"CEMP1_1"	85713
"CEND1_0"	594
"CENPA_0"	48
"CENPA_1"	107
"CENPA_2"	2
"CENPA_3"	56
"CENPA_4"	12
"CENPB_0"	128
"CENPB_1"	40
"CENPBD1_0"	18
"CENPBD1_1"	196
"CENPC1_0"	0
"CENPC1_1"	9
"CENPE_0"	0
"CENPE_1"	7
"CENPE_2"	25
"CENPE_3"	22
"CENPE_4"	65
"CENPE_5"	42
"CENPF_0"	0
"CENPF_1"	1
"CENPF_2"	105
"CENPF_3"	0
"CENPF_4"	157
"CENPH_0"	8
"CENPH_1"	97
"CENPI_0"	20
"CENPI_1"	11
"CENPI_2"	11
"CENPI_3"	16
"CENPJ_0"	8
"CENPJ_1"	29
"CENPJ_2"	42
"CENPJ_3"	145
"CENPK_0"	9
"CENPK_1"	151
"CENPL_0"	386
"CENPL_1"	96
"CENPL_2"	48
"CENPL_3"	72
"CENPL_4"	70
"CENPL_5"	88
"CENPM_0"	609
"CENPM_1"	7
"CENPM_2"	86
"CENPM_3"	125
"CENPM_4"	223
"CENPM_5"	224
"CENPN_0"	718
"CENPN_1"	16
"CENPN_2"	33
"CENPO_0"	341
"CENPO_1"	67
"CENPO_2"	268
"CENPP_0"	169
"CENPP_1"	10
"CENPP_2"	41
"CENPP_3"	70
"CENPQ_0"	4
"CENPQ_1"	54
"CENPQ_2"	161
"CENPT_0"	161
"CENPT_1"	185
"CENPT_2"	208
"CENPT_3"	36
"CENPV_0"	68
"CENPV_1"	9
"CENPV_2"	46
"CENPV_3"	40
"CENPW_0"	32
"CENPW_1"	3
"CEP104_0"	120
"CEP104_1"	52
"CEP104_2"	11
"CEP104_3"	125
"CEP112_0"	101
"CEP112_1"	41
"CEP112_2"	91
"CEP112_3"	14
"CEP112_4"	20
"CEP112_5"	43
"CEP112_6"	6
"CEP120_0"	109
"CEP120_1"	180
"CEP120_2"	320
"CEP128_0"	12
"CEP128_1"	217
"CEP128_2"	35
"CEP135_0"	20
"CEP135_1"	28
"CEP135_2"	26
"CEP135_3"	1465
"CEP152_0"	99
"CEP152_1"	425
"CEP164_0"	25
"CEP164_1"	234
"CEP164_2"	248
"CEP164_3"	244
"CEP170_0"	505
"CEP170_1"	238
"CEP170_2"	169
"CEP170_3"	228
"CEP19_0"	32
"CEP19_1"	63
"CEP19_2"	22
"CEP192_0"	4
"CEP192_1"	90
"CEP192_2"	52
"CEP192_3"	14
"CEP250_0"	3
"CEP250_1"	156
"CEP290_0"	43
"CEP290_1"	11
"CEP290_2"	12
"CEP290_3"	63
"CEP350_0"	27
"CEP350_1"	62
"CEP41_0"	340
"CEP41_1"	72
"CEP41_2"	399
"CEP41_3"	189
"CEP41_4"	111
"CEP44_0"	28
"CEP44_1"	10
"CEP44_2"	3
"CEP44_3"	183
"CEP44_4"	387
"CEP44_5"	28
"CEP55_0"	14
"CEP55_1"	46
"CEP55_2"	34
"CEP55_3"	58
"CEP57_0"	22
"CEP57_1"	16
"CEP57_2"	24
"CEP57_3"	237
"CEP57L1_0"	25
"CEP57L1_1"	14
"CEP63_0"	25
"CEP63_1"	386
"CEP63_2"	553
"CEP63_3"	520
"CEP63_4"	13
"CEP68_0"	46
"CEP68_1"	265
"CEP70_0"	8
"CEP70_1"	75
"CEP70_2"	26
"CEP70_3"	75
"CEP72_0"	300
"CEP72_1"	38
"CEP72_2"	147
"CEP72_3"	133
"CEP72_4"	36
"CEP72_5"	14
"CEP76_0"	39
"CEP76_1"	98
"CEP76_2"	10
"CEP76_3"	120
"CEP78_0"	146
"CEP78_1"	129
"CEP78_2"	428
"CEP85_0"	251
"CEP85_1"	90
"CEP85_2"	13
"CEP85_3"	21
"CEP85_4"	208
"CEP85L_0"	939
"CEP85L_1"	247
"CEP85L_2"	84
"CEP85L_3"	175
"CEP89_0"	438
"CEP89_1"	55
"CEP89_2"	619
"CEP95_0"	43
"CEP95_1"	243
"CEP95_2"	3
"CEP95_3"	70
"CEP97_0"	115
"CEP97_1"	3
"CEP97_2"	46
"CEPT1_0"	35
"CEPT1_1"	20
"CEPT1_2"	323
"CER1_0"	109
"CER1_1"	61
"CER1_2"	36
"CER1_3"	134
"CERCAM_0"	53
"CERCAM_1"	81
"CERCAM_2"	3
"CERCAM_3"	18
"CERK_0"	131
"CERK_1"	116
"CERK_2"	27
"CERK_3"	58
"CERKL_0"	46
"CERKL_1"	173
"CERKL_2"	550
"CERKL_3"	1033
"CERKL_4"	673
"CERS1_0"	185
"CERS1_1"	27
"CERS1_2"	218
"CERS1_3"	13
"CERS2_0"	31
"CERS2_1"	29
"CERS2_2"	39
"CERS2_3"	31
"CERS2_4"	208
"CERS3_0"	45
"CERS3_1"	383
"CERS3_2"	9
"CERS3_3"	11
"CERS4_0"	44
"CERS4_1"	33
"CERS4_2"	9
"CERS5_0"	29
"CERS5_1"	181
"CERS5_2"	125
"CERS5_3"	167
"CERS6_0"	212
"CERS6_1"	112
"CERS6_2"	66
"CERS6_3"	723
"CERS6_4"	53
"CERS6_5"	292
"CES1_0"	1450
"CES1_1"	75
"CES1_2"	256
"CES1_3"	70
"CES2_0"	30
"CES2_1"	244
"CES2_2"	37
"CES2_3"	334
"CES3_0"	662
"CES3_1"	171
"CES3_2"	265
"CES3_3"	151
"CES3_4"	270
"CES3_5"	160
"CES3_6"	145
"CES3_7"	54
"CES4A_0"	336
"CES4A_1"	39
"CES4A_2"	74
"CES4A_3"	249
"CES4A_4"	278
"CES5A_0"	129
"CES5A_1"	132
"CES5A_2"	438
"CES5A_3"	81
"CES5A_4"	260
"CETN1_0"	1
"CETN1_1"	349
"CETN2_0"	16
"CETN2_1"	25
"CETN2_2"	11
"CETN3_0"	57
"CETN3_1"	14
"CETN3_2"	14
"CETN3_3"	46
"CETP_0"	0
"CETP_1"	28
"CETP_2"	16
"CFB_0"	23
"CFB_1"	49
"CFB_2"	11
"CFB_3"	23
"CFC1_0"	1
"CFC1_1"	18
"CFC1B_0"	15
"CFD_0"	68
"CFD_1"	274
"CFD_2"	210
"CFDP1_0"	3
"CFDP1_1"	82
"CFDP1_2"	19
"CFDP1_3"	33
"CFH_0"	336
"CFH_1"	10
"CFH_2"	76
"CFH_3"	111
"CFH_4"	195
"CFH_5"	111
"CFHR1_0"	18
"CFHR1_1"	19
"CFHR1_2"	372
"CFHR1_3"	25
"CFHR1_4"	53
"CFHR2_0"	1
"CFHR2_1"	42
"CFHR2_2"	2
"CFHR2_3"	64
"CFHR3_0"	356
"CFHR3_1"	47
"CFHR3_2"	58
"CFHR3_3"	159
"CFHR4_0"	1
"CFHR4_1"	107
"CFHR5_0"	18
"CFHR5_1"	177
"CFI_0"	341
"CFI_1"	7
"CFI_2"	4
"CFL1_0"	70
"CFL1_1"	79
"CFL2_0"	53
"CFL2_1"	111
"CFL2_2"	26
"CFL2_3"	58
"CFL2_4"	76
"CFLAR_0"	100
"CFLAR_1"	1057
"CFLAR_2"	1406
"CFLAR_3"	954
"CFP_0"	40
"CFP_1"	119
"CFP_2"	16
"CFTR_0"	80
"CFTR_1"	150
"CFTR_2"	18
"CGA_0"	307
"CGA_1"	72
"CGA_2"	128
"CGB1_0"	71
"CGB1_1"	14
"CGB7_0"	60
"CGGBP1_0"	153
"CGGBP1_1"	200
"CGN_0"	101
"CGN_1"	100
"CGNL1_0"	69
"CGNL1_1"	9
"CGNL1_2"	65
"CGNL1_3"	43
"CGREF1_0"	146
"CGREF1_1"	84
"CGREF1_2"	109
"CGREF1_3"	142
"CGREF1_4"	22
"CGREF1_5"	2
"CGREF1_6"	843
"CGREF1_7"	96
"CGREF1_8"	638
"CGREF1_9"	38
"CGRRF1_0"	64
"CGRRF1_1"	44
"CGRRF1_2"	20
"CH25H_0"	81
"CHAC1_0"	402
"CHAC1_1"	128
"CHAC1_2"	432
"CHAC1_3"	86
"CHAC1_4"	116
"CHAC2_0"	45
"CHAC2_1"	78
"CHAC2_2"	192
"CHAC2_3"	261
"CHAC2_4"	16
"CHAD_0"	148
"CHAD_1"	73
"CHAD_2"	30
"CHADL_0"	141
"CHADL_1"	87
"CHADL_2"	62
"CHADL_3"	329
"CHAF1A_0"	27
"CHAF1A_1"	8
"CHAF1A_2"	80
"CHAF1B_0"	64
"CHAF1B_1"	615
"CHAF1B_2"	27
"CHAF1B_3"	269
"CHAMP1_0"	25
"CHAMP1_1"	338
"CHAT_0"	88
"CHAT_1"	752
"CHAT_2"	66
"CHAT_3"	253
"CHCHD1_0"	16
"CHCHD1_1"	329
"CHCHD1_2"	248
"CHCHD1_3"	62
"CHCHD10_0"	21
"CHCHD10_1"	343
"CHCHD2_0"	78
"CHCHD2_1"	56
"CHCHD3_0"	165
"CHCHD4_0"	999
"CHCHD4_1"	90
"CHCHD4_2"	26
"CHCHD5_0"	28
"CHCHD5_1"	65
"CHCHD5_2"	46
"CHCHD5_3"	76
"CHCHD5_4"	108
"CHCHD6_0"	5
"CHCHD6_1"	94
"CHCHD6_2"	4
"CHCHD7_0"	231
"CHCHD7_1"	30
"CHCHD7_2"	610
"CHCHD7_3"	431
"CHCHD7_4"	6680
"CHCHD8_0"	39
"CHCHD8_1"	55
"CHD1_0"	48
"CHD1_1"	115
"CHD1_2"	11
"CHD1_3"	25
"CHD1L_0"	242
"CHD1L_1"	241
"CHD1L_2"	60
"CHD1L_3"	53
"CHD1L_4"	201
"CHD1L_5"	80
"CHD2_0"	257
"CHD2_1"	312
"CHD2_2"	16
"CHD3_0"	247
"CHD3_1"	623
"CHD3_2"	115
"CHD4_0"	82
"CHD4_1"	27
"CHD4_2"	25
"CHD5_0"	31
"CHD5_1"	232
"CHD5_2"	45
"CHD5_3"	92
"CHD5_4"	1
"CHD6_0"	46
"CHD6_1"	83
"CHD7_0"	65
"CHD7_1"	11
"CHD7_2"	136
"CHD7_3"	13
"CHD8_0"	171
"CHD8_1"	491
"CHD8_2"	173
"CHD8_3"	60
"CHD9_0"	243
"CHD9_1"	272
"CHD9_2"	79
"CHD9_3"	13
"CHDH_0"	64
"CHDH_1"	79
"CHDH_2"	96
"CHDH_3"	145
"CHDH_4"	118
"CHEK1_0"	108
"CHEK1_1"	76
"CHEK1_2"	64
"CHEK1_3"	126
"CHEK2_0"	74
"CHEK2_1"	1047
"CHERP_0"	62
"CHERP_1"	5
"CHERP_2"	16
"CHERP_3"	27
"CHFR_0"	248
"CHFR_1"	126
"CHFR_2"	226
"CHGA_0"	449
"CHGA_1"	25
"CHGA_2"	101
"CHGB_0"	25
"CHGB_1"	32
"CHGB_2"	44
"CHGB_3"	105
"CHI3L1_0"	70
"CHI3L1_1"	264
"CHI3L1_2"	81
"CHI3L1_3"	63
"CHI3L1_4"	107
"CHI3L2_0"	79
"CHI3L2_1"	149
"CHI3L2_2"	32
"CHI3L2_3"	77
"CHI3L2_4"	175
"CHI3L2_5"	102
"CHI3L2_6"	72
"CHI3L2_7"	152
"CHIA_0"	28
"CHIA_1"	276
"CHIA_2"	130
"CHIA_3"	93
"CHIA_4"	77
"CHIA_5"	839
"CHIC1_0"	23
"CHIC1_1"	0
"CHIC1_2"	67
"CHIC2_0"	55
"CHIC2_1"	17
"CHIC2_2"	3
"CHIC2_3"	132
"CHID1_0"	151
"CHID1_1"	113
"CHID1_2"	42
"CHID1_3"	216
"CHIT1_0"	62
"CHIT1_1"	2097
"CHIT1_2"	229
"CHIT1_3"	58
"CHKA_0"	9
"CHKA_1"	118
"CHKA_2"	28
"CHKB_0"	91
"CHKB_1"	45
"CHKB_2"	195
"CHL1_0"	126
"CHL1_1"	0
"CHL1_2"	1
"CHL1_3"	59
"CHL1_4"	268
"CHL1_5"	431
"CHM_0"	40
"CHM_1"	797
"CHM_2"	65
"CHML_0"	94
"CHML_1"	1
"CHML_2"	47
"CHMP1A_0"	31
"CHMP1A_1"	54
"CHMP1B_0"	155
"CHMP2A_0"	26
"CHMP2A_1"	86
"CHMP2A_2"	19
"CHMP2A_3"	40
"CHMP2B_0"	263
"CHMP2B_1"	129
"CHMP2B_2"	243
"CHMP2B_3"	38
"CHMP2B_4"	221
"CHMP2B_5"	22
"CHMP3_0"	170
"CHMP3_1"	598
"CHMP3_2"	471
"CHMP3_3"	231
"CHMP3_4"	247
"CHMP3_5"	249
"CHMP3_6"	6
"CHMP3_7"	0
"CHMP4A_0"	20
"CHMP4A_1"	113
"CHMP4A_2"	27
"CHMP4B_0"	8
"CHMP4B_1"	195
"CHMP4B_2"	8
"CHMP4C_0"	167
"CHMP4C_1"	13
"CHMP4C_2"	41
"CHMP4C_3"	81
"CHMP5_0"	235
"CHMP5_1"	6
"CHMP5_2"	1290
"CHMP6_0"	9
"CHMP6_1"	140
"CHMP6_2"	110
"CHMP6_3"	449
"CHMP7_0"	18
"CHMP7_1"	3
"CHMP7_2"	139
"CHN1_0"	73
"CHN1_1"	75
"CHN1_2"	14
"CHN1_3"	5
"CHN1_4"	242
"CHN2_0"	115
"CHN2_1"	42
"CHN2_2"	52
"CHN2_3"	324
"CHN2_4"	14
"CHN2_5"	74
"CHODL_0"	179
"CHODL_1"	814
"CHODL_2"	165
"CHODL_3"	461
"CHORDC1_0"	11
"CHORDC1_1"	48
"CHORDC1_2"	243
"CHP1_0"	28
"CHP1_1"	110
"CHP1_2"	55
"CHP1_3"	9
"CHP2_0"	243
"CHP2_1"	235
"CHP2_2"	209
"CHPF_0"	244
"CHPF_1"	210
"CHPF_2"	224
"CHPF_3"	168
"CHPF_4"	54
"CHPF_5"	196
"CHPF2_0"	31
"CHPF2_1"	31
"CHPF2_2"	57
"CHPF2_3"	68
"CHPT1_0"	7
"CHPT1_1"	100
"CHPT1_2"	111
"CHRAC1_0"	13
"CHRAC1_1"	327
"CHRAC1_2"	20
"CHRD_0"	72
"CHRD_1"	115
"CHRD_2"	43
"CHRD_3"	32
"CHRD_4"	495
"CHRDL1_0"	435
"CHRDL1_1"	155
"CHRDL1_2"	423
"CHRDL2_0"	25
"CHRDL2_1"	18
"CHRDL2_2"	166
"CHRM1_0"	45
"CHRM1_1"	118
"CHRM2_0"	130
"CHRM2_1"	87
"CHRM3_0"	229
"CHRM3_1"	272
"CHRM3_2"	61
"CHRM4_0"	121
"CHRM4_1"	155
"CHRM5_0"	28
"CHRM5_1"	135
"CHRNA1_0"	1032
"CHRNA1_1"	257
"CHRNA1_2"	86
"CHRNA1_3"	391
"CHRNA10_0"	67
"CHRNA10_1"	1
"CHRNA10_2"	20
"CHRNA10_3"	4
"CHRNA2_0"	113
"CHRNA2_1"	63
"CHRNA2_2"	122
"CHRNA3_0"	35
"CHRNA3_1"	218
"CHRNA3_2"	41
"CHRNA3_3"	155
"CHRNA4_0"	78
"CHRNA4_1"	133
"CHRNA4_2"	560
"CHRNA4_3"	18
"CHRNA5_0"	88
"CHRNA5_1"	26
"CHRNA5_2"	2
